Time(s)	V(m/s)
0.000	27.479
0.010	27.540
0.020	27.605
0.030	27.671
0.040	27.736
0.050	27.801
0.060	27.867
0.070	27.937
0.080	28.014
0.090	28.100
0.100	28.200
0.110	28.313
0.120	28.438
0.130	28.571
0.140	28.706
0.150	28.834
0.160	28.946
0.170	29.032
0.180	29.083
0.190	29.093
0.200	29.058
0.210	28.981
0.220	28.866
0.230	28.723
0.240	28.565
0.250	28.407
0.260	28.265
0.270	28.155
0.280	28.092
0.290	28.086
0.300	28.142
0.310	28.262
0.320	28.443
0.330	28.676
0.340	28.951
0.350	29.253
0.360	29.569
0.370	29.882
0.380	30.181
0.390	30.455
0.400	30.696
0.410	30.898
0.420	31.059
0.430	31.178
0.440	31.255
0.450	31.291
0.460	31.288
0.470	31.243
0.480	31.158
0.490	31.031
0.500	30.860
0.510	30.646
0.520	30.390
0.530	30.096
0.540	29.771
0.550	29.426
0.560	29.074
0.570	28.730
0.580	28.413
0.590	28.138
0.600	27.921
0.610	27.773
0.620	27.703
0.630	27.711
0.640	27.795
0.650	27.942
0.660	28.139
0.670	28.367
0.680	28.604
0.690	28.832
0.700	29.031
0.710	29.186
0.720	29.290
0.730	29.338
0.740	29.333
0.750	29.284
0.760	29.202
0.770	29.102
0.780	29.000
0.790	28.908
0.800	28.838
0.810	28.795
0.820	28.781
0.830	28.792
0.840	28.820
0.850	28.853
0.860	28.878
0.870	28.883
0.880	28.858
0.890	28.794
0.900	28.691
0.910	28.550
0.920	28.380
0.930	28.192
0.940	27.999
0.950	27.816
0.960	27.659
0.970	27.537
0.980	27.458
0.990	27.426
1.000	27.437
1.010	27.485
1.020	27.559
1.030	27.648
1.040	27.738
1.050	27.818
1.060	27.881
1.070	27.923
1.080	27.943
1.090	27.948
1.100	27.946
1.110	27.949
1.120	27.969
1.130	28.018
1.140	28.106
1.150	28.235
1.160	28.406
1.170	28.612
1.180	28.842
1.190	29.081
1.200	29.309
1.210	29.508
1.220	29.660
1.230	29.750
1.240	29.769
1.250	29.715
1.260	29.588
1.270	29.399
1.280	29.161
1.290	28.893
1.300	28.613
1.310	28.340
1.320	28.090
1.330	27.876
1.340	27.706
1.350	27.580
1.360	27.494
1.370	27.440
1.380	27.406
1.390	27.377
1.400	27.341
1.410	27.284
1.420	27.199
1.430	27.080
1.440	26.927
1.450	26.745
1.460	26.542
1.470	26.328
1.480	26.114
1.490	25.913
1.500	25.734
1.510	25.583
1.520	25.464
1.530	25.378
1.540	25.319
1.550	25.283
1.560	25.260
1.570	25.241
1.580	25.220
1.590	25.189
1.600	25.144
1.610	25.085
1.620	25.014
1.630	24.934
1.640	24.854
1.650	24.779
1.660	24.717
1.670	24.675
1.680	24.657
1.690	24.665
1.700	24.698
1.710	24.754
1.720	24.828
1.730	24.914
1.740	25.006
1.750	25.097
1.760	25.182
1.770	25.258
1.780	25.323
1.790	25.377
1.800	25.422
1.810	25.459
1.820	25.492
1.830	25.523
1.840	25.553
1.850	25.584
1.860	25.613
1.870	25.638
1.880	25.656
1.890	25.663
1.900	25.655
1.910	25.629
1.920	25.583
1.930	25.517
1.940	25.433
1.950	25.335
1.960	25.227
1.970	25.115
1.980	25.007
1.990	24.907
2.000	24.820
2.010	24.749
2.020	24.694
2.030	24.654
2.040	24.625
2.050	24.602
2.060	24.578
2.070	24.549
2.080	24.507
2.090	24.449
2.100	24.372
2.110	24.278
2.120	24.167
2.130	24.043
2.140	23.913
2.150	23.783
2.160	23.658
2.170	23.546
2.180	23.450
2.190	23.373
2.200	23.317
2.210	23.281
2.220	23.263
2.230	23.259
2.240	23.265
2.250	23.277
2.260	23.291
2.270	23.304
2.280	23.314
2.290	23.320
2.300	23.321
2.310	23.317
2.320	23.309
2.330	23.296
2.340	23.279
2.350	23.257
2.360	23.229
2.370	23.193
2.380	23.148
2.390	23.095
2.400	23.033
2.410	22.965
2.420	22.895
2.430	22.829
2.440	22.775
2.450	22.740
2.460	22.734
2.470	22.764
2.480	22.838
2.490	22.959
2.500	23.129
2.510	23.343
2.520	23.596
2.530	23.876
2.540	24.170
2.550	24.462
2.560	24.735
2.570	24.975
2.580	25.167
2.590	25.303
2.600	25.376
2.610	25.387
2.620	25.339
2.630	25.242
2.640	25.108
2.650	24.953
2.660	24.792
2.670	24.640
2.680	24.511
2.690	24.414
2.700	24.354
2.710	24.334
2.720	24.349
2.730	24.394
2.740	24.459
2.750	24.533
2.760	24.606
2.770	24.668
2.780	24.710
2.790	24.729
2.800	24.723
2.810	24.695
2.820	24.648
2.830	24.590
2.840	24.530
2.850	24.475
2.860	24.434
2.870	24.413
2.880	24.417
2.890	24.447
2.900	24.503
2.910	24.583
2.920	24.683
2.930	24.798
2.940	24.923
2.950	25.054
2.960	25.187
2.970	25.318
2.980	25.446
2.990	25.568
3.000	25.686
3.010	25.796
3.020	25.900
3.030	25.993
3.040	26.076
3.050	26.143
3.060	26.191
3.070	26.217
3.080	26.218
3.090	26.191
3.100	26.137
3.110	26.056
3.120	25.953
3.130	25.835
3.140	25.709
3.150	25.585
3.160	25.473
3.170	25.382
3.180	25.320
3.190	25.293
3.200	25.302
3.210	25.346
3.220	25.422
3.230	25.520
3.240	25.631
3.250	25.744
3.260	25.845
3.270	25.924
3.280	25.972
3.290	25.983
3.300	25.953
3.310	25.884
3.320	25.781
3.330	25.652
3.340	25.508
3.350	25.361
3.360	25.223
3.370	25.105
3.380	25.017
3.390	24.965
3.400	24.953
3.410	24.981
3.420	25.044
3.430	25.136
3.440	25.249
3.450	25.372
3.460	25.495
3.470	25.606
3.480	25.698
3.490	25.762
3.500	25.794
3.510	25.790
3.520	25.752
3.530	25.680
3.540	25.579
3.550	25.456
3.560	25.316
3.570	25.168
3.580	25.020
3.590	24.881
3.600	24.758
3.610	24.659
3.620	24.590
3.630	24.556
3.640	24.562
3.650	24.608
3.660	24.696
3.670	24.822
3.680	24.985
3.690	25.177
3.700	25.392
3.710	25.619
3.720	25.850
3.730	26.074
3.740	26.281
3.750	26.461
3.760	26.606
3.770	26.712
3.780	26.775
3.790	26.794
3.800	26.772
3.810	26.712
3.820	26.619
3.830	26.502
3.840	26.368
3.850	26.224
3.860	26.077
3.870	25.932
3.880	25.793
3.890	25.662
3.900	25.542
3.910	25.431
3.920	25.328
3.930	25.234
3.940	25.147
3.950	25.068
3.960	24.997
3.970	24.937
3.980	24.890
3.990	24.859
4.000	24.846
4.010	24.855
4.020	24.885
4.030	24.935
4.040	25.004
4.050	25.086
4.060	25.175
4.070	25.262
4.080	25.340
4.090	25.399
4.100	25.432
4.110	25.433
4.120	25.398
4.130	25.326
4.140	25.218
4.150	25.080
4.160	24.917
4.170	24.739
4.180	24.555
4.190	24.373
4.200	24.204
4.210	24.053
4.220	23.926
4.230	23.826
4.240	23.754
4.250	23.709
4.260	23.688
4.270	23.687
4.280	23.701
4.290	23.727
4.300	23.760
4.310	23.797
4.320	23.835
4.330	23.874
4.340	23.910
4.350	23.943
4.360	23.970
4.370	23.989
4.380	23.995
4.390	23.984
4.400	23.952
4.410	23.893
4.420	23.802
4.430	23.676
4.440	23.514
4.450	23.317
4.460	23.090
4.470	22.839
4.480	22.575
4.490	22.311
4.500	22.061
4.510	21.841
4.520	21.665
4.530	21.544
4.540	21.488
4.550	21.503
4.560	21.588
4.570	21.739
4.580	21.947
4.590	22.198
4.600	22.476
4.610	22.762
4.620	23.039
4.630	23.289
4.640	23.497
4.650	23.651
4.660	23.745
4.670	23.775
4.680	23.744
4.690	23.657
4.700	23.526
4.710	23.362
4.720	23.180
4.730	22.994
4.740	22.819
4.750	22.665
4.760	22.545
4.770	22.464
4.780	22.427
4.790	22.435
4.800	22.486
4.810	22.574
4.820	22.692
4.830	22.832
4.840	22.984
4.850	23.138
4.860	23.282
4.870	23.407
4.880	23.506
4.890	23.571
4.900	23.599
4.910	23.588
4.920	23.538
4.930	23.455
4.940	23.343
4.950	23.213
4.960	23.075
4.970	22.940
4.980	22.820
4.990	22.727
5.000	22.669
5.010	22.655
5.020	22.687
5.030	22.767
5.040	22.889
5.050	23.049
5.060	23.235
5.070	23.436
5.080	23.638
5.090	23.829
5.100	23.997
5.110	24.132
5.120	24.229
5.130	24.285
5.140	24.302
5.150	24.285
5.160	24.242
5.170	24.182
5.180	24.116
5.190	24.053
5.200	24.002
5.210	23.968
5.220	23.954
5.230	23.958
5.240	23.975
5.250	23.999
5.260	24.022
5.270	24.035
5.280	24.029
5.290	23.998
5.300	23.941
5.310	23.856
5.320	23.750
5.330	23.627
5.340	23.500
5.350	23.378
5.360	23.274
5.370	23.198
5.380	23.158
5.390	23.159
5.400	23.200
5.410	23.279
5.420	23.388
5.430	23.516
5.440	23.652
5.450	23.783
5.460	23.896
5.470	23.983
5.480	24.035
5.490	24.052
5.500	24.034
5.510	23.988
5.520	23.922
5.530	23.846
5.540	23.774
5.550	23.716
5.560	23.682
5.570	23.680
5.580	23.713
5.590	23.781
5.600	23.880
5.610	24.002
5.620	24.139
5.630	24.280
5.640	24.413
5.650	24.529
5.660	24.621
5.670	24.682
5.680	24.711
5.690	24.708
5.700	24.678
5.710	24.626
5.720	24.561
5.730	24.491
5.740	24.424
5.750	24.370
5.760	24.334
5.770	24.323
5.780	24.340
5.790	24.387
5.800	24.464
5.810	24.569
5.820	24.700
5.830	24.853
5.840	25.023
5.850	25.206
5.860	25.394
5.870	25.582
5.880	25.763
5.890	25.930
5.900	26.076
5.910	26.195
5.920	26.282
5.930	26.332
5.940	26.345
5.950	26.321
5.960	26.263
5.970	26.178
5.980	26.074
5.990	25.961
6.000	25.852
6.010	25.756
6.020	25.685
6.030	25.648
6.040	25.648
6.050	25.687
6.060	25.762
6.070	25.866
6.080	25.987
6.090	26.113
6.100	26.229
6.110	26.320
6.120	26.374
6.130	26.382
