Time(s)	V(m/s)
0.000	6.266
0.010	6.275
0.020	6.285
0.030	6.295
0.040	6.304
0.050	6.314
0.060	6.324
0.070	6.334
0.080	6.346
0.090	6.359
0.100	6.374
0.110	6.391
0.120	6.409
0.130	6.429
0.140	6.449
0.150	6.468
0.160	6.485
0.170	6.498
0.180	6.505
0.190	6.507
0.200	6.502
0.210	6.490
0.220	6.473
0.230	6.452
0.240	6.428
0.250	6.404
0.260	6.383
0.270	6.367
0.280	6.357
0.290	6.356
0.300	6.364
0.310	6.382
0.320	6.409
0.330	6.444
0.340	6.485
0.350	6.530
0.360	6.577
0.370	6.624
0.380	6.669
0.390	6.710
0.400	6.745
0.410	6.776
0.420	6.800
0.430	6.817
0.440	6.829
0.450	6.834
0.460	6.833
0.470	6.826
0.480	6.814
0.490	6.794
0.500	6.769
0.510	6.736
0.520	6.698
0.530	6.654
0.540	6.605
0.550	6.553
0.560	6.500
0.570	6.449
0.580	6.401
0.590	6.360
0.600	6.327
0.610	6.305
0.620	6.294
0.630	6.295
0.640	6.307
0.650	6.329
0.660	6.358
0.670	6.392
0.680	6.428
0.690	6.461
0.700	6.491
0.710	6.514
0.720	6.529
0.730	6.536
0.740	6.535
0.750	6.528
0.760	6.515
0.770	6.500
0.780	6.484
0.790	6.470
0.800	6.460
0.810	6.453
0.820	6.451
0.830	6.452
0.840	6.456
0.850	6.461
0.860	6.464
0.870	6.465
0.880	6.460
0.890	6.451
0.900	6.435
0.910	6.414
0.920	6.388
0.930	6.360
0.940	6.330
0.950	6.303
0.960	6.279
0.970	6.261
0.980	6.249
0.990	6.243
1.000	6.245
1.010	6.252
1.020	6.262
1.030	6.275
1.040	6.289
1.050	6.300
1.060	6.309
1.070	6.315
1.080	6.318
1.090	6.319
1.100	6.318
1.110	6.318
1.120	6.321
1.130	6.328
1.140	6.341
1.150	6.360
1.160	6.385
1.170	6.416
1.180	6.450
1.190	6.485
1.200	6.519
1.210	6.548
1.220	6.571
1.230	6.584
1.240	6.586
1.250	6.578
1.260	6.559
1.270	6.530
1.280	6.494
1.290	6.454
1.300	6.411
1.310	6.370
1.320	6.332
1.330	6.300
1.340	6.274
1.350	6.255
1.360	6.242
1.370	6.233
1.380	6.228
1.390	6.223
1.400	6.217
1.410	6.208
1.420	6.195
1.430	6.177
1.440	6.153
1.450	6.126
1.460	6.095
1.470	6.063
1.480	6.030
1.490	6.000
1.500	5.972
1.510	5.950
1.520	5.931
1.530	5.918
1.540	5.909
1.550	5.903
1.560	5.899
1.570	5.896
1.580	5.892
1.590	5.887
1.600	5.880
1.610	5.871
1.620	5.860
1.630	5.848
1.640	5.835
1.650	5.824
1.660	5.814
1.670	5.807
1.680	5.804
1.690	5.805
1.700	5.810
1.710	5.818
1.720	5.828
1.730	5.841
1.740	5.854
1.750	5.868
1.760	5.880
1.770	5.891
1.780	5.900
1.790	5.908
1.800	5.914
1.810	5.920
1.820	5.924
1.830	5.929
1.840	5.933
1.850	5.937
1.860	5.941
1.870	5.944
1.880	5.947
1.890	5.947
1.900	5.946
1.910	5.942
1.920	5.934
1.930	5.924
1.940	5.911
1.950	5.896
1.960	5.880
1.970	5.863
1.980	5.846
1.990	5.831
2.000	5.817
2.010	5.806
2.020	5.798
2.030	5.792
2.040	5.787
2.050	5.783
2.060	5.779
2.070	5.774
2.080	5.768
2.090	5.759
2.100	5.747
2.110	5.732
2.120	5.715
2.130	5.697
2.140	5.677
2.150	5.657
2.160	5.638
2.170	5.621
2.180	5.606
2.190	5.594
2.200	5.586
2.210	5.580
2.220	5.577
2.230	5.576
2.240	5.577
2.250	5.578
2.260	5.580
2.270	5.581
2.280	5.583
2.290	5.583
2.300	5.583
2.310	5.582
2.320	5.581
2.330	5.579
2.340	5.576
2.350	5.572
2.360	5.568
2.370	5.562
2.380	5.555
2.390	5.547
2.400	5.537
2.410	5.527
2.420	5.516
2.430	5.506
2.440	5.498
2.450	5.492
2.460	5.491
2.470	5.496
2.480	5.507
2.490	5.524
2.500	5.550
2.510	5.582
2.520	5.619
2.530	5.661
2.540	5.704
2.550	5.748
2.560	5.789
2.570	5.824
2.580	5.853
2.590	5.873
2.600	5.884
2.610	5.885
2.620	5.878
2.630	5.863
2.640	5.843
2.650	5.819
2.660	5.795
2.670	5.772
2.680	5.753
2.690	5.738
2.700	5.729
2.710	5.726
2.720	5.728
2.730	5.734
2.740	5.744
2.750	5.755
2.760	5.765
2.770	5.774
2.780	5.781
2.790	5.783
2.800	5.782
2.810	5.778
2.820	5.770
2.830	5.762
2.840	5.752
2.850	5.744
2.860	5.738
2.870	5.734
2.880	5.735
2.890	5.739
2.900	5.747
2.910	5.759
2.920	5.774
2.930	5.791
2.940	5.809
2.950	5.829
2.960	5.848
2.970	5.868
2.980	5.887
2.990	5.905
3.000	5.922
3.010	5.939
3.020	5.954
3.030	5.968
3.040	5.980
3.050	5.990
3.060	5.997
3.070	6.000
3.080	6.000
3.090	5.996
3.100	5.988
3.110	5.975
3.120	5.960
3.130	5.942
3.140	5.923
3.150	5.904
3.160	5.887
3.170	5.873
3.180	5.864
3.190	5.860
3.200	5.861
3.210	5.867
3.220	5.878
3.230	5.893
3.240	5.909
3.250	5.925
3.260	5.940
3.270	5.952
3.280	5.959
3.290	5.960
3.300	5.955
3.310	5.945
3.320	5.929
3.330	5.910
3.340	5.888
3.350	5.866
3.360	5.845
3.370	5.827
3.380	5.814
3.390	5.806
3.400	5.804
3.410	5.807
3.420	5.817
3.430	5.830
3.440	5.847
3.450	5.865
3.460	5.883
3.470	5.899
3.480	5.913
3.490	5.922
3.500	5.927
3.510	5.926
3.520	5.920
3.530	5.909
3.540	5.893
3.550	5.875
3.560	5.854
3.570	5.831
3.580	5.809
3.590	5.788
3.600	5.769
3.610	5.754
3.620	5.744
3.630	5.738
3.640	5.739
3.650	5.745
3.660	5.758
3.670	5.777
3.680	5.801
3.690	5.829
3.700	5.861
3.710	5.895
3.720	5.929
3.730	5.962
3.740	5.993
3.750	6.020
3.760	6.041
3.770	6.057
3.780	6.066
3.790	6.069
3.800	6.065
3.810	6.056
3.820	6.041
3.830	6.024
3.840	6.003
3.850	5.981
3.860	5.959
3.870	5.937
3.880	5.916
3.890	5.896
3.900	5.878
3.910	5.861
3.920	5.845
3.930	5.831
3.940	5.818
3.950	5.805
3.960	5.794
3.970	5.785
3.980	5.778
3.990	5.773
4.000	5.771
4.010	5.771
4.020	5.776
4.030	5.783
4.040	5.793
4.050	5.805
4.060	5.817
4.070	5.830
4.080	5.841
4.090	5.850
4.100	5.855
4.110	5.854
4.120	5.849
4.130	5.838
4.140	5.821
4.150	5.800
4.160	5.775
4.170	5.748
4.180	5.720
4.190	5.693
4.200	5.667
4.210	5.644
4.220	5.625
4.230	5.610
4.240	5.599
4.250	5.591
4.260	5.588
4.270	5.587
4.280	5.589
4.290	5.593
4.300	5.597
4.310	5.602
4.320	5.608
4.330	5.613
4.340	5.618
4.350	5.623
4.360	5.626
4.370	5.629
4.380	5.629
4.390	5.627
4.400	5.622
4.410	5.613
4.420	5.599
4.430	5.580
4.440	5.555
4.450	5.525
4.460	5.491
4.470	5.453
4.480	5.413
4.490	5.374
4.500	5.336
4.510	5.303
4.520	5.276
4.530	5.258
4.540	5.249
4.550	5.251
4.560	5.263
4.570	5.286
4.580	5.316
4.590	5.354
4.600	5.395
4.610	5.437
4.620	5.479
4.630	5.516
4.640	5.546
4.650	5.569
4.660	5.583
4.670	5.587
4.680	5.582
4.690	5.569
4.700	5.549
4.710	5.524
4.720	5.497
4.730	5.469
4.740	5.442
4.750	5.419
4.760	5.401
4.770	5.389
4.780	5.383
4.790	5.384
4.800	5.391
4.810	5.404
4.820	5.421
4.830	5.442
4.840	5.465
4.850	5.487
4.860	5.508
4.870	5.527
4.880	5.541
4.890	5.551
4.900	5.555
4.910	5.553
4.920	5.545
4.930	5.533
4.940	5.516
4.950	5.496
4.960	5.475
4.970	5.455
4.980	5.437
4.990	5.422
5.000	5.414
5.010	5.411
5.020	5.416
5.030	5.428
5.040	5.446
5.050	5.469
5.060	5.497
5.070	5.527
5.080	5.557
5.090	5.585
5.100	5.610
5.110	5.630
5.120	5.644
5.130	5.652
