Time(s)	V(m/s)
0.000	17.334
0.010	17.368
0.020	17.404
0.030	17.440
0.040	17.477
0.050	17.513
0.060	17.549
0.070	17.588
0.080	17.630
0.090	17.678
0.100	17.733
0.110	17.795
0.120	17.865
0.130	17.938
0.140	18.013
0.150	18.083
0.160	18.145
0.170	18.192
0.180	18.221
0.190	18.226
0.200	18.207
0.210	18.165
0.220	18.101
0.230	18.022
0.240	17.935
0.250	17.848
0.260	17.769
0.270	17.709
0.280	17.674
0.290	17.670
0.300	17.701
0.310	17.768
0.320	17.867
0.330	17.996
0.340	18.148
0.350	18.315
0.360	18.489
0.370	18.662
0.380	18.827
0.390	18.978
0.400	19.111
0.410	19.222
0.420	19.311
0.430	19.377
0.440	19.419
0.450	19.439
0.460	19.437
0.470	19.412
0.480	19.365
0.490	19.295
0.500	19.200
0.510	19.081
0.520	18.940
0.530	18.777
0.540	18.598
0.550	18.407
0.560	18.212
0.570	18.022
0.580	17.847
0.590	17.694
0.600	17.574
0.610	17.493
0.620	17.454
0.630	17.458
0.640	17.504
0.650	17.585
0.660	17.693
0.670	17.818
0.680	17.949
0.690	18.075
0.700	18.184
0.710	18.270
0.720	18.326
0.730	18.353
0.740	18.350
0.750	18.322
0.760	18.277
0.770	18.221
0.780	18.164
0.790	18.113
0.800	18.074
0.810	18.050
0.820	18.042
0.830	18.048
0.840	18.063
0.850	18.081
0.860	18.094
0.870	18.097
0.880	18.082
0.890	18.047
0.900	17.989
0.910	17.911
0.920	17.817
0.930	17.712
0.940	17.606
0.950	17.504
0.960	17.417
0.970	17.349
0.980	17.306
0.990	17.287
1.000	17.293
1.010	17.319
1.020	17.359
1.030	17.408
1.040	17.457
1.050	17.501
1.060	17.536
1.070	17.558
1.080	17.569
1.090	17.571
1.100	17.570
1.110	17.571
1.120	17.582
1.130	17.609
1.140	17.657
1.150	17.728
1.160	17.822
1.170	17.935
1.180	18.062
1.190	18.193
1.200	18.318
1.210	18.427
1.220	18.511
1.230	18.560
1.240	18.570
1.250	18.540
1.260	18.469
1.270	18.364
1.280	18.233
1.290	18.084
1.300	17.929
1.310	17.777
1.320	17.639
1.330	17.520
1.340	17.426
1.350	17.355
1.360	17.307
1.370	17.277
1.380	17.257
1.390	17.241
1.400	17.220
1.410	17.188
1.420	17.140
1.430	17.074
1.440	16.989
1.450	16.888
1.460	16.775
1.470	16.656
1.480	16.537
1.490	16.426
1.500	16.326
1.510	16.242
1.520	16.176
1.530	16.128
1.540	16.095
1.550	16.074
1.560	16.060
1.570	16.050
1.580	16.037
1.590	16.019
1.600	15.994
1.610	15.961
1.620	15.921
1.630	15.877
1.640	15.832
1.650	15.790
1.660	15.755
1.670	15.731
1.680	15.721
1.690	15.725
1.700	15.742
1.710	15.773
1.720	15.813
1.730	15.860
1.740	15.910
1.750	15.960
1.760	16.006
1.770	16.048
1.780	16.083
1.790	16.113
1.800	16.137
1.810	16.157
1.820	16.174
1.830	16.191
1.840	16.207
1.850	16.224
1.860	16.239
1.870	16.253
1.880	16.262
1.890	16.265
1.900	16.260
1.910	16.246
1.920	16.220
1.930	16.183
1.940	16.136
1.950	16.081
1.960	16.021
1.970	15.959
1.980	15.898
1.990	15.842
2.000	15.794
2.010	15.754
2.020	15.723
2.030	15.701
2.040	15.684
2.050	15.671
2.060	15.657
2.070	15.640
2.080	15.617
2.090	15.584
2.100	15.541
2.110	15.489
2.120	15.427
2.130	15.358
2.140	15.286
2.150	15.213
2.160	15.144
2.170	15.081
2.180	15.028
2.190	14.985
2.200	14.954
2.210	14.933
2.220	14.923
2.230	14.920
