Time(s)	V(m/s)
0.000	21.831
0.010	21.876
0.020	21.925
0.030	21.974
0.040	22.022
0.050	22.071
0.060	22.120
0.070	22.172
0.080	22.229
0.090	22.293
0.100	22.367
0.110	22.451
0.120	22.544
0.130	22.643
0.140	22.744
0.150	22.839
0.160	22.922
0.170	22.986
0.180	23.024
0.190	23.031
0.200	23.006
0.210	22.948
0.220	22.863
0.230	22.757
0.240	22.639
0.250	22.521
0.260	22.416
0.270	22.335
0.280	22.288
0.290	22.283
0.300	22.325
0.310	22.414
0.320	22.548
0.330	22.722
0.340	22.926
0.350	23.151
0.360	23.385
0.370	23.618
0.380	23.840
0.390	24.044
0.400	24.222
0.410	24.372
0.420	24.492
0.430	24.580
0.440	24.638
0.450	24.665
0.460	24.662
0.470	24.629
0.480	24.565
0.490	24.470
0.500	24.343
0.510	24.184
0.520	23.993
0.530	23.775
0.540	23.533
0.550	23.277
0.560	23.015
0.570	22.759
0.580	22.523
0.590	22.319
0.600	22.157
0.610	22.047
0.620	21.995
0.630	22.001
0.640	22.063
0.650	22.172
0.660	22.318
0.670	22.487
0.680	22.664
0.690	22.832
0.700	22.980
0.710	23.095
0.720	23.172
0.730	23.208
0.740	23.204
0.750	23.167
0.760	23.106
0.770	23.031
0.780	22.955
0.790	22.887
0.800	22.834
0.810	22.802
0.820	22.792
0.830	22.800
0.840	22.820
0.850	22.844
0.860	22.863
0.870	22.866
0.880	22.847
0.890	22.799
0.900	22.722
0.910	22.618
0.920	22.491
0.930	22.351
0.940	22.207
0.950	22.071
0.960	21.954
0.970	21.863
0.980	21.804
0.990	21.780
1.000	21.788
1.010	21.823
1.020	21.878
1.030	21.943
1.040	22.010
1.050	22.070
1.060	22.116
1.070	22.147
1.080	22.162
1.090	22.165
1.100	22.163
1.110	22.165
1.120	22.180
1.130	22.216
1.140	22.281
1.150	22.377
1.160	22.503
1.170	22.656
1.180	22.827
1.190	23.004
1.200	23.173
1.210	23.320
1.220	23.433
1.230	23.500
1.240	23.514
1.250	23.473
1.260	23.378
1.270	23.237
1.280	23.060
1.290	22.860
1.300	22.652
1.310	22.449
1.320	22.263
1.330	22.104
1.340	21.976
1.350	21.882
1.360	21.818
1.370	21.778
1.380	21.752
1.390	21.730
1.400	21.702
1.410	21.660
1.420	21.596
1.430	21.507
1.440	21.393
1.450	21.257
1.460	21.106
1.470	20.946
1.480	20.787
1.490	20.637
1.500	20.503
1.510	20.391
1.520	20.302
1.530	20.237
1.540	20.194
1.550	20.166
1.560	20.148
1.570	20.134
1.580	20.118
1.590	20.094
1.600	20.060
1.610	20.016
1.620	19.963
1.630	19.903
1.640	19.843
1.650	19.787
1.660	19.741
1.670	19.709
1.680	19.695
1.690	19.701
1.700	19.725
1.710	19.766
1.720	19.821
1.730	19.884
1.740	19.952
1.750	20.019
1.760	20.082
1.770	20.139
1.780	20.187
1.790	20.226
1.800	20.259
1.810	20.287
1.820	20.311
1.830	20.333
1.840	20.356
1.850	20.378
1.860	20.399
1.870	20.417
1.880	20.430
1.890	20.435
1.900	20.429
1.910	20.409
1.920	20.375
1.930	20.325
1.940	20.263
1.950	20.189
1.960	20.108
1.970	20.025
1.980	19.944
1.990	19.870
2.000	19.805
2.010	19.751
2.020	19.710
2.030	19.680
2.040	19.658
2.050	19.641
2.060	19.623
2.070	19.600
2.080	19.569
2.090	19.525
2.100	19.468
2.110	19.397
2.120	19.314
2.130	19.222
2.140	19.125
2.150	19.028
2.160	18.935
2.170	18.851
2.180	18.780
2.190	18.722
2.200	18.680
2.210	18.653
2.220	18.639
2.230	18.636
2.240	18.640
2.250	18.649
2.260	18.659
2.270	18.668
2.280	18.675
2.290	18.679
2.300	18.680
2.310	18.677
2.320	18.670
2.330	18.661
2.340	18.648
2.350	18.631
2.360	18.610
2.370	18.583
2.380	18.549
2.390	18.509
2.400	18.463
2.410	18.413
2.420	18.361
2.430	18.311
2.440	18.271
2.450	18.245
2.460	18.240
2.470	18.262
2.480	18.317
2.490	18.407
2.500	18.533
2.510	18.692
2.520	18.880
2.530	19.088
2.540	19.306
2.550	19.522
2.560	19.725
2.570	19.903
2.580	20.046
2.590	20.147
2.600	20.201
2.610	20.209
2.620	20.173
2.630	20.101
2.640	20.001
2.650	19.886
2.660	19.766
2.670	19.653
2.680	19.557
2.690	19.485
2.700	19.440
2.710	19.425
2.720	19.436
2.730	19.469
2.740	19.517
2.750	19.572
2.760	19.626
2.770	19.672
2.780	19.703
2.790	19.717
2.800	19.713
2.810	19.691
2.820	19.656
2.830	19.613
2.840	19.568
2.850	19.527
2.860	19.497
2.870	19.481
2.880	19.483
2.890	19.506
2.900	19.547
2.910	19.606
2.920	19.681
2.930	19.766
2.940	19.859
2.950	19.956
2.960	20.055
2.970	20.152
2.980	20.247
2.990	20.338
3.000	20.425
3.010	20.507
3.020	20.583
3.030	20.653
3.040	20.714
3.050	20.763
3.060	20.799
3.070	20.818
3.080	20.819
3.090	20.799
3.100	20.758
3.110	20.698
3.120	20.621
3.130	20.533
3.140	20.440
3.150	20.347
3.160	20.264
3.170	20.196
3.180	20.150
3.190	20.129
3.200	20.136
3.210	20.168
3.220	20.224
3.230	20.297
3.240	20.379
3.250	20.463
3.260	20.538
3.270	20.597
3.280	20.632
3.290	20.639
3.300	20.617
3.310	20.566
3.320	20.489
3.330	20.393
3.340	20.286
3.350	20.176
3.360	20.073
3.370	19.985
3.380	19.919
3.390	19.881
3.400	19.872
3.410	19.892
3.420	19.939
3.430	20.007
3.440	20.091
3.450	20.182
3.460	20.273
3.470	20.355
3.480	20.423
3.490	20.471
3.500	20.494
3.510	20.491
3.520	20.462
3.530	20.408
3.540	20.333
3.550	20.241
3.560	20.137
3.570	20.027
3.580	19.917
3.590	19.813
3.600	19.722
3.610	19.648
3.620	19.596
3.630	19.571
3.640	19.575
3.650	19.609
3.660	19.674
3.670	19.768
3.680	19.888
3.690	20.031
3.700	20.190
3.710	20.359
3.720	20.530
3.730	20.696
3.740	20.850
3.750	20.983
3.760	21.091
3.770	21.170
3.780	21.216
3.790	21.230
3.800	21.213
3.810	21.168
3.820	21.099
3.830	21.012
3.840	20.912
3.850	20.804
3.860	20.695
3.870	20.586
3.880	20.483
3.890	20.386
3.900	20.296
3.910	20.213
3.920	20.136
3.930	20.066
3.940	20.001
3.950	19.942
3.960	19.889
3.970	19.844
3.980	19.809
3.990	19.785
4.000	19.776
4.010	19.781
4.020	19.803
4.030	19.841
4.040	19.891
4.050	19.952
4.060	20.017
4.070	20.082
4.080	20.139
4.090	20.183
4.100	20.207
4.110	20.207
4.120	20.181
4.130	20.127
4.140	20.047
4.150	19.943
4.160	19.822
4.170	19.690
4.180	19.552
4.190	19.417
4.200	19.290
4.210	19.178
4.220	19.083
4.230	19.009
4.240	18.955
4.250	18.921
4.260	18.905
4.270	18.904
4.280	18.914
4.290	18.932
4.300	18.956
4.310	18.984
4.320	19.012
4.330	19.040
4.340	19.067
4.350	19.091
4.360	19.110
4.370	19.124
4.380	19.128
4.390	19.120
4.400	19.096
4.410	19.051
4.420	18.983
4.430	18.889
4.440	18.769
4.450	18.622
4.460	18.452
4.470	18.266
4.480	18.069
4.490	17.873
4.500	17.687
4.510	17.523
4.520	17.391
4.530	17.301
4.540	17.260
4.550	17.271
4.560	17.333
4.570	17.445
4.580	17.599
4.590	17.785
4.600	17.992
4.610	18.204
4.620	18.410
4.630	18.595
4.640	18.749
4.650	18.864
4.660	18.933
4.670	18.955
4.680	18.932
4.690	18.867
4.700	18.769
4.710	18.648
4.720	18.512
4.730	18.374
4.740	18.243
4.750	18.129
4.760	18.039
4.770	17.979
4.780	17.951
4.790	17.957
4.800	17.994
4.810	18.059
4.820	18.147
4.830	18.251
4.840	18.363
4.850	18.477
4.860	18.584
4.870	18.677
4.880	18.750
4.890	18.798
4.900	18.819
4.910	18.810
4.920	18.773
4.930	18.711
4.940	18.628
4.950	18.531
4.960	18.428
4.970	18.327
4.980	18.238
4.990	18.169
5.000	18.126
5.010	18.115
5.020	18.139
5.030	18.198
5.040	18.289
5.050	18.407
5.060	18.545
5.070	18.694
5.080	18.844
5.090	18.986
5.100	19.110
5.110	19.211
5.120	19.283
5.130	19.324
5.140	19.337
5.150	19.324
5.160	19.291
5.170	19.247
5.180	19.197
5.190	19.150
5.200	19.112
5.210	19.087
5.220	19.076
5.230	19.079
5.240	19.091
5.250	19.109
5.260	19.126
5.270	19.135
5.280	19.130
5.290	19.107
5.300	19.064
5.310	19.002
5.320	18.922
5.330	18.831
5.340	18.736
5.350	18.645
5.360	18.568
5.370	18.511
5.380	18.481
5.390	18.482
5.400	18.512
5.410	18.570
5.420	18.651
5.430	18.746
5.440	18.847
5.450	18.944
5.460	19.028
5.470	19.092
5.480	19.131
5.490	19.143
5.500	19.130
5.510	19.095
5.520	19.046
5.530	18.990
5.540	18.936
5.550	18.892
5.560	18.867
5.570	18.865
5.580	18.890
5.590	18.940
5.600	19.013
5.610	19.104
5.620	19.206
5.630	19.310
5.640	19.409
5.650	19.495
5.660	19.563
5.670	19.608
5.680	19.629
5.690	19.627
5.700	19.604
5.710	19.566
5.720	19.517
5.730	19.465
5.740	19.415
5.750	19.375
5.760	19.348
5.770	19.340
5.780	19.352
5.790	19.387
5.800	19.443
5.810	19.521
5.820	19.618
5.830	19.732
5.840	19.858
5.850	19.994
5.860	20.134
5.870	20.273
5.880	20.408
5.890	20.531
5.900	20.640
5.910	20.728
5.920	20.792
5.930	20.829
5.940	20.838
5.950	20.820
5.960	20.777
5.970	20.713
5.980	20.636
5.990	20.552
6.000	20.470
6.010	20.399
6.020	20.346
6.030	20.318
6.040	20.318
6.050	20.346
6.060	20.402
6.070	20.478
6.080	20.568
6.090	20.661
6.100	20.747
6.110	20.814
6.120	20.854
6.130	20.860
6.140	20.829
6.150	20.761
6.160	20.661
6.170	20.539
6.180	20.404
6.190	20.271
6.200	20.152
6.210	20.060
6.220	20.004
6.230	19.990
6.240	20.019
6.250	20.086
6.260	20.183
6.270	20.298
6.280	20.413
6.290	20.513
6.300	20.581
6.310	20.602
6.320	20.566
6.330	20.468
6.340	20.307
6.350	20.090
6.360	19.827
6.370	19.534
6.380	19.228
6.390	18.930
6.400	18.656
6.410	18.423
6.420	18.242
6.430	18.118
6.440	18.054
6.450	18.043
6.460	18.075
6.470	18.138
6.480	18.215
6.490	18.290
6.500	18.346
6.510	18.371
6.520	18.356
6.530	18.296
6.540	18.191
6.550	18.046
6.560	17.869
6.570	17.672
6.580	17.467
6.590	17.270
6.600	17.090
6.610	16.940
6.620	16.825
6.630	16.749
6.640	16.713
6.650	16.713
6.660	16.743
6.670	16.795
6.680	16.861
6.690	16.931
6.700	16.998
6.710	17.056
6.720	17.099
6.730	17.126
6.740	17.135
6.750	17.129
6.760	17.111
6.770	17.083
6.780	17.049
6.790	17.015
6.800	16.982
6.810	16.954
6.820	16.931
6.830	16.916
6.840	16.908
6.850	16.907
6.860	16.912
6.870	16.922
6.880	16.936
6.890	16.955
6.900	16.977
6.910	17.003
6.920	17.031
6.930	17.062
6.940	17.093
6.950	17.124
6.960	17.153
6.970	17.176
6.980	17.191
6.990	17.195
7.000	17.183
7.010	17.154
7.020	17.106
7.030	17.038
7.040	16.950
7.050	16.846
7.060	16.729
7.070	16.605
7.080	16.480
7.090	16.361
7.100	16.257
7.110	16.173
7.120	16.117
7.130	16.092
7.140	16.102
7.150	16.146
7.160	16.222
7.170	16.325
7.180	16.448
7.190	16.581
7.200	16.715
7.210	16.840
7.220	16.944
7.230	17.020
7.240	17.062
7.250	17.065
7.260	17.029
7.270	16.956
7.280	16.853
7.290	16.727
7.300	16.588
7.310	16.449
7.320	16.320
7.330	16.211
7.340	16.131
7.350	16.085
7.360	16.075
7.370	16.099
7.380	16.153
7.390	16.229
7.400	16.315
7.410	16.402
7.420	16.478
7.430	16.534
7.440	16.562
7.450	16.558
7.460	16.524
7.470	16.462
7.480	16.380
7.490	16.289
7.500	16.201
7.510	16.128
7.520	16.081
7.530	16.071
7.540	16.101
7.550	16.173
7.560	16.284
7.570	16.425
7.580	16.585
7.590	16.750
7.600	16.904
7.610	17.032
7.620	17.122
7.630	17.165
7.640	17.157
7.650	17.101
7.660	17.001
7.670	16.871
7.680	16.725
7.690	16.581
7.700	16.456
7.710	16.366
7.720	16.324
7.730	16.338
7.740	16.411
7.750	16.539
7.760	16.713
7.770	16.920
7.780	17.142
7.790	17.362
7.800	17.561
7.810	17.723
7.820	17.837
7.830	17.896
7.840	17.896
7.850	17.842
7.860	17.741
7.870	17.604
7.880	17.446
7.890	17.280
7.900	17.119
7.910	16.974
7.920	16.852
7.930	16.756
7.940	16.685
7.950	16.637
7.960	16.606
7.970	16.586
7.980	16.568
7.990	16.550
8.000	16.527
8.010	16.501
8.020	16.475
8.030	16.455
8.040	16.448
8.050	16.463
8.060	16.507
8.070	16.586
8.080	16.702
8.090	16.854
8.100	17.037
8.110	17.241
8.120	17.453
8.130	17.659
8.140	17.843
8.150	17.991
8.160	18.091
8.170	18.135
8.180	18.121
8.190	18.049
8.200	17.927
8.210	17.766
8.220	17.580
8.230	17.383
8.240	17.192
8.250	17.021
8.260	16.879
8.270	16.775
8.280	16.709
8.290	16.679
8.300	16.680
8.310	16.702
8.320	16.735
8.330	16.766
8.340	16.786
8.350	16.787
8.360	16.764
8.370	16.716
8.380	16.645
8.390	16.556
8.400	16.458
8.410	16.359
8.420	16.267
8.430	16.192
8.440	16.138
8.450	16.109
8.460	16.106
8.470	16.127
8.480	16.169
8.490	16.225
8.500	16.290
8.510	16.358
8.520	16.424
8.530	16.484
8.540	16.537
8.550	16.584
8.560	16.626
8.570	16.667
8.580	16.709
8.590	16.756
8.600	16.810
8.610	16.871
8.620	16.938
8.630	17.010
8.640	17.082
8.650	17.149
8.660	17.207
8.670	17.251
8.680	17.279
8.690	17.288
8.700	17.280
8.710	17.256
8.720	17.220
8.730	17.177
8.740	17.133
8.750	17.095
8.760	17.065
8.770	17.048
8.780	17.045
8.790	17.056
8.800	17.080
8.810	17.112
8.820	17.150
8.830	17.188
8.840	17.224
8.850	17.255
8.860	17.280
8.870	17.300
8.880	17.316
8.890	17.331
8.900	17.350
8.910	17.375
8.920	17.409
8.930	17.453
8.940	17.505
8.950	17.563
8.960	17.622
8.970	17.675
8.980	17.715
8.990	17.735
9.000	17.729
9.010	17.692
9.020	17.621
9.030	17.518
9.040	17.385
9.050	17.228
9.060	17.055
9.070	16.874
9.080	16.694
9.090	16.524
9.100	16.369
9.110	16.235
9.120	16.121
9.130	16.028
9.140	15.952
9.150	15.888
9.160	15.831
9.170	15.774
9.180	15.713
9.190	15.645
9.200	15.570
9.210	15.491
9.220	15.410
9.230	15.335
9.240	15.271
9.250	15.225
9.260	15.204
9.270	15.210
9.280	15.245
9.290	15.306
9.300	15.390
9.310	15.487
9.320	15.590
9.330	15.689
9.340	15.775
9.350	15.840
9.360	15.878
9.370	15.888
9.380	15.872
9.390	15.833
9.400	15.780
9.410	15.722
9.420	15.668
9.430	15.629
9.440	15.613
9.450	15.625
9.460	15.667
9.470	15.738
9.480	15.835
9.490	15.950
9.500	16.074
9.510	16.198
9.520	16.314
9.530	16.413
9.540	16.492
9.550	16.548
9.560	16.582
9.570	16.599
9.580	16.605
9.590	16.608
9.600	16.614
9.610	16.632
9.620	16.667
9.630	16.719
9.640	16.790
9.650	16.875
9.660	16.968
9.670	17.061
9.680	17.145
9.690	17.212
9.700	17.255
9.710	17.269
9.720	17.254
9.730	17.211
9.740	17.146
9.750	17.067
9.760	16.985
9.770	16.911
9.780	16.857
9.790	16.831
9.800	16.842
9.810	16.892
9.820	16.982
9.830	17.108
9.840	17.263
9.850	17.435
9.860	17.614
9.870	17.787
9.880	17.941
9.890	18.066
9.900	18.154
9.910	18.198
9.920	18.198
9.930	18.155
9.940	18.073
9.950	17.959
9.960	17.823
9.970	17.675
9.980	17.525
9.990	17.382
10.000	17.256
10.010	17.154
10.020	17.079
10.030	17.035
10.040	17.023
10.050	17.040
10.060	17.084
10.070	17.149
10.080	17.230
10.090	17.317
10.100	17.405
10.110	17.486
10.120	17.552
10.130	17.597
10.140	17.616
10.150	17.606
10.160	17.565
10.170	17.494
10.180	17.397
10.190	17.277
10.200	17.141
10.210	16.998
10.220	16.856
10.230	16.722
10.240	16.605
10.250	16.510
10.260	16.440
10.270	16.395
10.280	16.375
10.290	16.373
10.300	16.384
10.310	16.399
10.320	16.410
10.330	16.407
10.340	16.385
10.350	16.339
10.360	16.268
10.370	16.173
10.380	16.061
10.390	15.939
10.400	15.817
10.410	15.705
10.420	15.615
10.430	15.555
10.440	15.532
10.450	15.549
10.460	15.603
10.470	15.691
10.480	15.804
10.490	15.932
10.500	16.062
10.510	16.183
10.520	16.285
10.530	16.359
10.540	16.402
10.550	16.415
10.560	16.400
10.570	16.367
10.580	16.325
10.590	16.286
10.600	16.262
10.610	16.262
10.620	16.293
10.630	16.360
10.640	16.460
10.650	16.588
10.660	16.735
10.670	16.889
10.680	17.038
10.690	17.169
10.700	17.270
10.710	17.333
10.720	17.355
10.730	17.335
10.740	17.277
10.750	17.190
10.760	17.083
10.770	16.968
10.780	16.857
10.790	16.759
10.800	16.680
10.810	16.623
10.820	16.588
10.830	16.571
10.840	16.564
10.850	16.559
10.860	16.547
10.870	16.521
10.880	16.476
10.890	16.411
10.900	16.328
10.910	16.235
10.920	16.141
10.930	16.057
10.940	15.997
10.950	15.971
10.960	15.988
10.970	16.051
10.980	16.161
10.990	16.310
11.000	16.487
11.010	16.676
11.020	16.858
11.030	17.016
11.040	17.130
11.050	17.186
11.060	17.174
11.070	17.092
11.080	16.942
11.090	16.735
11.100	16.487
11.110	16.218
11.120	15.949
11.130	15.704
11.140	15.501
11.150	15.357
11.160	15.281
11.170	15.277
11.180	15.340
11.190	15.462
11.200	15.627
11.210	15.817
11.220	16.012
11.230	16.194
11.240	16.345
11.250	16.454
11.260	16.514
11.270	16.521
11.280	16.481
11.290	16.401
11.300	16.291
11.310	16.165
11.320	16.036
11.330	15.916
11.340	15.815
11.350	15.738
11.360	15.689
11.370	15.666
11.380	15.668
11.390	15.689
11.400	15.724
11.410	15.765
11.420	15.810
11.430	15.855
11.440	15.900
11.450	15.946
11.460	15.997
11.470	16.057
11.480	16.131
11.490	16.223
11.500	16.336
11.510	16.470
11.520	16.623
11.530	16.791
11.540	16.967
11.550	17.144
11.560	17.313
11.570	17.464
11.580	17.590
11.590	17.685
11.600	17.744
11.610	17.767
11.620	17.754
11.630	17.710
11.640	17.641
11.650	17.553
11.660	17.455
11.670	17.354
11.680	17.259
11.690	17.174
11.700	17.106
11.710	17.057
11.720	17.029
11.730	17.024
11.740	17.040
11.750	17.077
11.760	17.132
11.770	17.202
11.780	17.286
11.790	17.378
11.800	17.475
11.810	17.572
11.820	17.664
11.830	17.745
11.840	17.810
11.850	17.851
11.860	17.865
11.870	17.848
11.880	17.797
11.890	17.713
11.900	17.597
