Time(s)	V(m/s)
0.000	12.867
0.010	12.890
0.020	12.915
0.030	12.939
0.040	12.964
0.050	12.989
0.060	13.014
0.070	13.040
0.080	13.069
0.090	13.101
0.100	13.139
0.110	13.182
0.120	13.229
0.130	13.279
0.140	13.330
0.150	13.378
0.160	13.420
0.170	13.452
0.180	13.471
0.190	13.475
0.200	13.462
0.210	13.433
0.220	13.390
0.230	13.336
0.240	13.276
0.250	13.217
0.260	13.163
0.270	13.122
0.280	13.098
0.290	13.096
0.300	13.117
0.310	13.162
0.320	13.230
0.330	13.318
0.340	13.421
0.350	13.535
0.360	13.654
0.370	13.772
0.380	13.884
0.390	13.987
0.400	14.078
0.410	14.154
0.420	14.214
0.430	14.259
0.440	14.288
0.450	14.301
0.460	14.300
0.470	14.283
0.480	14.250
0.490	14.202
0.500	14.138
0.510	14.057
0.520	13.960
0.530	13.849
0.540	13.727
0.550	13.596
0.560	13.463
0.570	13.334
0.580	13.214
0.590	13.110
0.600	13.028
0.610	12.972
0.620	12.946
0.630	12.949
0.640	12.979
0.650	13.035
0.660	13.108
0.670	13.194
0.680	13.283
0.690	13.368
0.700	13.443
0.710	13.501
0.720	13.539
0.730	13.557
0.740	13.555
0.750	13.536
0.760	13.505
0.770	13.467
0.780	13.428
0.790	13.393
0.800	13.366
0.810	13.350
0.820	13.344
0.830	13.348
0.840	13.358
0.850	13.370
0.860	13.379
0.870	13.381
0.880	13.371
0.890	13.346
0.900	13.307
0.910	13.254
0.920	13.189
0.930	13.118
0.940	13.045
0.950	12.976
0.960	12.916
0.970	12.870
0.980	12.840
0.990	12.827
1.000	12.831
1.010	12.848
1.020	12.876
1.030	12.909
1.040	12.942
1.050	12.972
1.060	12.996
1.070	13.011
1.080	13.018
1.090	13.019
1.100	13.018
1.110	13.019
1.120	13.026
1.130	13.044
1.140	13.077
1.150	13.125
1.160	13.189
1.170	13.266
1.180	13.352
1.190	13.441
1.200	13.527
1.210	13.601
1.220	13.658
1.230	13.691
1.240	13.698
1.250	13.677
1.260	13.629
1.270	13.557
1.280	13.467
1.290	13.365
1.300	13.259
1.310	13.156
1.320	13.061
1.330	12.980
1.340	12.916
1.350	12.867
1.360	12.834
1.370	12.814
1.380	12.800
1.390	12.788
1.400	12.774
1.410	12.752
1.420	12.719
1.430	12.674
1.440	12.616
1.450	12.546
1.460	12.469
1.470	12.388
1.480	12.307
1.490	12.230
1.500	12.162
1.510	12.105
1.520	12.060
1.530	12.026
1.540	12.004
1.550	11.989
1.560	11.980
1.570	11.972
1.580	11.963
1.590	11.951
1.600	11.934
