Time(s)	V(m/s)
0.000	11.757
0.010	11.777
0.020	11.799
0.030	11.821
0.040	11.843
0.050	11.865
0.060	11.887
0.070	11.911
0.080	11.936
0.090	11.965
0.100	11.999
0.110	12.037
0.120	12.079
0.130	12.123
0.140	12.169
0.150	12.211
0.160	12.249
0.170	12.278
0.180	12.295
0.190	12.298
0.200	12.287
0.210	12.261
0.220	12.222
0.230	12.174
0.240	12.121
0.250	12.068
0.260	12.021
0.270	11.984
0.280	11.963
0.290	11.960
0.300	11.979
0.310	12.019
0.320	12.080
0.330	12.158
0.340	12.250
0.350	12.351
0.360	12.457
0.370	12.562
0.380	12.662
0.390	12.754
0.400	12.834
0.410	12.902
0.420	12.956
0.430	12.996
0.440	13.021
0.450	13.033
0.460	13.032
0.470	13.017
0.480	12.988
0.490	12.945
0.500	12.888
0.510	12.816
0.520	12.729
0.530	12.631
0.540	12.521
0.550	12.406
0.560	12.287
0.570	12.172
0.580	12.065
0.590	11.973
0.600	11.899
0.610	11.850
0.620	11.826
0.630	11.828
0.640	11.856
0.650	11.905
0.660	11.971
0.670	12.047
0.680	12.126
0.690	12.202
0.700	12.268
0.710	12.320
0.720	12.354
0.730	12.370
0.740	12.368
0.750	12.351
0.760	12.324
0.770	12.290
0.780	12.255
0.790	12.224
0.800	12.200
0.810	12.185
0.820	12.180
0.830	12.184
0.840	12.193
0.850	12.203
0.860	12.211
0.870	12.213
0.880	12.204
0.890	12.182
0.900	12.147
0.910	12.099
0.920	12.042
0.930	11.978
0.940	11.913
0.950	11.852
0.960	11.798
0.970	11.757
0.980	11.730
0.990	11.719
1.000	11.722
1.010	11.738
1.020	11.762
1.030	11.792
1.040	11.822
1.050	11.848
1.060	11.869
1.070	11.882
1.080	11.889
1.090	11.890
1.100	11.889
1.110	11.889
1.120	11.896
1.130	11.912
1.140	11.941
1.150	11.984
1.160	12.041
1.170	12.109
1.180	12.186
1.190	12.265
1.200	12.341
1.210	12.408
1.220	12.458
1.230	12.488
1.240	12.494
1.250	12.475
1.260	12.432
1.270	12.368
1.280	12.288
1.290	12.197
1.300	12.103
1.310	12.011
1.320	11.926
1.330	11.854
1.340	11.796
1.350	11.753
1.360	11.724
1.370	11.705
1.380	11.693
1.390	11.683
1.400	11.670
1.410	11.650
1.420	11.621
1.430	11.580
1.440	11.529
1.450	11.467
1.460	11.398
1.470	11.326
1.480	11.253
1.490	11.185
1.500	11.125
1.510	11.073
1.520	11.033
1.530	11.003
1.540	10.983
1.550	10.970
1.560	10.962
1.570	10.955
1.580	10.947
1.590	10.936
1.600	10.921
1.610	10.900
1.620	10.876
1.630	10.849
1.640	10.821
1.650	10.795
1.660	10.774
1.670	10.759
1.680	10.753
1.690	10.755
1.700	10.765
1.710	10.784
1.720	10.808
1.730	10.836
1.740	10.866
1.750	10.896
1.760	10.924
1.770	10.949
1.780	10.971
1.790	10.988
1.800	11.003
1.810	11.015
1.820	11.025
1.830	11.035
1.840	11.045
1.850	11.054
1.860	11.064
1.870	11.072
1.880	11.077
1.890	11.079
1.900	11.076
1.910	11.067
1.920	11.051
1.930	11.028
1.940	10.999
1.950	10.966
1.960	10.929
1.970	10.891
1.980	10.854
1.990	10.820
2.000	10.790
2.010	10.766
2.020	10.747
2.030	10.733
2.040	10.723
2.050	10.715
2.060	10.706
2.070	10.695
2.080	10.681
2.090	10.661
2.100	10.635
2.110	10.602
2.120	10.565
2.130	10.523
2.140	10.479
2.150	10.434
2.160	10.392
2.170	10.354
2.180	10.321
2.190	10.295
2.200	10.276
2.210	10.263
2.220	10.257
2.230	10.255
2.240	10.256
2.250	10.260
2.260	10.264
2.270	10.268
2.280	10.271
2.290	10.273
2.300	10.272
2.310	10.271
