Time(s)	V(m/s)
0.000	23.392
0.010	23.426
0.020	23.462
0.030	23.499
0.040	23.536
0.050	23.573
0.060	23.610
0.070	23.649
0.080	23.692
0.090	23.741
0.100	23.797
0.110	23.861
0.120	23.931
0.130	24.006
0.140	24.082
0.150	24.154
0.160	24.217
0.170	24.265
0.180	24.294
0.190	24.299
0.200	24.280
0.210	24.237
0.220	24.172
0.230	24.092
0.240	24.003
0.250	23.914
0.260	23.834
0.270	23.773
0.280	23.737
0.290	23.733
0.300	23.765
0.310	23.832
0.320	23.934
0.330	24.065
0.340	24.220
0.350	24.390
0.360	24.567
0.370	24.744
0.380	24.912
0.390	25.066
0.400	25.201
0.410	25.315
0.420	25.405
0.430	25.472
0.440	25.516
0.450	25.536
0.460	25.534
0.470	25.509
0.480	25.461
0.490	25.389
0.500	25.293
0.510	25.172
0.520	25.028
0.530	24.863
0.540	24.680
0.550	24.486
0.560	24.288
0.570	24.095
0.580	23.916
0.590	23.761
0.600	23.639
0.610	23.556
0.620	23.517
0.630	23.521
0.640	23.568
0.650	23.651
0.660	23.761
0.670	23.889
0.680	24.023
0.690	24.151
0.700	24.262
0.710	24.350
0.720	24.408
0.730	24.435
0.740	24.432
0.750	24.404
0.760	24.358
0.770	24.302
0.780	24.244
0.790	24.192
0.800	24.153
0.810	24.129
0.820	24.121
0.830	24.127
0.840	24.142
0.850	24.161
0.860	24.175
0.870	24.178
0.880	24.163
0.890	24.127
0.900	24.069
0.910	23.990
0.920	23.894
0.930	23.788
0.940	23.679
0.950	23.577
0.960	23.488
0.970	23.419
0.980	23.375
0.990	23.356
1.000	23.363
1.010	23.389
1.020	23.431
1.030	23.481
1.040	23.531
1.050	23.577
1.060	23.612
1.070	23.635
1.080	23.646
1.090	23.649
1.100	23.648
1.110	23.649
1.120	23.660
1.130	23.688
1.140	23.737
1.150	23.810
1.160	23.906
1.170	24.022
1.180	24.151
1.190	24.285
1.200	24.413
1.210	24.525
1.220	24.610
1.230	24.660
1.240	24.671
1.250	24.640
1.260	24.569
1.270	24.462
1.280	24.329
1.290	24.177
1.300	24.020
1.310	23.866
1.320	23.725
1.330	23.605
1.340	23.509
1.350	23.438
1.360	23.389
1.370	23.359
1.380	23.339
1.390	23.323
1.400	23.302
1.410	23.270
1.420	23.222
1.430	23.155
1.440	23.069
1.450	22.966
1.460	22.852
1.470	22.731
1.480	22.611
1.490	22.497
1.500	22.396
1.510	22.311
1.520	22.245
1.530	22.196
1.540	22.163
1.550	22.142
1.560	22.129
1.570	22.118
1.580	22.106
1.590	22.088
1.600	22.063
1.610	22.029
1.620	21.989
1.630	21.944
1.640	21.899
1.650	21.857
1.660	21.822
1.670	21.798
1.680	21.788
1.690	21.792
1.700	21.810
1.710	21.842
1.720	21.883
1.730	21.931
1.740	21.982
1.750	22.033
1.760	22.081
1.770	22.124
1.780	22.160
1.790	22.191
1.800	22.216
1.810	22.236
1.820	22.255
1.830	22.272
1.840	22.289
1.850	22.306
1.860	22.322
1.870	22.336
1.880	22.346
1.890	22.350
1.900	22.345
1.910	22.330
1.920	22.304
1.930	22.267
1.940	22.220
1.950	22.164
1.960	22.103
1.970	22.040
1.980	21.979
1.990	21.923
2.000	21.874
2.010	21.834
2.020	21.803
2.030	21.780
2.040	21.764
2.050	21.750
2.060	21.737
2.070	21.720
2.080	21.696
2.090	21.663
2.100	21.620
2.110	21.567
2.120	21.504
2.130	21.435
2.140	21.361
2.150	21.288
2.160	21.218
2.170	21.154
2.180	21.100
2.190	21.057
2.200	21.025
2.210	21.005
2.220	20.994
2.230	20.992
2.240	20.995
2.250	21.002
2.260	21.010
2.270	21.017
2.280	21.022
2.290	21.026
2.300	21.026
2.310	21.024
2.320	21.019
2.330	21.012
2.340	21.002
2.350	20.989
2.360	20.973
2.370	20.953
2.380	20.928
2.390	20.898
2.400	20.863
2.410	20.825
2.420	20.785
2.430	20.748
2.440	20.717
2.450	20.698
2.460	20.694
2.470	20.711
2.480	20.753
2.490	20.821
2.500	20.916
2.510	21.037
2.520	21.179
2.530	21.336
2.540	21.501
2.550	21.665
2.560	21.819
2.570	21.954
2.580	22.062
2.590	22.138
2.600	22.179
2.610	22.185
2.620	22.158
2.630	22.103
2.640	22.028
2.650	21.941
2.660	21.850
2.670	21.765
2.680	21.692
2.690	21.637
2.700	21.604
2.710	21.592
2.720	21.601
2.730	21.626
2.740	21.662
