Time(s)	V(m/s)
0.000	16.890
0.010	16.912
0.020	16.936
0.030	16.960
0.040	16.984
0.050	17.008
0.060	17.033
0.070	17.058
0.080	17.087
0.090	17.119
0.100	17.155
0.110	17.197
0.120	17.243
0.130	17.292
0.140	17.342
0.150	17.389
0.160	17.430
0.170	17.462
0.180	17.480
0.190	17.484
0.200	17.471
0.210	17.443
0.220	17.401
0.230	17.348
0.240	17.290
0.250	17.232
0.260	17.180
0.270	17.139
0.280	17.116
0.290	17.114
0.300	17.134
0.310	17.178
0.320	17.245
0.330	17.331
0.340	17.432
0.350	17.543
0.360	17.659
0.370	17.775
0.380	17.885
0.390	17.985
0.400	18.074
0.410	18.148
0.420	18.207
0.430	18.251
0.440	18.280
0.450	18.293
0.460	18.291
0.470	18.275
0.480	18.243
0.490	18.196
0.500	18.133
0.510	18.054
0.520	17.960
0.530	17.851
0.540	17.732
0.550	17.605
0.560	17.475
0.570	17.348
0.580	17.231
0.590	17.130
0.600	17.050
0.610	16.995
0.620	16.969
0.630	16.972
0.640	17.002
0.650	17.056
0.660	17.129
0.670	17.212
0.680	17.300
0.690	17.383
0.700	17.456
0.710	17.513
0.720	17.551
0.730	17.568
0.740	17.567
0.750	17.548
0.760	17.518
0.770	17.481
0.780	17.443
0.790	17.409
0.800	17.383
0.810	17.367
0.820	17.362
0.830	17.365
0.840	17.375
0.850	17.387
0.860	17.396
0.870	17.398
0.880	17.388
0.890	17.365
0.900	17.326
0.910	17.274
0.920	17.211
0.930	17.142
0.940	17.070
0.950	17.003
0.960	16.945
0.970	16.900
0.980	16.870
0.990	16.858
1.000	16.862
1.010	16.879
1.020	16.906
1.030	16.939
1.040	16.972
1.050	17.001
1.060	17.024
1.070	17.039
1.080	17.046
1.090	17.048
1.100	17.047
1.110	17.047
1.120	17.055
1.130	17.073
1.140	17.104
1.150	17.152
1.160	17.214
1.170	17.290
1.180	17.374
1.190	17.462
1.200	17.545
1.210	17.618
1.220	17.674
1.230	17.707
1.240	17.714
1.250	17.693
1.260	17.646
1.270	17.576
1.280	17.488
1.290	17.389
1.300	17.286
