Time(s)	V(m/s)
0.000	19.053
0.010	19.079
0.020	19.107
0.030	19.136
0.040	19.164
0.050	19.192
0.060	19.221
0.070	19.251
0.080	19.284
0.090	19.321
0.100	19.364
0.110	19.413
0.120	19.467
0.130	19.524
0.140	19.582
0.150	19.637
0.160	19.685
0.170	19.722
0.180	19.744
0.190	19.749
0.200	19.734
0.210	19.701
0.220	19.651
0.230	19.590
0.240	19.521
0.250	19.453
0.260	19.392
0.270	19.345
0.280	19.318
0.290	19.315
0.300	19.339
0.310	19.391
0.320	19.469
0.330	19.569
0.340	19.688
0.350	19.818
0.360	19.954
0.370	20.089
0.380	20.217
0.390	20.335
0.400	20.439
0.410	20.526
0.420	20.595
0.430	20.646
0.440	20.679
0.450	20.695
0.460	20.693
0.470	20.674
0.480	20.637
0.490	20.582
0.500	20.509
0.510	20.416
0.520	20.306
0.530	20.179
0.540	20.039
0.550	19.890
0.560	19.738
0.570	19.590
0.580	19.454
0.590	19.335
0.600	19.241
0.610	19.178
0.620	19.147
0.630	19.151
0.640	19.186
0.650	19.250
0.660	19.334
0.670	19.432
0.680	19.534
0.690	19.632
0.700	19.717
0.710	19.784
0.720	19.829
0.730	19.849
0.740	19.847
0.750	19.826
0.760	19.790
0.770	19.747
0.780	19.703
0.790	19.663
0.800	19.632
0.810	19.614
0.820	19.608
0.830	19.612
0.840	19.624
0.850	19.638
0.860	19.649
0.870	19.650
0.880	19.639
0.890	19.612
0.900	19.567
0.910	19.506
0.920	19.433
0.930	19.351
0.940	19.268
0.950	19.189
0.960	19.121
0.970	19.068
0.980	19.034
0.990	19.020
1.000	19.025
1.010	19.045
1.020	19.077
1.030	19.115
1.040	19.153
1.050	19.188
1.060	19.215
1.070	19.232
1.080	19.241
1.090	19.242
1.100	19.241
1.110	19.242
1.120	19.251
1.130	19.272
1.140	19.309
1.150	19.365
1.160	19.438
1.170	19.527
1.180	19.626
1.190	19.728
1.200	19.826
1.210	19.911
1.220	19.976
1.230	20.015
1.240	20.023
1.250	19.999
1.260	19.944
1.270	19.862
1.280	19.760
1.290	19.644
1.300	19.523
1.310	19.405
1.320	19.297
1.330	19.205
1.340	19.131
1.350	19.076
1.360	19.039
1.370	19.016
1.380	19.000
1.390	18.988
1.400	18.972
1.410	18.947
1.420	18.910
1.430	18.858
1.440	18.792
1.450	18.713
1.460	18.625
1.470	18.533
1.480	18.440
1.490	18.353
1.500	18.276
1.510	18.210
1.520	18.159
1.530	18.121
1.540	18.096
1.550	18.080
1.560	18.069
1.570	18.061
1.580	18.051
1.590	18.038
1.600	18.018
1.610	17.992
1.620	17.961
1.630	17.927
1.640	17.892
1.650	17.859
1.660	17.832
1.670	17.814
1.680	17.806
1.690	17.809
1.700	17.823
1.710	17.846
1.720	17.878
1.730	17.915
1.740	17.954
1.750	17.993
1.760	18.029
1.770	18.062
1.780	18.089
1.790	18.112
1.800	18.131
1.810	18.147
1.820	18.161
1.830	18.174
1.840	18.187
1.850	18.199
1.860	18.212
1.870	18.222
1.880	18.230
1.890	18.232
1.900	18.229
1.910	18.217
1.920	18.197
1.930	18.168
1.940	18.132
1.950	18.089
1.960	18.042
1.970	17.994
1.980	17.947
1.990	17.904
2.000	17.866
2.010	17.835
2.020	17.811
2.030	17.794
2.040	17.781
2.050	17.770
2.060	17.760
2.070	17.747
2.080	17.728
2.090	17.703
2.100	17.670
2.110	17.629
2.120	17.581
2.130	17.527
2.140	17.471
2.150	17.414
2.160	17.361
2.170	17.312
2.180	17.270
2.190	17.237
2.200	17.213
2.210	17.197
2.220	17.189
2.230	17.187
2.240	17.189
2.250	17.194
2.260	17.200
2.270	17.205
2.280	17.209
2.290	17.211
2.300	17.211
2.310	17.210
2.320	17.206
2.330	17.200
2.340	17.193
2.350	17.183
2.360	17.170
2.370	17.155
2.380	17.135
2.390	17.112
2.400	17.085
2.410	17.056
2.420	17.026
2.430	16.997
2.440	16.973
2.450	16.958
2.460	16.955
2.470	16.968
2.480	17.000
2.490	17.052
2.500	17.125
2.510	17.217
2.520	17.326
2.530	17.446
2.540	17.573
2.550	17.698
2.560	17.816
2.570	17.919
2.580	18.002
2.590	18.060
2.600	18.091
2.610	18.096
2.620	18.075
2.630	18.033
2.640	17.975
2.650	17.908
2.660	17.839
2.670	17.774
2.680	17.718
2.690	17.676
2.700	17.650
2.710	17.641
2.720	17.647
2.730	17.667
2.740	17.694
2.750	17.726
2.760	17.757
2.770	17.784
2.780	17.802
2.790	17.810
2.800	17.807
2.810	17.795
2.820	17.775
2.830	17.749
2.840	17.723
2.850	17.700
2.860	17.682
2.870	17.673
2.880	17.674
2.890	17.687
2.900	17.711
2.910	17.745
2.920	17.788
2.930	17.838
2.940	17.892
2.950	17.948
2.960	18.005
2.970	18.061
2.980	18.116
2.990	18.169
3.000	18.219
3.010	18.267
3.020	18.311
3.030	18.351
3.040	18.386
3.050	18.415
3.060	18.436
3.070	18.447
3.080	18.447
3.090	18.435
3.100	18.412
3.110	18.377
3.120	18.332
3.130	18.281
3.140	18.227
3.150	18.174
3.160	18.125
3.170	18.086
3.180	18.059
3.190	18.047
3.200	18.051
3.210	18.069
3.220	18.102
3.230	18.144
3.240	18.192
3.250	18.240
3.260	18.283
3.270	18.317
3.280	18.338
3.290	18.342
3.300	18.329
3.310	18.299
3.320	18.254
3.330	18.199
3.340	18.137
3.350	18.073
3.360	18.013
3.370	17.962
3.380	17.924
3.390	17.902
3.400	17.896
3.410	17.908
3.420	17.935
3.430	17.975
3.440	18.023
3.450	18.076
3.460	18.128
3.470	18.176
3.480	18.215
3.490	18.243
3.500	18.256
3.510	18.254
3.520	18.238
3.530	18.207
3.540	18.163
3.550	18.109
3.560	18.049
3.570	17.985
3.580	17.921
3.590	17.861
3.600	17.808
3.610	17.765
3.620	17.735
3.630	17.721
3.640	17.723
3.650	17.742
3.660	17.780
3.670	17.834
3.680	17.904
3.690	17.987
3.700	18.079
3.710	18.177
3.720	18.276
3.730	18.372
3.740	18.461
3.750	18.538
3.760	18.601
3.770	18.646
3.780	18.673
3.790	18.681
3.800	18.671
3.810	18.645
3.820	18.605
3.830	18.554
3.840	18.496
3.850	18.434
3.860	18.370
3.870	18.307
3.880	18.247
3.890	18.191
3.900	18.139
3.910	18.090
3.920	18.046
3.930	18.005
3.940	17.968
3.950	17.933
3.960	17.902
3.970	17.876
3.980	17.856
3.990	17.842
