Time(s)	V(m/s)
0.000	21.221
0.010	21.251
0.020	21.283
0.030	21.316
0.040	21.348
0.050	21.381
0.060	21.413
0.070	21.448
0.080	21.486
0.090	21.529
0.100	21.578
0.110	21.634
0.120	21.696
0.130	21.762
0.140	21.829
0.150	21.893
0.160	21.948
0.170	21.990
0.180	22.016
0.190	22.021
0.200	22.004
0.210	21.965
0.220	21.909
0.230	21.838
0.240	21.759
0.250	21.681
0.260	21.611
0.270	21.557
0.280	21.525
0.290	21.522
0.300	21.550
0.310	21.609
0.320	21.699
0.330	21.815
0.340	21.951
0.350	22.100
0.360	22.257
0.370	22.412
0.380	22.560
0.390	22.696
0.400	22.815
0.410	22.915
0.420	22.995
0.430	23.054
0.440	23.092
0.450	23.110
0.460	23.108
0.470	23.086
0.480	23.044
0.490	22.980
0.500	22.896
0.510	22.789
0.520	22.662
0.530	22.517
0.540	22.356
0.550	22.184
0.560	22.010
0.570	21.840
0.580	21.682
0.590	21.546
0.600	21.438
0.610	21.365
0.620	21.330
0.630	21.334
0.640	21.375
0.650	21.448
0.660	21.545
0.670	21.658
0.680	21.776
0.690	21.888
0.700	21.987
0.710	22.064
0.720	22.115
0.730	22.138
0.740	22.136
0.750	22.111
0.760	22.071
0.770	22.021
0.780	21.970
0.790	21.924
0.800	21.889
0.810	21.868
0.820	21.861
0.830	21.866
0.840	21.880
0.850	21.896
0.860	21.908
0.870	21.911
0.880	21.898
0.890	21.866
0.900	21.815
0.910	21.745
0.920	21.661
0.930	21.567
0.940	21.471
0.950	21.381
0.960	21.302
0.970	21.242
0.980	21.203
0.990	21.186
1.000	21.192
1.010	21.215
1.020	21.252
1.030	21.296
1.040	21.340
1.050	21.380
1.060	21.411
1.070	21.431
1.080	21.441
1.090	21.443
1.100	21.442
1.110	21.443
1.120	21.453
1.130	21.477
1.140	21.520
1.150	21.584
1.160	21.669
1.170	21.771
1.180	21.885
1.190	22.003
1.200	22.115
1.210	22.214
1.220	22.289
1.230	22.333
1.240	22.343
1.250	22.315
1.260	22.252
1.270	22.158
1.280	22.040
1.290	21.907
1.300	21.768
1.310	21.632
1.320	21.509
1.330	21.402
1.340	21.318
1.350	21.255
1.360	21.212
1.370	21.185
1.380	21.168
1.390	21.153
1.400	21.135
1.410	21.107
1.420	21.064
1.430	21.005
1.440	20.929
1.450	20.838
1.460	20.737
1.470	20.631
1.480	20.525
1.490	20.425
1.500	20.335
1.510	20.260
1.520	20.201
1.530	20.158
1.540	20.129
1.550	20.111
1.560	20.099
1.570	20.089
1.580	20.078
1.590	20.063
1.600	20.040
1.610	20.011
1.620	19.975
1.630	19.936
1.640	19.895
1.650	19.858
1.660	19.827
1.670	19.806
1.680	19.797
1.690	19.801
1.700	19.817
1.710	19.844
1.720	19.881
1.730	19.923
1.740	19.968
1.750	20.013
1.760	20.055
1.770	20.092
1.780	20.124
1.790	20.151
1.800	20.173
1.810	20.191
1.820	20.207
1.830	20.222
1.840	20.237
1.850	20.252
1.860	20.266
1.870	20.278
1.880	20.287
1.890	20.290
1.900	20.286
1.910	20.273
1.920	20.250
1.930	20.217
1.940	20.175
1.950	20.126
1.960	20.072
1.970	20.017
1.980	19.963
1.990	19.913
2.000	19.870
2.010	19.834
2.020	19.807
2.030	19.787
2.040	19.772
2.050	19.760
2.060	19.749
2.070	19.733
2.080	19.712
2.090	19.683
2.100	19.645
2.110	19.598
2.120	19.543
2.130	19.482
2.140	19.417
2.150	19.352
2.160	19.290
2.170	19.234
2.180	19.186
2.190	19.148
2.200	19.120
2.210	19.102
2.220	19.093
2.230	19.091
2.240	19.093
2.250	19.099
2.260	19.106
2.270	19.112
2.280	19.117
2.290	19.120
2.300	19.120
2.310	19.118
2.320	19.114
2.330	19.107
2.340	19.098
2.350	19.087
2.360	19.073
2.370	19.055
2.380	19.033
2.390	19.006
2.400	18.976
2.410	18.942
2.420	18.907
2.430	18.874
2.440	18.847
2.450	18.830
2.460	18.826
2.470	18.841
2.480	18.878
2.490	18.938
2.500	19.022
2.510	19.128
2.520	19.253
2.530	19.392
2.540	19.537
2.550	19.682
2.560	19.817
2.570	19.936
2.580	20.031
2.590	20.098
2.600	20.134
2.610	20.139
2.620	20.115
2.630	20.067
2.640	20.001
2.650	19.924
2.660	19.844
2.670	19.769
2.680	19.705
2.690	19.656
2.700	19.627
2.710	19.617
2.720	19.624
2.730	19.646
2.740	19.678
2.750	19.715
2.760	19.751
2.770	19.781
2.780	19.802
2.790	19.811
2.800	19.808
2.810	19.794
2.820	19.771
2.830	19.742
2.840	19.712
2.850	19.685
2.860	19.664
2.870	19.654
2.880	19.656
2.890	19.670
2.900	19.698
2.910	19.738
2.920	19.787
2.930	19.844
2.940	19.906
2.950	19.971
2.960	20.036
2.970	20.101
2.980	20.164
2.990	20.225
3.000	20.283
3.010	20.338
3.020	20.389
3.030	20.435
3.040	20.476
3.050	20.509
3.060	20.533
3.070	20.546
3.080	20.546
3.090	20.532
3.100	20.505
3.110	20.465
3.120	20.414
3.130	20.356
3.140	20.293
3.150	20.232
3.160	20.176
3.170	20.131
3.180	20.100
3.190	20.086
3.200	20.090
3.210	20.112
3.220	20.149
3.230	20.198
3.240	20.253
3.250	20.308
3.260	20.359
3.270	20.398
3.280	20.421
3.290	20.426
3.300	20.411
3.310	20.377
3.320	20.326
3.330	20.262
3.340	20.190
3.350	20.117
3.360	20.049
3.370	19.990
3.380	19.946
3.390	19.921
3.400	19.914
3.410	19.928
3.420	19.959
3.430	20.005
3.440	20.060
3.450	20.121
3.460	20.182
3.470	20.237
3.480	20.282
3.490	20.314
3.500	20.329
3.510	20.327
3.520	20.308
3.530	20.272
3.540	20.222
3.550	20.161
3.560	20.091
3.570	20.018
3.580	19.945
3.590	19.876
3.600	19.815
3.610	19.765
3.620	19.731
3.630	19.714
3.640	19.717
3.650	19.739
3.660	19.783
3.670	19.845
3.680	19.926
3.690	20.021
3.700	20.127
3.710	20.239
3.720	20.354
3.730	20.464
3.740	20.566
3.750	20.655
3.760	20.727
3.770	20.780
3.780	20.811
3.790	20.820
3.800	20.809
3.810	20.779
3.820	20.733
3.830	20.675
3.840	20.608
3.850	20.536
3.860	20.463
3.870	20.391
3.880	20.322
3.890	20.257
3.900	20.197
3.910	20.142
3.920	20.091
3.930	20.044
3.940	20.001
3.950	19.961
3.960	19.926
3.970	19.896
3.980	19.872
3.990	19.857
4.000	19.850
4.010	19.854
4.020	19.869
4.030	19.894
