Time(s)	V(m/s)
0.000	12.578
0.010	12.593
0.020	12.610
0.030	12.626
0.040	12.643
0.050	12.659
0.060	12.676
0.070	12.693
0.080	12.712
0.090	12.734
0.100	12.759
0.110	12.788
0.120	12.819
0.130	12.853
0.140	12.886
0.150	12.919
0.160	12.947
0.170	12.968
0.180	12.981
0.190	12.983
0.200	12.975
0.210	12.955
0.220	12.927
0.230	12.891
0.240	12.851
0.250	12.811
0.260	12.776
0.270	12.748
0.280	12.732
0.290	12.731
0.300	12.745
0.310	12.775
0.320	12.820
0.330	12.879
0.340	12.948
0.350	13.023
0.360	13.103
0.370	13.181
0.380	13.256
0.390	13.325
0.400	13.385
0.410	13.436
0.420	13.476
0.430	13.506
0.440	13.525
0.450	13.534
0.460	13.533
0.470	13.522
0.480	13.500
0.490	13.468
0.500	13.425
0.510	13.371
0.520	13.307
0.530	13.233
0.540	13.151
0.550	13.064
0.560	12.976
0.570	12.889
0.580	12.809
0.590	12.740
0.600	12.685
0.610	12.648
0.620	12.630
0.630	12.632
0.640	12.653
0.650	12.690
0.660	12.739
0.670	12.796
0.680	12.855
0.690	12.912
0.700	12.962
0.710	13.001
0.720	13.026
0.730	13.038
0.740	13.037
0.750	13.024
0.760	13.003
0.770	12.978
0.780	12.952
0.790	12.929
0.800	12.911
0.810	12.900
0.820	12.896
0.830	12.899
0.840	12.906
0.850	12.913
0.860	12.920
0.870	12.921
0.880	12.914
0.890	12.898
0.900	12.871
0.910	12.836
0.920	12.793
0.930	12.745
0.940	12.697
0.950	12.651
0.960	12.611
0.970	12.580
0.980	12.560
0.990	12.551
1.000	12.554
1.010	12.566
1.020	12.584
1.030	12.606
1.040	12.628
1.050	12.648
1.060	12.664
1.070	12.674
1.080	12.679
1.090	12.680
1.100	12.679
1.110	12.679
1.120	12.684
1.130	12.696
1.140	12.718
1.150	12.750
1.160	12.793
1.170	12.844
1.180	12.902
1.190	12.961
1.200	13.018
1.210	13.067
1.220	13.105
1.230	13.128
1.240	13.132
1.250	13.118
1.260	13.086
1.270	13.038
1.280	12.978
1.290	12.910
1.300	12.840
1.310	12.771
1.320	12.708
1.330	12.654
1.340	12.610
1.350	12.578
1.360	12.556
1.370	12.542
1.380	12.533
1.390	12.526
1.400	12.516
1.410	12.501
1.420	12.479
1.430	12.449
1.440	12.410
1.450	12.364
1.460	12.313
1.470	12.259
1.480	12.205
1.490	12.154
1.500	12.108
1.510	12.070
1.520	12.040
1.530	12.018
1.540	12.002
1.550	11.993
1.560	11.987
1.570	11.982
1.580	11.976
1.590	11.967
1.600	11.956
1.610	11.941
1.620	11.922
1.630	11.902
1.640	11.881
1.650	11.862
1.660	11.846
1.670	11.835
1.680	11.831
1.690	11.832
1.700	11.840
1.710	11.854
1.720	11.872
1.730	11.893
1.740	11.916
1.750	11.938
1.760	11.959
1.770	11.978
1.780	11.994
1.790	12.007
1.800	12.018
1.810	12.027
1.820	12.035
1.830	12.042
