Time(s)	V(m/s)
0.000	25.565
0.010	25.604
0.020	25.644
0.030	25.686
0.040	25.728
0.050	25.769
0.060	25.810
0.070	25.854
0.080	25.903
0.090	25.957
0.100	26.020
0.110	26.092
0.120	26.171
0.130	26.255
0.140	26.340
0.150	26.421
0.160	26.492
0.170	26.546
0.180	26.578
0.190	26.584
0.200	26.562
0.210	26.514
0.220	26.441
0.230	26.351
0.240	26.251
0.250	26.151
0.260	26.062
0.270	25.992
0.280	25.952
0.290	25.948
0.300	25.984
0.310	26.060
0.320	26.174
0.330	26.321
0.340	26.495
0.350	26.686
0.360	26.885
0.370	27.083
0.380	27.272
0.390	27.444
0.400	27.596
0.410	27.724
0.420	27.826
0.430	27.901
0.440	27.949
0.450	27.973
0.460	27.970
0.470	27.942
0.480	27.888
0.490	27.808
0.500	27.700
0.510	27.565
0.520	27.403
0.530	27.217
0.540	27.012
0.550	26.794
0.560	26.572
0.570	26.355
0.580	26.154
0.590	25.981
0.600	25.844
0.610	25.751
0.620	25.706
0.630	25.711
0.640	25.764
0.650	25.857
0.660	25.981
0.670	26.125
0.680	26.275
0.690	26.419
0.700	26.544
0.710	26.643
0.720	26.708
0.730	26.738
0.740	26.735
0.750	26.704
0.760	26.652
0.770	26.589
0.780	26.524
0.790	26.466
0.800	26.422
0.810	26.395
0.820	26.386
0.830	26.393
0.840	26.411
0.850	26.431
0.860	26.447
0.870	26.450
0.880	26.434
0.890	26.394
0.900	26.329
0.910	26.240
0.920	26.133
0.930	26.013
0.940	25.892
0.950	25.776
0.960	25.677
0.970	25.600
0.980	25.550
0.990	25.530
1.000	25.536
1.010	25.567
1.020	25.614
1.030	25.669
1.040	25.726
1.050	25.777
1.060	25.817
1.070	25.843
1.080	25.856
1.090	25.859
1.100	25.857
1.110	25.859
1.120	25.872
1.130	25.903
1.140	25.958
1.150	26.040
1.160	26.148
1.170	26.278
1.180	26.423
1.190	26.574
1.200	26.718
1.210	26.843
1.220	26.939
1.230	26.996
1.240	27.008
1.250	26.974
1.260	26.894
1.270	26.774
1.280	26.624
1.290	26.454
1.300	26.277
1.310	26.105
1.320	25.947
1.330	25.812
1.340	25.705
1.350	25.625
