Time(s)	V(m/s)
0.000	17.971
0.010	17.995
0.020	18.021
0.030	18.047
0.040	18.074
0.050	18.100
0.060	18.126
0.070	18.154
0.080	18.184
0.090	18.219
0.100	18.259
0.110	18.304
0.120	18.354
0.130	18.407
0.140	18.461
0.150	18.512
0.160	18.557
0.170	18.591
0.180	18.611
0.190	18.615
0.200	18.602
0.210	18.571
0.220	18.525
0.230	18.468
0.240	18.405
0.250	18.342
0.260	18.285
0.270	18.242
0.280	18.216
0.290	18.214
0.300	18.236
0.310	18.284
0.320	18.356
0.330	18.449
0.340	18.559
0.350	18.680
0.360	18.805
0.370	18.930
0.380	19.050
0.390	19.159
0.400	19.255
0.410	19.335
0.420	19.400
0.430	19.447
0.440	19.478
0.450	19.492
0.460	19.491
0.470	19.473
0.480	19.439
0.490	19.388
0.500	19.319
0.510	19.234
0.520	19.131
0.530	19.014
0.540	18.884
0.550	18.746
0.560	18.606
0.570	18.468
0.580	18.341
0.590	18.232
0.600	18.145
0.610	18.086
0.620	18.058
0.630	18.061
0.640	18.094
0.650	18.152
0.660	18.231
0.670	18.321
0.680	18.416
0.690	18.507
0.700	18.586
0.710	18.648
0.720	18.689
0.730	18.708
0.740	18.706
0.750	18.686
0.760	18.653
0.770	18.613
0.780	18.572
0.790	18.535
0.800	18.507
0.810	18.489
0.820	18.484
0.830	18.488
0.840	18.499
0.850	18.512
0.860	18.521
0.870	18.523
0.880	18.513
0.890	18.487
0.900	18.446
0.910	18.389
0.920	18.321
0.930	18.246
0.940	18.168
0.950	18.095
0.960	18.032
0.970	17.983
0.980	17.952
0.990	17.938
1.000	17.943
1.010	17.961
1.020	17.991
1.030	18.026
1.040	18.062
1.050	18.094
1.060	18.118
1.070	18.135
1.080	18.143
1.090	18.144
1.100	18.143
1.110	18.144
1.120	18.152
1.130	18.171
1.140	18.206
1.150	18.257
1.160	18.325
1.170	18.407
1.180	18.499
1.190	18.594
1.200	18.684
1.210	18.763
1.220	18.824
1.230	18.859
1.240	18.867
1.250	18.845
1.260	18.794
1.270	18.718
1.280	18.623
1.290	18.515
1.300	18.403
1.310	18.294
1.320	18.194
1.330	18.108
1.340	18.040
1.350	17.989
1.360	17.955
1.370	17.933
1.380	17.919
