Time(s)	V(m/s)
0.000	7.236
0.010	7.243
0.020	7.251
0.030	7.259
0.040	7.267
0.050	7.275
0.060	7.283
0.070	7.292
0.080	7.301
0.090	7.312
0.100	7.324
0.110	7.338
0.120	7.353
0.130	7.369
0.140	7.386
0.150	7.402
0.160	7.415
0.170	7.426
0.180	7.432
0.190	7.433
0.200	7.429
0.210	7.419
0.220	7.405
0.230	7.388
0.240	7.368
0.250	7.349
0.260	7.332
0.270	7.318
0.280	7.310
0.290	7.310
0.300	7.316
0.310	7.331
0.320	7.353
0.330	7.382
0.340	7.415
0.350	7.452
0.360	7.491
0.370	7.529
0.380	7.566
0.390	7.599
0.400	7.628
0.410	7.653
0.420	7.673
0.430	7.687
0.440	7.697
0.450	7.701
0.460	7.700
0.470	7.695
0.480	7.684
0.490	7.669
0.500	7.648
0.510	7.621
0.520	7.590
0.530	7.554
0.540	7.514
0.550	7.471
0.560	7.428
0.570	7.386
0.580	7.347
0.590	7.313
0.600	7.286
0.610	7.268
0.620	7.259
0.630	7.260
0.640	7.270
0.650	7.288
0.660	7.312
0.670	7.340
0.680	7.369
0.690	7.396
0.700	7.420
0.710	7.439
0.720	7.452
0.730	7.457
0.740	7.457
0.750	7.451
0.760	7.440
0.770	7.428
0.780	7.415
0.790	7.404
0.800	7.395
0.810	7.390
0.820	7.388
0.830	7.389
0.840	7.392
0.850	7.396
0.860	7.399
0.870	7.399
0.880	7.396
0.890	7.388
0.900	7.375
0.910	7.358
0.920	7.337
0.930	7.313
0.940	7.289
0.950	7.267
0.960	7.247
0.970	7.232
0.980	7.222
0.990	7.218
1.000	7.219
1.010	7.225
1.020	7.234
1.030	7.245
1.040	7.255
1.050	7.265
1.060	7.273
1.070	7.277
1.080	7.280
1.090	7.280
1.100	7.280
1.110	7.280
1.120	7.282
1.130	7.288
1.140	7.298
1.150	7.314
1.160	7.335
1.170	7.360
1.180	7.388
1.190	7.417
1.200	7.444
1.210	7.468
1.220	7.487
1.230	7.497
1.240	7.500
1.250	7.493
1.260	7.477
1.270	7.453
1.280	7.424
1.290	7.391
1.300	7.356
1.310	7.323
1.320	7.292
1.330	7.265
1.340	7.244
1.350	7.228
1.360	7.218
1.370	7.211
1.380	7.206
1.390	7.202
1.400	7.198
1.410	7.190
1.420	7.179
1.430	7.165
1.440	7.146
1.450	7.123
1.460	7.098
1.470	7.071
1.480	7.045
1.490	7.020
1.500	6.998
1.510	6.979
1.520	6.964
1.530	6.953
1.540	6.946
1.550	6.941
1.560	6.938
1.570	6.935
1.580	6.932
1.590	6.928
1.600	6.922
1.610	6.915
1.620	6.906
1.630	6.896
1.640	6.885
1.650	6.876
1.660	6.868
1.670	6.863
1.680	6.860
1.690	6.861
1.700	6.865
1.710	6.871
1.720	6.880
1.730	6.890
1.740	6.901
1.750	6.912
1.760	6.922
1.770	6.931
1.780	6.939
1.790	6.945
1.800	6.951
1.810	6.955
1.820	6.959
1.830	6.962
1.840	6.966
1.850	6.969
1.860	6.973
1.870	6.975
1.880	6.977
1.890	6.978
1.900	6.977
1.910	6.973
1.920	6.967
1.930	6.959
1.940	6.948
1.950	6.936
1.960	6.923
1.970	6.909
1.980	6.895
1.990	6.883
2.000	6.872
2.010	6.863
2.020	6.856
2.030	6.851
2.040	6.847
2.050	6.844
2.060	6.840
2.070	6.837
2.080	6.831
2.090	6.824
2.100	6.814
2.110	6.802
2.120	6.788
2.130	6.773
2.140	6.757
2.150	6.741
2.160	6.725
2.170	6.711
2.180	6.699
2.190	6.689
2.200	6.682
2.210	6.678
2.220	6.675
2.230	6.674
2.240	6.675
2.250	6.676
2.260	6.678
2.270	6.679
2.280	6.680
2.290	6.681
2.300	6.680
2.310	6.680
2.320	6.679
2.330	6.677
2.340	6.674
2.350	6.672
2.360	6.668
2.370	6.663
2.380	6.658
2.390	6.651
2.400	6.643
2.410	6.635
2.420	6.626
2.430	6.618
2.440	6.611
2.450	6.607
2.460	6.606
2.470	6.609
2.480	6.618
2.490	6.633
2.500	6.653
2.510	6.679
2.520	6.710
2.530	6.744
2.540	6.780
2.550	6.816
2.560	6.849
2.570	6.878
2.580	6.902
2.590	6.918
2.600	6.927
2.610	6.928
2.620	6.922
2.630	6.910
2.640	6.894
2.650	6.874
2.660	6.855
2.670	6.836
2.680	6.820
2.690	6.808
2.700	6.800
2.710	6.798
2.720	6.800
2.730	6.805
2.740	6.813
2.750	6.822
2.760	6.830
2.770	6.838
2.780	6.843
2.790	6.845
2.800	6.844
