Time(s)	V(m/s)
0.000	13.654
0.010	13.671
0.020	13.689
0.030	13.707
0.040	13.726
0.050	13.744
0.060	13.762
0.070	13.782
0.080	13.803
0.090	13.827
0.100	13.855
0.110	13.887
0.120	13.922
0.130	13.959
0.140	13.997
0.150	14.032
0.160	14.064
0.170	14.087
0.180	14.102
0.190	14.104
0.200	14.095
0.210	14.073
0.220	14.041
0.230	14.001
0.240	13.957
0.250	13.913
0.260	13.873
0.270	13.843
0.280	13.825
0.290	13.823
0.300	13.839
0.310	13.873
0.320	13.923
0.330	13.988
0.340	14.065
0.350	14.149
0.360	14.237
0.370	14.325
0.380	14.408
0.390	14.484
0.400	14.552
0.410	14.608
0.420	14.653
0.430	14.686
0.440	14.707
0.450	14.717
0.460	14.716
0.470	14.704
0.480	14.680
0.490	14.644
0.500	14.596
0.510	14.536
0.520	14.464
0.530	14.382
0.540	14.291
0.550	14.195
0.560	14.096
0.570	14.000
0.580	13.911
0.590	13.834
0.600	13.774
0.610	13.732
0.620	13.712
0.630	13.715
0.640	13.738
0.650	13.778
0.660	13.833
0.670	13.897
0.680	13.963
0.690	14.026
0.700	14.081
0.710	14.124
0.720	14.153
0.730	14.166
0.740	14.165
0.750	14.151
0.760	14.128
0.770	14.100
0.780	14.071
0.790	14.045
0.800	14.025
0.810	14.013
0.820	14.009
0.830	14.012
0.840	14.019
0.850	14.028
0.860	14.035
0.870	14.036
0.880	14.028
0.890	14.010
0.900	13.981
0.910	13.942
0.920	13.894
0.930	13.841
0.940	13.787
0.950	13.736
0.960	13.691
0.970	13.657
0.980	13.635
0.990	13.626
1.000	13.628
1.010	13.641
1.020	13.662
1.030	13.686
1.040	13.711
1.050	13.733
1.060	13.751
1.070	13.762
1.080	13.767
1.090	13.768
1.100	13.768
1.110	13.768
1.120	13.774
1.130	13.787
1.140	13.811
1.150	13.847
1.160	13.894
1.170	13.952
1.180	14.016
1.190	14.082
1.200	14.145
1.210	14.200
1.220	14.242
1.230	14.267
1.240	14.272
1.250	14.257
1.260	14.221
1.270	14.168
1.280	14.101
1.290	14.026
1.300	13.947
1.310	13.870
1.320	13.800
1.330	13.740
1.340	13.692
1.350	13.657
1.360	13.632
1.370	13.617
1.380	13.607
1.390	13.598
1.400	13.588
1.410	13.571
1.420	13.547
1.430	13.513
1.440	13.470
1.450	13.419
1.460	13.362
1.470	13.301
1.480	13.241
1.490	13.185
1.500	13.134
1.510	13.092
1.520	13.058
1.530	13.034
1.540	13.017
1.550	13.006
1.560	12.999
1.570	12.994
1.580	12.987
1.590	12.978
1.600	12.965
1.610	12.948
1.620	12.928
1.630	12.905
1.640	12.883
1.650	12.861
1.660	12.844
1.670	12.832
1.680	12.826
1.690	12.828
1.700	12.837
1.710	12.852
1.720	12.872
1.730	12.896
1.740	12.921
1.750	12.946
1.760	12.970
1.770	12.991
1.780	13.008
1.790	13.023
1.800	13.035
1.810	13.045
1.820	13.054
1.830	13.062
1.840	13.071
1.850	13.079
1.860	13.086
1.870	13.093
1.880	13.098
1.890	13.099
1.900	13.097
1.910	13.089
1.920	13.076
1.930	13.057
1.940	13.033
1.950	13.005
1.960	12.975
1.970	12.943
1.980	12.913
1.990	12.884
2.000	12.860
2.010	12.840
2.020	12.824
2.030	12.812
2.040	12.804
2.050	12.797
2.060	12.790
2.070	12.781
2.080	12.769
2.090	12.753
2.100	12.731
2.110	12.704
2.120	12.673
2.130	12.638
2.140	12.601
2.150	12.565
2.160	12.530
2.170	12.498
2.180	12.471
2.190	12.449
2.200	12.433
2.210	12.422
2.220	12.417
2.230	12.416
2.240	12.417
2.250	12.420
2.260	12.424
2.270	12.427
2.280	12.429
2.290	12.431
2.300	12.431
2.310	12.429
2.320	12.427
2.330	12.423
2.340	12.418
2.350	12.411
2.360	12.403
2.370	12.393
2.380	12.380
2.390	12.365
2.400	12.348
2.410	12.328
2.420	12.309
2.430	12.290
2.440	12.275
2.450	12.265
2.460	12.263
2.470	12.271
2.480	12.292
2.490	12.325
2.500	12.372
2.510	12.432
2.520	12.502
2.530	12.580
2.540	12.662
2.550	12.744
2.560	12.820
2.570	12.886
2.580	12.940
2.590	12.978
2.600	12.998
2.610	13.001
2.620	12.987
2.630	12.960
2.640	12.922
2.650	12.879
2.660	12.834
2.670	12.791
2.680	12.755
2.690	12.728
2.700	12.711
2.710	12.705
2.720	12.709
2.730	12.721
2.740	12.739
2.750	12.760
2.760	12.780
2.770	12.797
2.780	12.809
2.790	12.814
2.800	12.812
2.810	12.804
2.820	12.791
2.830	12.774
2.840	12.757
2.850	12.742
2.860	12.730
2.870	12.724
2.880	12.725
2.890	12.733
2.900	12.749
2.910	12.771
2.920	12.799
2.930	12.831
2.940	12.865
2.950	12.902
2.960	12.939
2.970	12.975
2.980	13.011
2.990	13.045
3.000	13.077
3.010	13.108
3.020	13.137
3.030	13.163
3.040	13.185
3.050	13.204
3.060	13.217
3.070	13.224
3.080	13.224
3.090	13.217
3.100	13.201
3.110	13.179
3.120	13.150
3.130	13.116
3.140	13.081
3.150	13.046
3.160	13.015
3.170	12.989
3.180	12.972
3.190	12.964
3.200	12.966
3.210	12.978
3.220	12.999
3.230	13.026
3.240	13.057
3.250	13.088
3.260	13.116
3.270	13.138
3.280	13.151
3.290	13.154
3.300	13.145
3.310	13.126
3.320	13.097
3.330	13.061
3.340	13.020
3.350	12.979
3.360	12.940
3.370	12.907
3.380	12.882
3.390	12.867
3.400	12.864
3.410	12.871
3.420	12.889
3.430	12.914
3.440	12.945
3.450	12.979
3.460	13.013
3.470	13.044
3.480	13.070
3.490	13.087
3.500	13.096
3.510	13.095
3.520	13.083
3.530	13.063
3.540	13.035
3.550	13.000
3.560	12.961
3.570	12.919
3.580	12.878
3.590	12.839
3.600	12.804
3.610	12.776
3.620	12.757
3.630	12.747
3.640	12.748
3.650	12.761
3.660	12.785
3.670	12.820
3.680	12.865
3.690	12.919
3.700	12.978
3.710	13.042
3.720	13.106
3.730	13.168
3.740	13.225
3.750	13.275
3.760	13.316
3.770	13.345
3.780	13.362
3.790	13.368
3.800	13.361
3.810	13.344
3.820	13.318
3.830	13.285
3.840	13.247
3.850	13.207
3.860	13.165
3.870	13.124
3.880	13.085
3.890	13.048
3.900	13.014
3.910	12.983
3.920	12.954
3.930	12.927
3.940	12.903
3.950	12.880
3.960	12.860
3.970	12.843
3.980	12.830
3.990	12.821
4.000	12.817
4.010	12.819
4.020	12.827
4.030	12.841
4.040	12.859
4.050	12.882
4.060	12.906
4.070	12.930
