Time(s)	V(m/s)
0.000	24.478
0.010	24.514
0.020	24.553
0.030	24.592
0.040	24.632
0.050	24.670
0.060	24.710
0.070	24.751
0.080	24.797
0.090	24.849
0.100	24.908
0.110	24.976
0.120	25.050
0.130	25.130
0.140	25.210
0.150	25.287
0.160	25.354
0.170	25.405
0.180	25.435
0.190	25.441
0.200	25.421
0.210	25.375
0.220	25.306
0.230	25.221
0.240	25.126
0.250	25.032
0.260	24.947
0.270	24.882
0.280	24.844
0.290	24.840
0.300	24.874
0.310	24.946
0.320	25.053
0.330	25.193
0.340	25.357
0.350	25.537
0.360	25.725
0.370	25.912
0.380	26.091
0.390	26.254
0.400	26.398
0.410	26.518
0.420	26.614
0.430	26.685
0.440	26.731
0.450	26.753
0.460	26.751
0.470	26.724
0.480	26.673
0.490	26.597
0.500	26.495
0.510	26.367
0.520	26.215
0.530	26.039
0.540	25.845
0.550	25.639
0.560	25.429
0.570	25.224
0.580	25.035
0.590	24.871
0.600	24.741
0.610	24.653
0.620	24.611
0.630	24.616
0.640	24.666
0.650	24.753
0.660	24.871
0.670	25.007
0.680	25.148
0.690	25.284
0.700	25.403
0.710	25.495
0.720	25.557
0.730	25.586
0.740	25.583
0.750	25.553
0.760	25.504
0.770	25.445
0.780	25.384
0.790	25.329
0.800	25.287
0.810	25.261
0.820	25.253
0.830	25.259
0.840	25.276
0.850	25.295
0.860	25.310
0.870	25.313
0.880	25.298
0.890	25.260
0.900	25.198
0.910	25.115
0.920	25.013
0.930	24.900
0.940	24.785
0.950	24.676
0.960	24.582
0.970	24.509
0.980	24.462
0.990	24.443
1.000	24.449
1.010	24.478
1.020	24.522
1.030	24.575
1.040	24.628
1.050	24.676
1.060	24.714
1.070	24.739
1.080	24.751
1.090	24.753
1.100	24.752
1.110	24.754
1.120	24.766
1.130	24.795
1.140	24.847
1.150	24.924
1.160	25.026
1.170	25.149
1.180	25.286
1.190	25.428
1.200	25.564
1.210	25.683
1.220	25.773
1.230	25.827
1.240	25.839
1.250	25.806
1.260	25.730
1.270	25.617
1.280	25.476
1.290	25.315
1.300	25.148
1.310	24.985
1.320	24.836
1.330	24.708
1.340	24.606
1.350	24.531
1.360	24.480
1.370	24.447
1.380	24.427
1.390	24.410
1.400	24.388
1.410	24.354
1.420	24.303
1.430	24.232
1.440	24.140
1.450	24.032
1.460	23.910
1.470	23.782
1.480	23.655
1.490	23.534
1.500	23.427
1.510	23.337
1.520	23.266
1.530	23.214
1.540	23.179
1.550	23.157
1.560	23.143
1.570	23.132
1.580	23.119
1.590	23.101
1.600	23.074
1.610	23.039
1.620	22.996
1.630	22.948
1.640	22.900
1.650	22.856
1.660	22.819
1.670	22.793
1.680	22.782
1.690	22.787
1.700	22.807
1.710	22.840
1.720	22.884
1.730	22.935
1.740	22.990
1.750	23.044
1.760	23.095
1.770	23.140
1.780	23.179
1.790	23.211
1.800	23.237
1.810	23.259
1.820	23.279
1.830	23.297
1.840	23.315
1.850	23.333
1.860	23.350
1.870	23.365
1.880	23.376
1.890	23.380
1.900	23.375
1.910	23.360
1.920	23.332
1.930	23.293
1.940	23.242
1.950	23.184
1.960	23.119
1.970	23.052
1.980	22.988
1.990	22.928
2.000	22.876
2.010	22.833
2.020	22.801
2.030	22.777
2.040	22.759
2.050	22.745
2.060	22.731
2.070	22.713
2.080	22.688
2.090	22.653
2.100	22.608
2.110	22.551
2.120	22.485
2.130	22.411
2.140	22.333
2.150	22.255
2.160	22.181
2.170	22.114
2.180	22.056
2.190	22.010
2.200	21.977
2.210	21.955
2.220	21.944
2.230	21.942
2.240	21.945
2.250	21.952
2.260	21.961
2.270	21.968
2.280	21.974
2.290	21.978
2.300	21.978
2.310	21.976
2.320	21.971
2.330	21.963
2.340	21.953
2.350	21.940
2.360	21.922
2.370	21.901
2.380	21.874
2.390	21.842
2.400	21.806
2.410	21.765
2.420	21.723
2.430	21.684
2.440	21.651
2.450	21.630
2.460	21.627
2.470	21.645
2.480	21.689
2.490	21.761
2.500	21.862
2.510	21.990
2.520	22.141
2.530	22.308
2.540	22.483
2.550	22.657
2.560	22.820
2.570	22.963
2.580	23.078
2.590	23.159
2.600	23.203
2.610	23.209
2.620	23.180
2.630	23.122
2.640	23.042
2.650	22.950
2.660	22.854
2.670	22.763
2.680	22.686
2.690	22.628
2.700	22.592
2.710	22.580
2.720	22.589
2.730	22.616
2.740	22.655
2.750	22.699
2.760	22.742
2.770	22.779
2.780	22.804
2.790	22.816
2.800	22.812
2.810	22.795
2.820	22.767
2.830	22.732
2.840	22.696
2.850	22.664
2.860	22.639
2.870	22.627
2.880	22.629
2.890	22.647
2.900	22.680
2.910	22.728
2.920	22.787
2.930	22.856
2.940	22.931
2.950	23.009
2.960	23.088
2.970	23.166
2.980	23.242
2.990	23.315
3.000	23.385
3.010	23.451
3.020	23.513
3.030	23.569
3.040	23.618
3.050	23.658
3.060	23.687
3.070	23.702
3.080	23.703
3.090	23.687
3.100	23.654
3.110	23.606
3.120	23.544
3.130	23.474
3.140	23.399
3.150	23.325
3.160	23.258
3.170	23.203
3.180	23.166
3.190	23.150
3.200	23.155
3.210	23.182
3.220	23.227
3.230	23.285
3.240	23.351
3.250	23.418
3.260	23.479
3.270	23.526
3.280	23.555
3.290	23.561
3.300	23.543
3.310	23.502
3.320	23.440
3.330	23.363
3.340	23.277
3.350	23.189
3.360	23.107
3.370	23.036
3.380	22.984
3.390	22.953
3.400	22.946
3.410	22.962
3.420	23.000
3.430	23.055
3.440	23.122
3.450	23.195
3.460	23.268
3.470	23.335
3.480	23.389
3.490	23.428
3.500	23.446
3.510	23.444
3.520	23.421
3.530	23.378
3.540	23.318
3.550	23.244
3.560	23.161
3.570	23.073
3.580	22.984
3.590	22.901
3.600	22.828
3.610	22.769
3.620	22.727
3.630	22.707
3.640	22.710
3.650	22.738
3.660	22.790
3.670	22.866
3.680	22.963
3.690	23.077
3.700	23.205
3.710	23.341
3.720	23.479
3.730	23.612
3.740	23.735
3.750	23.842
3.760	23.929
3.770	23.992
3.780	24.030
3.790	24.041
3.800	24.028
3.810	23.992
3.820	23.937
3.830	23.867
3.840	23.787
3.850	23.700
3.860	23.612
3.870	23.526
3.880	23.443
3.890	23.365
3.900	23.293
3.910	23.226
3.920	23.165
3.930	23.109
3.940	23.057
3.950	23.010
3.960	22.967
3.970	22.931
3.980	22.903
3.990	22.884
4.000	22.877
4.010	22.882
4.020	22.899
4.030	22.930
4.040	22.971
4.050	23.019
4.060	23.072
4.070	23.124
4.080	23.170
4.090	23.206
4.100	23.225
4.110	23.226
4.120	23.205
4.130	23.161
4.140	23.097
4.150	23.014
4.160	22.917
4.170	22.811
4.180	22.701
4.190	22.592
4.200	22.491
4.210	22.401
4.220	22.325
4.230	22.265
4.240	22.223
4.250	22.195
4.260	22.183
4.270	22.182
4.280	22.190
4.290	22.205
4.300	22.225
4.310	22.247
4.320	22.270
4.330	22.293
4.340	22.314
4.350	22.334
4.360	22.350
4.370	22.361
4.380	22.364
4.390	22.358
4.400	22.338
4.410	22.303
4.420	22.249
4.430	22.174
4.440	22.077
4.450	21.959
4.460	21.823
4.470	21.673
4.480	21.516
4.490	21.358
4.500	21.209
4.510	21.078
4.520	20.972
4.530	20.900
4.540	20.867
4.550	20.876
4.560	20.926
4.570	21.016
4.580	21.140
4.590	21.290
4.600	21.455
4.610	21.626
4.620	21.792
4.630	21.941
4.640	22.065
4.650	22.157
4.660	22.212
4.670	22.230
4.680	22.211
4.690	22.160
4.700	22.081
4.710	21.984
4.720	21.875
4.730	21.764
4.740	21.659
4.750	21.567
4.760	21.495
4.770	21.447
4.780	21.425
4.790	21.430
4.800	21.460
4.810	21.512
4.820	21.583
4.830	21.666
4.840	21.757
4.850	21.848
4.860	21.934
4.870	22.009
4.880	22.068
4.890	22.107
4.900	22.123
4.910	22.117
4.920	22.087
4.930	22.037
4.940	21.970
4.950	21.893
4.960	21.810
4.970	21.730
4.980	21.658
4.990	21.602
5.000	21.568
5.010	21.559
5.020	21.579
5.030	21.626
5.040	21.699
5.050	21.794
5.060	21.905
5.070	22.025
5.080	22.146
5.090	22.259
5.100	22.359
5.110	22.440
5.120	22.498
5.130	22.532
5.140	22.542
5.150	22.531
5.160	22.505
5.170	22.470
5.180	22.430
5.190	22.393
5.200	22.362
5.210	22.342
5.220	22.333
5.230	22.335
5.240	22.346
5.250	22.360
5.260	22.374
5.270	22.381
5.280	22.377
5.290	22.359
5.300	22.325
5.310	22.274
5.320	22.211
5.330	22.138
5.340	22.061
5.350	21.989
5.360	21.927
5.370	21.881
5.380	21.858
5.390	21.858
5.400	21.882
5.410	21.929
5.420	21.994
5.430	22.071
5.440	22.152
5.450	22.230
5.460	22.297
5.470	22.349
5.480	22.380
5.490	22.390
5.500	22.379
5.510	22.352
5.520	22.312
5.530	22.267
5.540	22.224
5.550	22.189
5.560	22.169
5.570	22.168
5.580	22.187
5.590	22.228
5.600	22.287
5.610	22.360
5.620	22.441
5.630	22.525
5.640	22.605
5.650	22.674
5.660	22.728
5.670	22.765
5.680	22.782
5.690	22.780
5.700	22.762
5.710	22.731
5.720	22.692
5.730	22.650
5.740	22.611
5.750	22.578
5.760	22.557
5.770	22.550
5.780	22.560
5.790	22.588
5.800	22.634
5.810	22.696
5.820	22.775
5.830	22.866
5.840	22.967
5.850	23.076
5.860	23.189
5.870	23.301
5.880	23.409
5.890	23.508
5.900	23.595
5.910	23.666
5.920	23.718
5.930	23.748
5.940	23.755
5.950	23.741
5.960	23.706
5.970	23.656
5.980	23.593
5.990	23.526
6.000	23.461
6.010	23.404
6.020	23.361
6.030	23.339
6.040	23.339
6.050	23.362
6.060	23.407
6.070	23.468
6.080	23.541
6.090	23.616
6.100	23.685
6.110	23.739
6.120	23.771
6.130	23.776
6.140	23.751
6.150	23.697
6.160	23.617
6.170	23.519
6.180	23.411
6.190	23.304
6.200	23.209
6.210	23.135
6.220	23.091
6.230	23.079
6.240	23.103
6.250	23.157
6.260	23.235
6.270	23.327
6.280	23.420
6.290	23.501
6.300	23.555
6.310	23.572
6.320	23.544
6.330	23.465
6.340	23.337
6.350	23.162
6.360	22.951
6.370	22.716
6.380	22.472
6.390	22.232
6.400	22.013
6.410	21.826
6.420	21.680
6.430	21.581
6.440	21.530
6.450	21.521
6.460	21.548
6.470	21.599
6.480	21.661
6.490	21.721
6.500	21.766
6.510	21.787
6.520	21.775
6.530	21.727
6.540	21.643
6.550	21.527
6.560	21.385
6.570	21.227
6.580	21.063
6.590	20.904
6.600	20.761
6.610	20.640
6.620	20.548
6.630	20.488
6.640	20.459
6.650	20.459
6.660	20.483
6.670	20.525
6.680	20.578
6.690	20.635
6.700	20.689
6.710	20.736
6.720	20.771
6.730	20.792
6.740	20.800
6.750	20.796
6.760	20.781
6.770	20.758
6.780	20.732
6.790	20.704
6.800	20.678
6.810	20.656
6.820	20.638
6.830	20.626
6.840	20.620
6.850	20.619
6.860	20.623
6.870	20.631
6.880	20.643
6.890	20.658
6.900	20.676
6.910	20.697
6.920	20.720
6.930	20.745
6.940	20.770
6.950	20.796
6.960	20.819
6.970	20.838
6.980	20.850
6.990	20.853
7.000	20.844
7.010	20.821
7.020	20.782
7.030	20.728
7.040	20.658
7.050	20.574
7.060	20.480
7.070	20.381
7.080	20.280
7.090	20.185
7.100	20.102
7.110	20.035
7.120	19.990
7.130	19.970
7.140	19.978
7.150	20.014
7.160	20.075
7.170	20.158
7.180	20.257
7.190	20.364
7.200	20.472
7.210	20.572
7.220	20.656
7.230	20.717
7.240	20.751
7.250	20.753
7.260	20.724
7.270	20.666
7.280	20.583
7.290	20.482
7.300	20.371
7.310	20.259
7.320	20.156
7.330	20.069
7.340	20.004
7.350	19.968
7.360	19.960
7.370	19.980
7.380	20.023
7.390	20.084
7.400	20.153
7.410	20.223
7.420	20.285
7.430	20.329
7.440	20.352
7.450	20.349
7.460	20.322
7.470	20.272
7.480	20.206
7.490	20.134
7.500	20.063
7.510	20.004
7.520	19.967
7.530	19.959
7.540	19.983
7.550	20.041
7.560	20.130
7.570	20.244
7.580	20.373
7.590	20.505
7.600	20.628
7.610	20.731
7.620	20.804
7.630	20.839
7.640	20.833
7.650	20.787
7.660	20.708
7.670	20.603
7.680	20.486
7.690	20.370
7.700	20.270
7.710	20.198
7.720	20.164
7.730	20.176
7.740	20.234
7.750	20.337
7.760	20.477
7.770	20.643
7.780	20.822
7.790	20.998
7.800	21.158
7.810	21.289
7.820	21.380
7.830	21.427
7.840	21.428
7.850	21.384
7.860	21.303
7.870	21.194
7.880	21.067
7.890	20.934
7.900	20.805
7.910	20.688
7.920	20.590
7.930	20.513
7.940	20.457
7.950	20.418
7.960	20.394
7.970	20.377
7.980	20.363
7.990	20.348
8.000	20.330
8.010	20.310
8.020	20.289
8.030	20.273
8.040	20.267
8.050	20.279
8.060	20.315
8.070	20.378
8.080	20.472
8.090	20.594
8.100	20.741
8.110	20.905
8.120	21.075
8.130	21.240
8.140	21.388
8.150	21.507
8.160	21.588
8.170	21.624
8.180	21.612
8.190	21.555
8.200	21.457
8.210	21.328
8.220	21.178
8.230	21.020
8.240	20.867
8.250	20.729
8.260	20.616
8.270	20.532
8.280	20.479
8.290	20.456
8.300	20.457
8.310	20.475
8.320	20.501
8.330	20.526
8.340	20.542
8.350	20.543
8.360	20.524
8.370	20.486
8.380	20.429
8.390	20.358
8.400	20.280
8.410	20.200
8.420	20.127
8.430	20.066
8.440	20.023
8.450	20.000
8.460	19.998
8.470	20.015
8.480	20.048
8.490	20.094
8.500	20.146
8.510	20.200
8.520	20.253
8.530	20.302
8.540	20.345
8.550	20.382
8.560	20.416
8.570	20.449
8.580	20.483
8.590	20.521
8.600	20.564
8.610	20.613
8.620	20.667
8.630	20.725
8.640	20.783
8.650	20.837
8.660	20.883
8.670	20.919
8.680	20.941
8.690	20.949
8.700	20.942
8.710	20.923
