Time(s)	V(m/s)
0.000	6.177
0.010	6.183
0.020	6.190
0.030	6.196
0.040	6.203
0.050	6.209
0.060	6.216
0.070	6.223
0.080	6.231
0.090	6.239
0.100	6.249
0.110	6.260
0.120	6.273
0.130	6.286
0.140	6.300
0.150	6.312
0.160	6.323
0.170	6.332
0.180	6.337
0.190	6.338
0.200	6.335
0.210	6.327
0.220	6.315
0.230	6.301
0.240	6.285
0.250	6.269
0.260	6.255
0.270	6.244
0.280	6.238
0.290	6.237
0.300	6.243
0.310	6.255
0.320	6.273
0.330	6.296
0.340	6.323
0.350	6.354
0.360	6.385
0.370	6.416
0.380	6.446
0.390	6.473
0.400	6.497
0.410	6.517
0.420	6.533
0.430	6.545
0.440	6.552
0.450	6.556
0.460	6.555
0.470	6.551
0.480	6.542
0.490	6.530
0.500	6.512
0.510	6.491
0.520	6.465
0.530	6.436
0.540	6.403
0.550	6.369
0.560	6.334
0.570	6.299
0.580	6.267
0.590	6.240
0.600	6.218
0.610	6.203
0.620	6.196
0.630	6.197
0.640	6.205
0.650	6.220
0.660	6.239
0.670	6.262
0.680	6.285
0.690	6.308
0.700	6.327
0.710	6.343
0.720	6.353
0.730	6.357
0.740	6.357
0.750	6.352
0.760	6.343
0.770	6.333
0.780	6.323
0.790	6.314
0.800	6.306
0.810	6.302
0.820	6.300
0.830	6.301
0.840	6.304
0.850	6.307
0.860	6.309
0.870	6.310
0.880	6.307
0.890	6.300
0.900	6.290
0.910	6.276
0.920	6.259
0.930	6.240
0.940	6.220
0.950	6.202
0.960	6.186
0.970	6.174
0.980	6.166
0.990	6.162
1.000	6.163
1.010	6.168
1.020	6.175
1.030	6.184
1.040	6.192
1.050	6.200
1.060	6.206
1.070	6.210
1.080	6.212
1.090	6.212
1.100	6.212
1.110	6.212
1.120	6.214
1.130	6.219
1.140	6.227
1.150	6.240
1.160	6.257
1.170	6.277
1.180	6.300
1.190	6.323
1.200	6.346
1.210	6.365
1.220	6.380
1.230	6.389
1.240	6.391
1.250	6.385
1.260	6.372
1.270	6.353
1.280	6.329
1.290	6.302
1.300	6.274
1.310	6.247
1.320	6.222
