Time(s)	V(m/s)
0.000	26.653
0.010	26.693
0.020	26.737
0.030	26.780
0.040	26.824
0.050	26.868
0.060	26.912
0.070	26.958
0.080	27.009
0.090	27.067
0.100	27.133
0.110	27.209
0.120	27.292
0.130	27.381
0.140	27.471
0.150	27.556
0.160	27.631
0.170	27.688
0.180	27.722
0.190	27.728
0.200	27.706
0.210	27.654
0.220	27.578
0.230	27.482
0.240	27.377
0.250	27.271
0.260	27.177
0.270	27.104
0.280	27.061
0.290	27.057
0.300	27.094
0.310	27.175
0.320	27.295
0.330	27.451
0.340	27.634
0.350	27.836
0.360	28.046
0.370	28.255
0.380	28.454
0.390	28.637
0.400	28.797
0.410	28.932
0.420	29.039
0.430	29.118
0.440	29.170
0.450	29.194
0.460	29.192
0.470	29.162
0.480	29.105
0.490	29.020
0.500	28.907
0.510	28.764
0.520	28.593
0.530	28.397
0.540	28.181
0.550	27.951
0.560	27.716
0.570	27.487
0.580	27.275
0.590	27.092
0.600	26.947
0.610	26.849
0.620	26.802
0.630	26.808
0.640	26.863
0.650	26.961
0.660	27.093
0.670	27.244
0.680	27.403
0.690	27.555
0.700	27.687
0.710	27.791
0.720	27.860
0.730	27.892
0.740	27.889
0.750	27.856
0.760	27.801
0.770	27.735
0.780	27.666
0.790	27.605
0.800	27.558
0.810	27.530
0.820	27.521
0.830	27.528
0.840	27.547
0.850	27.569
0.860	27.585
0.870	27.589
0.880	27.572
0.890	27.530
0.900	27.461
0.910	27.367
0.920	27.253
0.930	27.128
0.940	26.999
0.950	26.878
0.960	26.772
0.970	26.691
0.980	26.639
0.990	26.617
1.000	26.624
1.010	26.656
1.020	26.706
1.030	26.765
1.040	26.825
1.050	26.879
1.060	26.921
1.070	26.949
1.080	26.962
1.090	26.965
1.100	26.964
1.110	26.966
1.120	26.979
1.130	27.012
1.140	27.070
1.150	27.157
1.160	27.271
1.170	27.408
1.180	27.562
1.190	27.721
1.200	27.873
1.210	28.005
1.220	28.106
1.230	28.167
1.240	28.180
1.250	28.143
1.260	28.059
1.270	27.933
1.280	27.774
1.290	27.595
1.300	27.408
1.310	27.226
1.320	27.060
1.330	26.918
1.340	26.804
1.350	26.720
1.360	26.663
1.370	26.627
1.380	26.604
1.390	26.585
1.400	26.561
1.410	26.523
1.420	26.466
1.430	26.387
1.440	26.285
1.450	26.164
1.460	26.028
1.470	25.885
1.480	25.743
1.490	25.609
1.500	25.489
1.510	25.389
1.520	25.310
1.530	25.252
1.540	25.213
1.550	25.189
1.560	25.173
1.570	25.161
1.580	25.147
1.590	25.126
1.600	25.096
1.610	25.057
1.620	25.009
1.630	24.956
1.640	24.903
1.650	24.853
1.660	24.812
1.670	24.784
1.680	24.771
1.690	24.777
1.700	24.799
1.710	24.836
1.720	24.885
1.730	24.943
1.740	25.004
1.750	25.064
1.760	25.121
1.770	25.172
1.780	25.215
1.790	25.251
1.800	25.281
1.810	25.306
1.820	25.328
1.830	25.349
1.840	25.369
1.850	25.389
1.860	25.408
1.870	25.425
1.880	25.437
1.890	25.442
1.900	25.437
1.910	25.419
1.920	25.389
1.930	25.345
1.940	25.289
1.950	25.223
1.960	25.151
1.970	25.077
1.980	25.004
1.990	24.938
2.000	24.880
2.010	24.833
2.020	24.796
2.030	24.769
2.040	24.750
2.050	24.735
2.060	24.719
2.070	24.699
2.080	24.671
2.090	24.633
2.100	24.582
2.110	24.518
2.120	24.444
2.130	24.362
2.140	24.275
2.150	24.188
2.160	24.106
2.170	24.030
2.180	23.966
2.190	23.915
2.200	23.878
2.210	23.854
2.220	23.842
2.230	23.839
2.240	23.843
2.250	23.851
2.260	23.861
2.270	23.869
2.280	23.876
2.290	23.880
2.300	23.881
2.310	23.878
2.320	23.872
2.330	23.864
2.340	23.853
2.350	23.838
2.360	23.819
2.370	23.795
2.380	23.765
2.390	23.730
2.400	23.689
2.410	23.643
2.420	23.597
2.430	23.553
2.440	23.517
2.450	23.493
2.460	23.489
2.470	23.509
2.480	23.559
2.490	23.639
2.500	23.752
2.510	23.896
2.520	24.064
2.530	24.251
2.540	24.447
2.550	24.641
2.560	24.823
2.570	24.983
2.580	25.112
2.590	25.202
2.600	25.251
2.610	25.258
2.620	25.226
2.630	25.161
2.640	25.072
2.650	24.969
2.660	24.861
2.670	24.760
2.680	24.674
2.690	24.609
2.700	24.570
2.710	24.556
2.720	24.566
2.730	24.596
2.740	24.639
2.750	24.689
2.760	24.737
2.770	24.778
2.780	24.807
2.790	24.819
2.800	24.816
2.810	24.796
2.820	24.765
2.830	24.727
2.840	24.686
2.850	24.650
2.860	24.623
2.870	24.609
2.880	24.611
2.890	24.631
2.900	24.669
2.910	24.722
2.920	24.789
2.930	24.865
2.940	24.949
2.950	25.036
2.960	25.125
2.970	25.212
2.980	25.297
2.990	25.379
3.000	25.457
3.010	25.531
3.020	25.600
3.030	25.662
3.040	25.717
3.050	25.762
3.060	25.794
3.070	25.812
3.080	25.812
3.090	25.794
3.100	25.758
3.110	25.704
3.120	25.636
3.130	25.557
3.140	25.473
3.150	25.390
3.160	25.316
3.170	25.255
3.180	25.214
3.190	25.195
3.200	25.201
3.210	25.231
3.220	25.281
3.230	25.347
3.240	25.421
3.250	25.496
3.260	25.563
3.270	25.616
3.280	25.648
3.290	25.655
3.300	25.635
3.310	25.589
3.320	25.521
3.330	25.435
3.340	25.339
3.350	25.241
3.360	25.148
3.370	25.070
3.380	25.011
3.390	24.977
3.400	24.969
3.410	24.987
3.420	25.029
3.430	25.091
3.440	25.166
3.450	25.248
3.460	25.330
3.470	25.404
3.480	25.465
3.490	25.508
3.500	25.529
3.510	25.527
3.520	25.501
3.530	25.453
3.540	25.386
3.550	25.304
3.560	25.211
3.570	25.112
