Time(s)	V(m/s)
0.000	5.124
0.010	5.129
0.020	5.134
0.030	5.139
0.040	5.144
0.050	5.149
0.060	5.154
0.070	5.160
0.080	5.166
0.090	5.173
0.100	5.180
0.110	5.189
0.120	5.199
0.130	5.209
0.140	5.220
0.150	5.230
0.160	5.239
0.170	5.245
0.180	5.249
0.190	5.250
0.200	5.247
0.210	5.241
0.220	5.232
0.230	5.221
0.240	5.209
0.250	5.196
0.260	5.185
0.270	5.177
0.280	5.172
0.290	5.171
0.300	5.175
0.310	5.185
0.320	5.199
0.330	5.217
0.340	5.238
0.350	5.262
0.360	5.287
0.370	5.311
0.380	5.334
0.390	5.356
0.400	5.375
0.410	5.390
0.420	5.403
0.430	5.412
0.440	5.418
0.450	5.421
0.460	5.420
0.470	5.417
0.480	5.410
0.490	5.400
0.500	5.387
0.510	5.370
0.520	5.350
0.530	5.326
0.540	5.301
0.550	5.274
0.560	5.246
0.570	5.219
0.580	5.194
0.590	5.173
0.600	5.156
0.610	5.144
0.620	5.138
0.630	5.139
0.640	5.145
0.650	5.157
0.660	5.172
0.670	5.190
0.680	5.208
0.690	5.226
0.700	5.241
0.710	5.253
0.720	5.261
0.730	5.265
0.740	5.264
0.750	5.260
0.760	5.254
0.770	5.246
0.780	5.238
0.790	5.230
0.800	5.225
0.810	5.221
0.820	5.220
0.830	5.221
0.840	5.223
0.850	5.225
0.860	5.227
0.870	5.227
0.880	5.225
0.890	5.220
0.900	5.212
0.910	5.201
0.920	5.187
0.930	5.172
0.940	5.157
0.950	5.143
0.960	5.130
0.970	5.120
0.980	5.114
0.990	5.111
1.000	5.112
1.010	5.116
1.020	5.121
1.030	5.128
1.040	5.135
1.050	5.141
1.060	5.146
1.070	5.149
1.080	5.150
1.090	5.151
1.100	5.150
1.110	5.150
1.120	5.152
1.130	5.156
1.140	5.162
1.150	5.172
1.160	5.185
1.170	5.201
1.180	5.219
1.190	5.238
1.200	5.255
1.210	5.271
1.220	5.282
1.230	5.289
1.240	5.290
1.250	5.286
1.260	5.276
1.270	5.261
1.280	5.242
1.290	5.221
1.300	5.199
1.310	5.177
1.320	5.158
1.330	5.141
1.340	5.127
1.350	5.117
1.360	5.110
1.370	5.106
1.380	5.103
