Time(s)	V(m/s)
0.000	8.298
0.010	8.307
0.020	8.317
0.030	8.326
0.040	8.336
0.050	8.345
0.060	8.355
0.070	8.365
0.080	8.376
0.090	8.389
0.100	8.404
0.110	8.420
0.120	8.439
0.130	8.458
0.140	8.478
0.150	8.496
0.160	8.513
0.170	8.525
0.180	8.533
0.190	8.534
0.200	8.529
0.210	8.518
0.220	8.501
0.230	8.480
0.240	8.457
0.250	8.434
0.260	8.413
0.270	8.397
0.280	8.388
0.290	8.387
0.300	8.395
0.310	8.412
0.320	8.439
0.330	8.473
0.340	8.513
0.350	8.557
0.360	8.603
0.370	8.649
0.380	8.693
0.390	8.733
0.400	8.768
0.410	8.797
0.420	8.821
0.430	8.838
0.440	8.849
0.450	8.854
0.460	8.854
0.470	8.847
0.480	8.835
0.490	8.816
0.500	8.791
0.510	8.759
0.520	8.722
0.530	8.678
0.540	8.631
0.550	8.580
0.560	8.529
0.570	8.478
0.580	8.432
0.590	8.391
0.600	8.359
0.610	8.337
0.620	8.327
0.630	8.328
0.640	8.340
0.650	8.361
0.660	8.390
0.670	8.423
0.680	8.458
0.690	8.491
0.700	8.520
0.710	8.542
0.720	8.557
0.730	8.564
0.740	8.563
0.750	8.556
0.760	8.544
0.770	8.529
0.780	8.514
0.790	8.500
0.800	8.489
0.810	8.483
0.820	8.481
0.830	8.482
0.840	8.486
0.850	8.491
0.860	8.494
0.870	8.495
0.880	8.491
0.890	8.481
0.900	8.466
0.910	8.445
0.920	8.420
0.930	8.392
0.940	8.364
0.950	8.337
0.960	8.313
0.970	8.295
0.980	8.284
0.990	8.279
1.000	8.280
1.010	8.287
1.020	8.297
1.030	8.310
1.040	8.323
1.050	8.335
1.060	8.344
1.070	8.349
1.080	8.352
1.090	8.353
1.100	8.352
1.110	8.352
1.120	8.355
1.130	8.362
1.140	8.375
1.150	8.393
1.160	8.418
1.170	8.448
1.180	8.481
1.190	8.516
1.200	8.549
1.210	8.578
1.220	8.600
1.230	8.613
1.240	8.615
1.250	8.607
1.260	8.588
1.270	8.560
1.280	8.525
1.290	8.485
1.300	8.444
1.310	8.404
1.320	8.367
1.330	8.336
1.340	8.310
1.350	8.292
1.360	8.279
1.370	8.270
1.380	8.265
1.390	8.260
1.400	8.255
1.410	8.246
1.420	8.233
1.430	8.215
1.440	8.193
1.450	8.166
1.460	8.136
1.470	8.104
1.480	8.072
