Time(s)	V(m/s)
0.000	10.217
0.010	10.223
0.020	10.229
0.030	10.235
0.040	10.242
0.050	10.248
0.060	10.255
0.070	10.262
0.080	10.269
0.090	10.278
0.100	10.288
0.110	10.299
0.120	10.311
0.130	10.324
0.140	10.337
0.150	10.350
0.160	10.361
0.170	10.369
0.180	10.374
0.190	10.375
0.200	10.372
0.210	10.364
0.220	10.353
0.230	10.339
0.240	10.323
0.250	10.308
0.260	10.294
0.270	10.283
0.280	10.277
0.290	10.276
0.300	10.282
0.310	10.294
0.320	10.311
0.330	10.334
0.340	10.361
0.350	10.391
0.360	10.422
0.370	10.453
0.380	10.482
0.390	10.509
0.400	10.533
0.410	10.553
0.420	10.568
0.430	10.580
0.440	10.588
0.450	10.591
0.460	10.591
0.470	10.586
0.480	10.578
0.490	10.565
0.500	10.548
0.510	10.527
0.520	10.502
0.530	10.473
0.540	10.441
0.550	10.407
0.560	10.372
0.570	10.338
0.580	10.307
0.590	10.280
0.600	10.258
0.610	10.244
0.620	10.237
0.630	10.237
0.640	10.245
0.650	10.260
0.660	10.279
0.670	10.301
0.680	10.325
0.690	10.347
0.700	10.366
0.710	10.382
0.720	10.392
0.730	10.396
0.740	10.396
0.750	10.391
0.760	10.383
0.770	10.373
0.780	10.362
0.790	10.353
0.800	10.346
0.810	10.342
0.820	10.340
0.830	10.341
0.840	10.344
0.850	10.347
0.860	10.349
0.870	10.350
0.880	10.347
0.890	10.341
0.900	10.331
0.910	10.317
0.920	10.300
0.930	10.281
0.940	10.262
0.950	10.244
0.960	10.228
0.970	10.216
0.980	10.208
0.990	10.205
1.000	10.206
1.010	10.210
1.020	10.218
1.030	10.226
1.040	10.235
1.050	10.243
1.060	10.249
1.070	10.253
1.080	10.255
1.090	10.255
1.100	10.255
1.110	10.255
1.120	10.257
1.130	10.261
1.140	10.270
1.150	10.282
1.160	10.299
1.170	10.319
1.180	10.342
1.190	10.365
1.200	10.387
1.210	10.407
1.220	10.421
1.230	10.430
1.240	10.432
1.250	10.426
1.260	10.414
1.270	10.395
1.280	10.371
1.290	10.345
1.300	10.317
1.310	10.290
1.320	10.265
1.330	10.244
1.340	10.227
1.350	10.214
1.360	10.206
1.370	10.200
1.380	10.197
1.390	10.194
1.400	10.190
1.410	10.184
1.420	10.175
1.430	10.164
1.440	10.148
1.450	10.130
1.460	10.110
1.470	10.089
1.480	10.067
1.490	10.047
1.500	10.030
1.510	10.015
1.520	10.003
1.530	9.994
1.540	9.988
1.550	9.984
1.560	9.982
1.570	9.980
1.580	9.977
1.590	9.974
1.600	9.970
1.610	9.964
1.620	9.956
1.630	9.948
1.640	9.940
1.650	9.933
1.660	9.926
1.670	9.922
1.680	9.920
1.690	9.921
1.700	9.924
1.710	9.929
1.720	9.936
1.730	9.945
1.740	9.953
1.750	9.962
1.760	9.970
1.770	9.978
1.780	9.984
1.790	9.989
1.800	9.993
1.810	9.997
1.820	10.000
1.830	10.003
1.840	10.006
1.850	10.008
1.860	10.011
1.870	10.013
1.880	10.015
1.890	10.016
1.900	10.015
1.910	10.012
1.920	10.007
1.930	10.001
1.940	9.992
1.950	9.982
1.960	9.971
1.970	9.960
1.980	9.949
1.990	9.939
2.000	9.931
2.010	9.924
2.020	9.918
2.030	9.914
2.040	9.911
2.050	9.908
2.060	9.906
2.070	9.903
2.080	9.898
2.090	9.893
2.100	9.885
2.110	9.875
2.120	9.864
2.130	9.852
2.140	9.839
2.150	9.826
2.160	9.814
2.170	9.802
2.180	9.793
2.190	9.785
2.200	9.779
2.210	9.776
2.220	9.774
2.230	9.773
2.240	9.774
2.250	9.775
2.260	9.776
2.270	9.777
2.280	9.778
2.290	9.778
2.300	9.778
2.310	9.778
2.320	9.777
2.330	9.775
2.340	9.774
2.350	9.771
2.360	9.768
2.370	9.765
2.380	9.760
2.390	9.755
2.400	9.749
2.410	9.742
2.420	9.735
2.430	9.728
2.440	9.723
2.450	9.719
2.460	9.719
2.470	9.722
2.480	9.729
2.490	9.741
2.500	9.757
2.510	9.778
2.520	9.803
2.530	9.830
2.540	9.859
2.550	9.888
2.560	9.915
2.570	9.938
2.580	9.957
2.590	9.970
2.600	9.977
2.610	9.978
2.620	9.974
2.630	9.964
2.640	9.951
2.650	9.935
2.660	9.919
2.670	9.904
2.680	9.892
2.690	9.882
2.700	9.876
2.710	9.874
2.720	9.875
2.730	9.880
2.740	9.886
2.750	9.893
2.760	9.900
2.770	9.906
2.780	9.910
2.790	9.912
2.800	9.911
2.810	9.908
2.820	9.904
2.830	9.898
2.840	9.892
2.850	9.887
2.860	9.882
2.870	9.880
2.880	9.881
2.890	9.883
2.900	9.889
2.910	9.897
2.920	9.906
2.930	9.918
2.940	9.930
2.950	9.943
2.960	9.956
2.970	9.969
2.980	9.981
2.990	9.993
3.000	10.004
3.010	10.015
3.020	10.025
3.030	10.034
3.040	10.042
3.050	10.049
3.060	10.054
3.070	10.056
3.080	10.056
3.090	10.053
3.100	10.048
3.110	10.040
3.120	10.030
3.130	10.018
3.140	10.005
3.150	9.993
3.160	9.982
3.170	9.973
3.180	9.967
3.190	9.964
3.200	9.965
3.210	9.969
3.220	9.976
3.230	9.986
3.240	9.997
3.250	10.008
3.260	10.018
3.270	10.025
3.280	10.030
3.290	10.031
3.300	10.028
3.310	10.021
3.320	10.011
3.330	9.998
3.340	9.983
3.350	9.969
3.360	9.955
3.370	9.943
3.380	9.935
3.390	9.929
3.400	9.928
3.410	9.931
3.420	9.937
3.430	9.946
3.440	9.957
3.450	9.969
3.460	9.981
3.470	9.991
3.480	10.000
3.490	10.007
3.500	10.010
3.510	10.009
3.520	10.005
3.530	9.998
3.540	9.988
3.550	9.976
3.560	9.962
3.570	9.947
3.580	9.932
3.590	9.919
3.600	9.906
3.610	9.897
3.620	9.890
3.630	9.886
3.640	9.887
3.650	9.891
3.660	9.900
3.670	9.912
3.680	9.928
3.690	9.947
3.700	9.968
3.710	9.990
3.720	10.012
3.730	10.034
3.740	10.055
3.750	10.072
3.760	10.086
3.770	10.097
3.780	10.103
3.790	10.104
3.800	10.102
3.810	10.096
3.820	10.087
3.830	10.075
3.840	10.062
3.850	10.047
3.860	10.033
3.870	10.018
3.880	10.005
3.890	9.992
3.900	9.980
3.910	9.968
3.920	9.958
3.930	9.949
3.940	9.940
3.950	9.932
3.960	9.925
3.970	9.919
3.980	9.914
3.990	9.911
4.000	9.910
4.010	9.910
4.020	9.913
4.030	9.918
4.040	9.924
4.050	9.932
4.060	9.941
4.070	9.949
4.080	9.957
4.090	9.962
4.100	9.965
4.110	9.965
4.120	9.962
4.130	9.954
4.140	9.944
4.150	9.930
4.160	9.914
4.170	9.896
4.180	9.878
4.190	9.860
4.200	9.843
4.210	9.828
4.220	9.815
4.230	9.805
4.240	9.798
4.250	9.793
4.260	9.791
4.270	9.791
4.280	9.792
4.290	9.794
4.300	9.797
4.310	9.801
4.320	9.804
4.330	9.808
4.340	9.811
4.350	9.814
4.360	9.817
4.370	9.819
4.380	9.819
4.390	9.818
4.400	9.814
4.410	9.808
4.420	9.799
4.430	9.787
4.440	9.771
4.450	9.751
4.460	9.728
4.470	9.704
4.480	9.677
4.490	9.651
4.500	9.627
4.510	9.605
4.520	9.587
4.530	9.575
4.540	9.570
4.550	9.571
4.560	9.579
4.570	9.594
4.580	9.614
4.590	9.639
4.600	9.666
4.610	9.694
4.620	9.721
4.630	9.746
4.640	9.766
4.650	9.781
4.660	9.790
4.670	9.793
4.680	9.790
4.690	9.781
4.700	9.768
4.710	9.752
4.720	9.734
4.730	9.715
4.740	9.698
4.750	9.683
4.760	9.671
4.770	9.663
4.780	9.659
4.790	9.660
4.800	9.664
4.810	9.673
4.820	9.684
4.830	9.698
4.840	9.713
4.850	9.728
4.860	9.742
4.870	9.754
4.880	9.764
4.890	9.770
4.900	9.773
4.910	9.772
4.920	9.767
4.930	9.758
4.940	9.747
4.950	9.734
4.960	9.721
4.970	9.707
4.980	9.695
4.990	9.686
5.000	9.680
5.010	9.679
5.020	9.682
5.030	9.690
5.040	9.702
5.050	9.717
5.060	9.735
5.070	9.755
5.080	9.775
5.090	9.793
5.100	9.810
5.110	9.823
5.120	9.833
5.130	9.838
5.140	9.840
5.150	9.838
5.160	9.833
5.170	9.827
5.180	9.821
5.190	9.815
5.200	9.809
5.210	9.806
5.220	9.804
5.230	9.805
5.240	9.806
5.250	9.809
5.260	9.811
5.270	9.812
5.280	9.811
5.290	9.808
5.300	9.802
5.310	9.794
5.320	9.783
5.330	9.771
5.340	9.758
5.350	9.746
5.360	9.736
5.370	9.728
5.380	9.724
5.390	9.724
5.400	9.728
5.410	9.736
5.420	9.747
5.430	9.759
5.440	9.772
5.450	9.785
5.460	9.796
5.470	9.805
5.480	9.810
5.490	9.811
5.500	9.809
5.510	9.805
5.520	9.798
5.530	9.791
5.540	9.783
5.550	9.778
5.560	9.774
5.570	9.774
5.580	9.777
5.590	9.784
5.600	9.793
5.610	9.805
5.620	9.818
5.630	9.832
5.640	9.845
5.650	9.857
5.660	9.866
5.670	9.871
5.680	9.874
5.690	9.874
5.700	9.871
5.710	9.866
5.720	9.859
5.730	9.852
5.740	9.845
5.750	9.840
5.760	9.836
5.770	9.835
5.780	9.837
5.790	9.841
5.800	9.849
5.810	9.859
5.820	9.872
5.830	9.887
5.840	9.903
5.850	9.921
5.860	9.940
5.870	9.958
5.880	9.976
5.890	9.992
5.900	10.006
5.910	10.018
5.920	10.026
5.930	10.031
5.940	10.032
5.950	10.030
5.960	10.024
5.970	10.016
5.980	10.005
5.990	9.994
6.000	9.983
6.010	9.974
6.020	9.966
6.030	9.963
6.040	9.962
6.050	9.966
6.060	9.973
6.070	9.983
6.080	9.995
6.090	10.007
6.100	10.019
6.110	10.027
6.120	10.033
6.130	10.033
6.140	10.029
6.150	10.020
6.160	10.006
6.170	9.990
6.180	9.972
6.190	9.954
6.200	9.939
6.210	9.926
6.220	9.919
6.230	9.917
6.240	9.920
6.250	9.929
6.260	9.942
6.270	9.957
6.280	9.972
6.290	9.985
6.300	9.994
6.310	9.996
6.320	9.991
6.330	9.978
6.340	9.957
6.350	9.928
6.360	9.893
6.370	9.854
6.380	9.813
6.390	9.774
6.400	9.737
6.410	9.706
6.420	9.682
6.430	9.666
6.440	9.657
6.450	9.655
6.460	9.659
6.470	9.667
6.480	9.677
6.490	9.687
6.500	9.694
6.510	9.698
6.520	9.695
6.530	9.687
6.540	9.673
6.550	9.654
6.560	9.630
6.570	9.604
6.580	9.577
6.590	9.550
6.600	9.526
6.610	9.506
6.620	9.491
6.630	9.481
6.640	9.476
6.650	9.476
6.660	9.479
6.670	9.486
6.680	9.495
6.690	9.504
6.700	9.513
6.710	9.520
6.720	9.526
6.730	9.529
6.740	9.530
6.750	9.529
6.760	9.527
6.770	9.523
6.780	9.518
6.790	9.514
6.800	9.509
6.810	9.505
6.820	9.502
6.830	9.500
6.840	9.499
6.850	9.499
6.860	9.499
6.870	9.500
6.880	9.502
6.890	9.504
6.900	9.507
6.910	9.510
6.920	9.514
6.930	9.518
6.940	9.522
6.950	9.526
6.960	9.530
6.970	9.533
6.980	9.535
6.990	9.535
7.000	9.533
7.010	9.529
7.020	9.523
7.030	9.514
7.040	9.502
7.050	9.488
7.060	9.472
7.070	9.456
7.080	9.439
7.090	9.423
7.100	9.409
7.110	9.398
7.120	9.391
7.130	9.387
7.140	9.388
7.150	9.394
7.160	9.404
7.170	9.418
7.180	9.434
7.190	9.451
7.200	9.469
7.210	9.485
7.220	9.499
7.230	9.509
7.240	9.514
7.250	9.515
7.260	9.510
7.270	9.500
7.280	9.486
7.290	9.469
7.300	9.451
7.310	9.432
7.320	9.415
7.330	9.401
7.340	9.390
7.350	9.384
7.360	9.382
7.370	9.386
7.380	9.393
7.390	9.402
7.400	9.414
7.410	9.425
7.420	9.435
7.430	9.442
7.440	9.446
7.450	9.446
7.460	9.441
7.470	9.433
7.480	9.422
7.490	9.410
7.500	9.398
7.510	9.388
7.520	9.382
7.530	9.380
7.540	9.384
7.550	9.394
7.560	9.408
7.570	9.427
7.580	9.448
7.590	9.470
7.600	9.490
7.610	9.507
7.620	9.519
7.630	9.524
7.640	9.523
7.650	9.516
7.660	9.503
7.670	9.485
7.680	9.466
7.690	9.447
7.700	9.430
7.710	9.418
7.720	9.412
7.730	9.414
7.740	9.424
7.750	9.441
7.760	9.464
7.770	9.491
7.780	9.520
7.790	9.549
7.800	9.576
7.810	9.597
7.820	9.612
7.830	9.620
7.840	9.620
7.850	9.612
7.860	9.599
7.870	9.581
7.880	9.560
7.890	9.538
7.900	9.516
7.910	9.497
7.920	9.481
7.930	9.468
7.940	9.458
7.950	9.452
7.960	9.448
7.970	9.445
7.980	9.443
7.990	9.440
8.000	9.437
8.010	9.434
8.020	9.430
8.030	9.427
8.040	9.426
8.050	9.428
8.060	9.434
8.070	9.444
8.080	9.460
8.090	9.480
8.100	9.504
8.110	9.531
8.120	9.559
8.130	9.586
8.140	9.610
8.150	9.630
8.160	9.643
8.170	9.649
8.180	9.647
8.190	9.637
8.200	9.621
8.210	9.599
8.220	9.575
8.230	9.549
8.240	9.523
8.250	9.500
8.260	9.482
8.270	9.468
8.280	9.459
8.290	9.455
8.300	9.455
8.310	9.458
8.320	9.462
8.330	9.466
8.340	9.469
8.350	9.469
8.360	9.465
8.370	9.459
8.380	9.449
8.390	9.438
8.400	9.425
8.410	9.411
8.420	9.399
8.430	9.389
8.440	9.382
8.450	9.378
8.460	9.377
8.470	9.380
8.480	9.386
8.490	9.393
8.500	9.402
8.510	9.411
8.520	9.419
8.530	9.427
8.540	9.434
8.550	9.440
8.560	9.446
8.570	9.451
8.580	9.457
8.590	9.463
8.600	9.470
8.610	9.478
8.620	9.487
8.630	9.496
8.640	9.505
8.650	9.514
8.660	9.522
8.670	9.528
8.680	9.531
8.690	9.533
8.700	9.531
8.710	9.528
8.720	9.523
8.730	9.518
8.740	9.512
8.750	9.506
8.760	9.502
8.770	9.500
8.780	9.500
8.790	9.501
8.800	9.504
8.810	9.508
8.820	9.513
8.830	9.518
8.840	9.523
8.850	9.527
8.860	9.530
8.870	9.533
8.880	9.535
8.890	9.537
8.900	9.539
8.910	9.542
8.920	9.547
8.930	9.553
8.940	9.559
8.950	9.567
8.960	9.575
8.970	9.582
8.980	9.587
8.990	9.589
9.000	9.589
9.010	9.584
9.020	9.574
9.030	9.560
9.040	9.543
9.050	9.522
9.060	9.499
9.070	9.475
9.080	9.451
9.090	9.428
9.100	9.408
9.110	9.390
9.120	9.374
9.130	9.362
9.140	9.352
9.150	9.343
9.160	9.336
9.170	9.328
9.180	9.320
9.190	9.311
9.200	9.301
9.210	9.290
9.220	9.279
9.230	9.269
9.240	9.261
9.250	9.255
9.260	9.252
9.270	9.253
9.280	9.257
9.290	9.265
9.300	9.276
9.310	9.289
9.320	9.303
9.330	9.316
9.340	9.327
9.350	9.335
9.360	9.340
9.370	9.342
9.380	9.339
9.390	9.334
9.400	9.327
9.410	9.319
9.420	9.312
9.430	9.307
9.440	9.305
9.450	9.306
9.460	9.312
9.470	9.321
9.480	9.334
9.490	9.349
9.500	9.366
9.510	9.382
9.520	9.397
9.530	9.411
9.540	9.421
9.550	9.428
9.560	9.433
9.570	9.435
9.580	9.436
9.590	9.436
9.600	9.437
9.610	9.439
9.620	9.444
9.630	9.451
9.640	9.460
9.650	9.471
9.660	9.484
9.670	9.496
9.680	9.507
9.690	9.516
9.700	9.521
9.710	9.523
9.720	9.521
9.730	9.515
9.740	9.507
9.750	9.496
9.760	9.485
9.770	9.476
9.780	9.468
9.790	9.465
9.800	9.466
9.810	9.473
9.820	9.485
9.830	9.501
9.840	9.522
9.850	9.545
9.860	9.568
9.870	9.591
9.880	9.612
9.890	9.628
9.900	9.640
9.910	9.645
9.920	9.645
9.930	9.640
9.940	9.629
9.950	9.614
9.960	9.595
9.970	9.576
9.980	9.556
9.990	9.537
10.000	9.520
10.010	9.506
10.020	9.497
10.030	9.491
10.040	9.489
10.050	9.491
10.060	9.497
10.070	9.506
10.080	9.516
10.090	9.528
10.100	9.539
10.110	9.550
10.120	9.558
10.130	9.564
10.140	9.567
10.150	9.565
10.160	9.560
10.170	9.550
10.180	9.537
10.190	9.521
10.200	9.503
10.210	9.484
10.220	9.466
10.230	9.448
10.240	9.432
10.250	9.419
10.260	9.410
10.270	9.404
10.280	9.401
10.290	9.401
10.300	9.402
10.310	9.404
10.320	9.406
10.330	9.405
10.340	9.402
10.350	9.396
10.360	9.387
10.370	9.374
10.380	9.359
10.390	9.343
10.400	9.327
10.410	9.312
10.420	9.300
10.430	9.292
10.440	9.289
10.450	9.291
10.460	9.298
10.470	9.309
10.480	9.324
10.490	9.341
10.500	9.358
10.510	9.374
10.520	9.388
10.530	9.398
10.540	9.403
10.550	9.405
10.560	9.403
10.570	9.398
10.580	9.393
10.590	9.388
10.600	9.384
10.610	9.384
10.620	9.388
10.630	9.397
10.640	9.410
10.650	9.427
10.660	9.447
10.670	9.467
10.680	9.487
10.690	9.504
10.700	9.517
10.710	9.526
10.720	9.529
10.730	9.526
10.740	9.518
10.750	9.507
10.760	9.492
10.770	9.477
10.780	9.462
10.790	9.449
10.800	9.439
10.810	9.431
10.820	9.426
10.830	9.424
10.840	9.423
10.850	9.422
10.860	9.421
10.870	9.417
10.880	9.411
10.890	9.403
10.900	9.392
10.910	9.379
10.920	9.367
10.930	9.355
10.940	9.347
10.950	9.344
10.960	9.346
10.970	9.354
10.980	9.369
10.990	9.389
11.000	9.412
11.010	9.437
11.020	9.461
11.030	9.482
11.040	9.497
11.050	9.504
11.060	9.503
11.070	9.492
11.080	9.472
11.090	9.444
11.100	9.411
11.110	9.376
11.120	9.340
11.130	9.308
11.140	9.281
11.150	9.262
11.160	9.251
11.170	9.251
11.180	9.259
11.190	9.275
11.200	9.297
11.210	9.322
11.220	9.348
11.230	9.372
11.240	9.392
11.250	9.406
11.260	9.414
11.270	9.415
11.280	9.410
11.290	9.399
11.300	9.384
11.310	9.368
11.320	9.351
11.330	9.335
11.340	9.321
11.350	9.311
11.360	9.304
11.370	9.301
11.380	9.302
11.390	9.304
11.400	9.309
11.410	9.314
11.420	9.320
11.430	9.326
11.440	9.332
11.450	9.338
11.460	9.345
11.470	9.353
11.480	9.363
11.490	9.375
11.500	9.390
11.510	9.407
11.520	9.428
11.530	9.450
11.540	9.473
11.550	9.497
11.560	9.519
11.570	9.539
11.580	9.556
11.590	9.568
11.600	9.576
11.610	9.579
11.620	9.577
11.630	9.571
11.640	9.562
11.650	9.550
11.660	9.537
11.670	9.524
11.680	9.511
11.690	9.500
11.700	9.491
11.710	9.485
11.720	9.481
11.730	9.480
11.740	9.482
11.750	9.487
11.760	9.494
11.770	9.503
11.780	9.514
11.790	9.527
11.800	9.539
11.810	9.552
11.820	9.564
11.830	9.575
11.840	9.584
11.850	9.589
11.860	9.591
11.870	9.588
11.880	9.582
11.890	9.570
11.900	9.555
11.910	9.536
11.920	9.515
11.930	9.493
11.940	9.470
11.950	9.449
11.960	9.431
11.970	9.416
11.980	9.406
11.990	9.401
12.000	9.400
12.010	9.402
12.020	9.408
12.030	9.414
12.040	9.421
12.050	9.425
12.060	9.427
12.070	9.425
12.080	9.418
12.090	9.407
12.100	9.392
12.110	9.374
12.120	9.354
12.130	9.335
12.140	9.317
12.150	9.303
