Time(s)	V(m/s)
0.000	11.252
0.010	11.259
0.020	11.266
0.030	11.274
0.040	11.281
0.050	11.288
0.060	11.296
0.070	11.304
0.080	11.312
0.090	11.322
0.100	11.333
0.110	11.346
0.120	11.360
0.130	11.374
0.140	11.390
0.150	11.404
0.160	11.416
0.170	11.426
0.180	11.432
0.190	11.433
0.200	11.429
0.210	11.420
0.220	11.407
0.230	11.391
0.240	11.374
0.250	11.356
0.260	11.340
0.270	11.328
0.280	11.321
0.290	11.320
0.300	11.326
0.310	11.340
0.320	11.360
0.330	11.386
0.340	11.417
0.350	11.450
0.360	11.486
0.370	11.521
0.380	11.554
0.390	11.585
0.400	11.611
0.410	11.634
0.420	11.652
0.430	11.665
0.440	11.674
0.450	11.678
0.460	11.677
0.470	11.672
0.480	11.663
0.490	11.648
0.500	11.629
0.510	11.605
0.520	11.576
0.530	11.544
0.540	11.507
0.550	11.469
0.560	11.429
0.570	11.391
0.580	11.355
0.590	11.324
0.600	11.300
0.610	11.283
0.620	11.275
0.630	11.276
0.640	11.285
0.650	11.302
0.660	11.324
0.670	11.349
0.680	11.375
0.690	11.401
0.700	11.423
0.710	11.440
0.720	11.451
0.730	11.457
0.740	11.456
0.750	11.450
0.760	11.441
0.770	11.430
0.780	11.418
0.790	11.408
0.800	11.400
0.810	11.395
0.820	11.393
0.830	11.395
0.840	11.398
0.850	11.401
0.860	11.404
0.870	11.404
0.880	11.401
0.890	11.394
0.900	11.382
0.910	11.366
0.920	11.347
0.930	11.326
0.940	11.304
0.950	11.284
0.960	11.266
0.970	11.252
0.980	11.243
0.990	11.240
1.000	11.241
1.010	11.246
1.020	11.254
1.030	11.264
1.040	11.274
1.050	11.283
1.060	11.290
1.070	11.294
1.080	11.296
1.090	11.297
1.100	11.296
1.110	11.296
1.120	11.299
1.130	11.304
1.140	11.314
1.150	11.328
1.160	11.347
1.170	11.370
1.180	11.395
1.190	11.422
1.200	11.447
1.210	11.469
1.220	11.486
1.230	11.496
1.240	11.498
1.250	11.492
1.260	11.477
1.270	11.456
1.280	11.429
1.290	11.399
1.300	11.368
1.310	11.337
1.320	11.309
1.330	11.285
1.340	11.265
1.350	11.251
1.360	11.241
1.370	11.235
1.380	11.231
1.390	11.228
1.400	11.223
1.410	11.217
1.420	11.207
1.430	11.193
1.440	11.176
1.450	11.156
1.460	11.133
1.470	11.109
1.480	11.084
1.490	11.062
1.500	11.042
1.510	11.024
1.520	11.011
1.530	11.001
1.540	10.994
1.550	10.990
1.560	10.987
1.570	10.985
1.580	10.982
1.590	10.979
1.600	10.974
1.610	10.967
1.620	10.959
1.630	10.950
1.640	10.940
1.650	10.932
1.660	10.925
1.670	10.920
1.680	10.918
1.690	10.918
1.700	10.922
1.710	10.928
1.720	10.936
1.730	10.945
1.740	10.955
1.750	10.965
1.760	10.975
1.770	10.983
1.780	10.990
1.790	10.996
1.800	11.001
1.810	11.005
1.820	11.008
1.830	11.012
1.840	11.015
1.850	11.018
1.860	11.021
1.870	11.024
1.880	11.026
1.890	11.026
1.900	11.025
1.910	11.022
1.920	11.017
1.930	11.009
1.940	11.000
1.950	10.989
1.960	10.976
