Time(s)	V(m/s)
0.000	14.365
0.010	14.375
0.020	14.385
0.030	14.395
0.040	14.405
0.050	14.415
0.060	14.425
0.070	14.436
0.080	14.448
0.090	14.461
0.100	14.477
0.110	14.494
0.120	14.513
0.130	14.534
0.140	14.555
0.150	14.574
0.160	14.592
0.170	14.605
0.180	14.613
0.190	14.614
0.200	14.609
0.210	14.597
0.220	14.579
0.230	14.557
0.240	14.533
0.250	14.509
0.260	14.487
0.270	14.470
0.280	14.460
0.290	14.459
0.300	14.468
0.310	14.486
0.320	14.514
0.330	14.550
0.340	14.592
0.350	14.639
0.360	14.687
0.370	14.736
0.380	14.782
0.390	14.824
0.400	14.861
0.410	14.892
0.420	14.917
0.430	14.935
0.440	14.947
0.450	14.953
0.460	14.952
0.470	14.945
0.480	14.932
0.490	14.912
0.500	14.886
0.510	14.853
0.520	14.813
0.530	14.768
0.540	14.718
0.550	14.664
0.560	14.610
0.570	14.557
0.580	14.508
0.590	14.465
0.600	14.432
0.610	14.409
0.620	14.398
0.630	14.399
0.640	14.412
0.650	14.435
0.660	14.465
0.670	14.500
0.680	14.536
0.690	14.571
0.700	14.602
0.710	14.626
0.720	14.641
0.730	14.649
0.740	14.648
0.750	14.640
0.760	14.628
0.770	14.612
0.780	14.596
0.790	14.582
0.800	14.571
0.810	14.564
0.820	14.562
0.830	14.564
0.840	14.568
0.850	14.573
0.860	14.576
0.870	14.577
0.880	14.573
0.890	14.563
0.900	14.547
0.910	14.525
0.920	14.499
0.930	14.470
0.940	14.440
0.950	14.411
0.960	14.387
0.970	14.368
0.980	14.356
0.990	14.351
1.000	14.352
1.010	14.360
1.020	14.371
1.030	14.384
1.040	14.398
1.050	14.410
1.060	14.420
1.070	14.426
1.080	14.429
1.090	14.430
1.100	14.429
1.110	14.430
1.120	14.433
1.130	14.440
1.140	14.453
1.150	14.473
1.160	14.499
1.170	14.531
1.180	14.566
1.190	14.603
1.200	14.638
1.210	14.668
1.220	14.691
1.230	14.705
1.240	14.708
1.250	14.699
1.260	14.680
1.270	14.650
1.280	14.614
1.290	14.572
1.300	14.529
1.310	14.486
1.320	14.448
1.330	14.415
1.340	14.388
1.350	14.369
1.360	14.355
1.370	14.347
1.380	14.341
1.390	14.336
1.400	14.331
1.410	14.322
1.420	14.308
1.430	14.290
1.440	14.266
1.450	14.238
1.460	14.206
1.470	14.173
1.480	14.140
1.490	14.108
1.500	14.081
1.510	14.057
1.520	14.039
1.530	14.025
1.540	14.016
1.550	14.010
1.560	14.006
1.570	14.003
1.580	14.000
1.590	13.995
1.600	13.988
1.610	13.978
1.620	13.967
1.630	13.955
1.640	13.942
1.650	13.930
1.660	13.921
1.670	13.914
1.680	13.911
1.690	13.912
1.700	13.917
1.710	13.925
1.720	13.937
1.730	13.950
1.740	13.964
1.750	13.977
1.760	13.990
1.770	14.002
1.780	14.012
1.790	14.020
1.800	14.027
1.810	14.032
1.820	14.037
1.830	14.042
1.840	14.046
1.850	14.051
1.860	14.055
1.870	14.059
1.880	14.061
1.890	14.062
1.900	14.061
1.910	14.057
1.920	14.049
1.930	14.039
1.940	14.026
1.950	14.010
1.960	13.994
1.970	13.976
1.980	13.959
1.990	13.944
2.000	13.930
2.010	13.919
2.020	13.910
2.030	13.904
2.040	13.899
2.050	13.896
2.060	13.892
2.070	13.887
2.080	13.880
2.090	13.871
2.100	13.859
2.110	13.845
2.120	13.827
2.130	13.808
2.140	13.788
2.150	13.768
2.160	13.748
2.170	13.731
2.180	13.716
2.190	13.704
2.200	13.695
2.210	13.689
2.220	13.686
2.230	13.685
2.240	13.686
2.250	13.688
2.260	13.690
2.270	13.692
2.280	13.693
2.290	13.694
2.300	13.694
2.310	13.693
2.320	13.692
2.330	13.690
2.340	13.687
2.350	13.683
2.360	13.679
2.370	13.673
2.380	13.666
2.390	13.658
2.400	13.648
2.410	13.638
2.420	13.627
2.430	13.617
2.440	13.608
2.450	13.603
2.460	13.602
2.470	13.606
2.480	13.617
2.490	13.636
2.500	13.662
2.510	13.695
2.520	13.734
2.530	13.777
2.540	13.822
2.550	13.867
2.560	13.909
2.570	13.946
2.580	13.975
2.590	13.996
2.600	14.007
2.610	14.009
2.620	14.001
2.630	13.986
2.640	13.966
2.650	13.942
2.660	13.917
2.670	13.893
2.680	13.873
2.690	13.858
2.700	13.849
2.710	13.846
2.720	13.848
2.730	13.855
2.740	13.865
2.750	13.876
2.760	13.887
2.770	13.897
2.780	13.903
2.790	13.906
2.800	13.905
2.810	13.900
2.820	13.893
2.830	13.884
2.840	13.875
2.850	13.866
2.860	13.860
2.870	13.857
2.880	13.857
2.890	13.862
2.900	13.870
2.910	13.882
2.920	13.898
2.930	13.915
2.940	13.935
2.950	13.955
2.960	13.975
2.970	13.995
2.980	14.015
2.990	14.034
3.000	14.052
3.010	14.069
3.020	14.084
3.030	14.099
3.040	14.111
3.050	14.122
3.060	14.129
3.070	14.133
3.080	14.133
3.090	14.129
3.100	14.120
3.110	14.108
3.120	14.092
3.130	14.073
3.140	14.054
3.150	14.035
3.160	14.017
3.170	14.003
3.180	13.994
3.190	13.989
3.200	13.990
3.210	13.997
3.220	14.009
3.230	14.024
3.240	14.041
3.250	14.058
3.260	14.073
3.270	14.085
3.280	14.093
3.290	14.094
