Time(s)	V(m/s)
0.000	22.696
0.010	22.713
0.020	22.731
0.030	22.750
0.040	22.768
0.050	22.786
0.060	22.805
0.070	22.825
0.080	22.846
0.090	22.871
0.100	22.899
0.110	22.930
0.120	22.966
0.130	23.003
0.140	23.041
0.150	23.077
0.160	23.108
0.170	23.133
0.180	23.147
0.190	23.150
0.200	23.140
0.210	23.118
0.220	23.086
0.230	23.046
0.240	23.001
0.250	22.957
0.260	22.917
0.270	22.886
0.280	22.868
0.290	22.867
0.300	22.882
0.310	22.916
0.320	22.967
0.330	23.033
0.340	23.110
0.350	23.195
0.360	23.284
0.370	23.372
0.380	23.456
0.390	23.533
0.400	23.601
0.410	23.657
0.420	23.703
0.430	23.736
0.440	23.758
0.450	23.768
0.460	23.767
0.470	23.754
0.480	23.730
0.490	23.695
0.500	23.647
0.510	23.586
0.520	23.514
0.530	23.431
0.540	23.340
0.550	23.243
0.560	23.144
0.570	23.047
0.580	22.958
0.590	22.881
0.600	22.820
0.610	22.778
0.620	22.758
0.630	22.761
0.640	22.784
0.650	22.825
0.660	22.881
0.670	22.945
0.680	23.011
0.690	23.075
0.700	23.131
0.710	23.175
0.720	23.204
0.730	23.218
0.740	23.216
0.750	23.202
0.760	23.179
0.770	23.151
0.780	23.122
0.790	23.096
0.800	23.076
0.810	23.064
0.820	23.060
0.830	23.063
0.840	23.071
0.850	23.080
0.860	23.087
0.870	23.089
0.880	23.082
0.890	23.064
0.900	23.035
0.910	22.995
0.920	22.947
0.930	22.894
0.940	22.840
0.950	22.788
0.960	22.744
0.970	22.710
0.980	22.687
0.990	22.678
1.000	22.681
1.010	22.695
1.020	22.716
1.030	22.740
1.040	22.766
1.050	22.788
1.060	22.806
1.070	22.818
1.080	22.823
1.090	22.824
1.100	22.824
1.110	22.825
1.120	22.830
1.130	22.844
1.140	22.868
1.150	22.905
1.160	22.953
1.170	23.011
1.180	23.075
1.190	23.142
1.200	23.206
1.210	23.262
1.220	23.305
1.230	23.330
1.240	23.336
1.250	23.320
1.260	23.284
1.270	23.231
1.280	23.164
1.290	23.089
1.300	23.010
1.310	22.933
1.320	22.863
1.330	22.803
1.340	22.754
1.350	22.719
1.360	22.695
1.370	22.679
1.380	22.670
1.390	22.662
1.400	22.651
1.410	22.635
1.420	22.611
1.430	22.578
1.440	22.534
1.450	22.483
1.460	22.426
1.470	22.366
1.480	22.305
1.490	22.249
1.500	22.198
1.510	22.156
1.520	22.122
1.530	22.098
1.540	22.081
1.550	22.071
1.560	22.064
1.570	22.059
1.580	22.053
1.590	22.044
1.600	22.031
1.610	22.015
1.620	21.995
1.630	21.972
1.640	21.949
1.650	21.928
1.660	21.911
1.670	21.899
1.680	21.894
1.690	21.896
1.700	21.905
1.710	21.921
1.720	21.941
1.730	21.966
1.740	21.991
1.750	22.017
1.760	22.041
1.770	22.062
1.780	22.080
1.790	22.095
1.800	22.108
1.810	22.118
1.820	22.127
1.830	22.136
1.840	22.144
1.850	22.153
1.860	22.161
1.870	22.168
1.880	22.173
1.890	22.175
1.900	22.173
1.910	22.165
1.920	22.152
1.930	22.134
1.940	22.110
1.950	22.082
1.960	22.052
1.970	22.020
1.980	21.990
1.990	21.961
2.000	21.937
