Time(s)	V(m/s)
0.000	12.289
0.010	12.297
0.020	12.305
0.030	12.313
0.040	12.321
0.050	12.330
0.060	12.338
0.070	12.347
0.080	12.356
0.090	12.367
0.100	12.380
0.110	12.394
0.120	12.410
0.130	12.426
0.140	12.443
0.150	12.459
0.160	12.473
0.170	12.484
0.180	12.490
0.190	12.492
0.200	12.487
0.210	12.478
0.220	12.463
0.230	12.445
0.240	12.425
0.250	12.406
0.260	12.388
0.270	12.374
0.280	12.366
0.290	12.365
0.300	12.372
0.310	12.387
0.320	12.410
0.330	12.439
0.340	12.474
0.350	12.512
0.360	12.551
0.370	12.591
0.380	12.628
0.390	12.662
0.400	12.693
0.410	12.718
0.420	12.738
0.430	12.753
0.440	12.763
0.450	12.767
0.460	12.767
0.470	12.761
0.480	12.750
0.490	12.734
0.500	12.713
0.510	12.686
0.520	12.653
0.530	12.616
0.540	12.576
0.550	12.532
0.560	12.488
0.570	12.445
0.580	12.405
0.590	12.370
0.600	12.343
0.610	12.324
0.620	12.315
0.630	12.316
0.640	12.326
0.650	12.345
0.660	12.369
0.670	12.398
0.680	12.428
0.690	12.456
0.700	12.481
0.710	12.500
0.720	12.513
0.730	12.519
0.740	12.518
0.750	12.512
0.760	12.502
0.770	12.489
0.780	12.476
0.790	12.464
0.800	12.455
0.810	12.450
0.820	12.448
0.830	12.449
0.840	12.453
0.850	12.457
0.860	12.460
0.870	12.460
0.880	12.457
0.890	12.449
0.900	12.436
0.910	12.418
0.920	12.396
0.930	12.373
0.940	12.348
0.950	12.325
0.960	12.305
0.970	12.290
0.980	12.280
0.990	12.276
1.000	12.277
1.010	12.283
1.020	12.292
1.030	12.303
1.040	12.314
1.050	12.324
1.060	12.332
1.070	12.337
1.080	12.339
1.090	12.340
1.100	12.339
1.110	12.340
1.120	12.342
1.130	12.348
1.140	12.359
1.150	12.375
1.160	12.396
1.170	12.422
1.180	12.451
1.190	12.480
1.200	12.509
1.210	12.534
1.220	12.553
1.230	12.564
1.240	12.566
1.250	12.559
1.260	12.543
1.270	12.519
1.280	12.489
1.290	12.455
1.300	12.420
1.310	12.385
1.320	12.354
1.330	12.327
1.340	12.305
1.350	12.289
1.360	12.278
1.370	12.271
1.380	12.267
1.390	12.263
1.400	12.258
1.410	12.251
1.420	12.240
1.430	12.225
1.440	12.205
1.450	12.182
1.460	12.156
1.470	12.129
1.480	12.102
1.490	12.077
1.500	12.054
1.510	12.035
1.520	12.020
1.530	12.009
1.540	12.001
1.550	11.996
1.560	11.993
1.570	11.991
1.580	11.988
1.590	11.984
1.600	11.978
1.610	11.970
1.620	11.961
1.630	11.951
1.640	11.941
1.650	11.931
1.660	11.923
1.670	11.918
1.680	11.915
1.690	11.916
1.700	11.920
1.710	11.927
1.720	11.936
1.730	11.947
