Time(s)	V(m/s)
0.000	24.783
0.010	24.802
0.020	24.822
0.030	24.843
0.040	24.864
0.050	24.884
0.060	24.905
0.070	24.927
0.080	24.951
0.090	24.979
0.100	25.010
0.110	25.046
0.120	25.085
0.130	25.127
0.140	25.170
0.150	25.210
0.160	25.246
0.170	25.273
0.180	25.289
0.190	25.292
0.200	25.281
0.210	25.257
0.220	25.221
0.230	25.175
0.240	25.125
0.250	25.075
0.260	25.031
0.270	24.996
0.280	24.976
0.290	24.974
0.300	24.992
0.310	25.030
0.320	25.087
0.330	25.161
0.340	25.247
0.350	25.343
0.360	25.442
0.370	25.541
0.380	25.636
0.390	25.722
0.400	25.798
0.410	25.862
0.420	25.913
0.430	25.950
0.440	25.975
0.450	25.986
0.460	25.985
0.470	25.971
0.480	25.944
0.490	25.904
0.500	25.850
0.510	25.782
0.520	25.701
0.530	25.609
0.540	25.506
0.550	25.397
0.560	25.286
0.570	25.177
0.580	25.077
0.590	24.990
0.600	24.922
0.610	24.875
0.620	24.853
0.630	24.856
0.640	24.882
0.650	24.929
0.660	24.991
0.670	25.063
0.680	25.138
0.690	25.209
0.700	25.272
0.710	25.321
0.720	25.354
0.730	25.369
0.740	25.368
0.750	25.352
0.760	25.326
0.770	25.295
0.780	25.262
0.790	25.233
0.800	25.211
0.810	25.197
0.820	25.193
0.830	25.197
0.840	25.205
0.850	25.216
0.860	25.224
0.870	25.225
0.880	25.217
0.890	25.197
0.900	25.164
0.910	25.120
0.920	25.066
0.930	25.007
0.940	24.946
0.950	24.888
0.960	24.838
0.970	24.800
0.980	24.775
0.990	24.765
1.000	24.768
1.010	24.783
1.020	24.807
1.030	24.835
1.040	24.863
1.050	24.889
1.060	24.909
1.070	24.922
1.080	24.928
1.090	24.929
1.100	24.929
1.110	24.930
1.120	24.936
1.130	24.952
1.140	24.979
1.150	25.020
1.160	25.074
1.170	25.139
1.180	25.212
1.190	25.287
1.200	25.359
1.210	25.422
1.220	25.470
1.230	25.498
1.240	25.504
1.250	25.487
1.260	25.447
1.270	25.387
1.280	25.312
1.290	25.227
1.300	25.139
1.310	25.053
1.320	24.974
1.330	24.906
1.340	24.852
1.350	24.812
1.360	24.785
1.370	24.768
1.380	24.757
1.390	24.748
1.400	24.737
1.410	24.719
1.420	24.692
1.430	24.654
1.440	24.606
1.450	24.549
1.460	24.484
1.470	24.417
1.480	24.349
1.490	24.286
1.500	24.229
1.510	24.181
1.520	24.144
1.530	24.117
1.540	24.098
1.550	24.087
1.560	24.079
1.570	24.073
1.580	24.067
1.590	24.057
1.600	24.043
1.610	24.024
1.620	24.001
1.630	23.976
1.640	23.951
1.650	23.927
1.660	23.908
