Time(s)	V(m/s)
0.000	15.405
0.010	15.415
0.020	15.426
0.030	15.437
0.040	15.448
0.050	15.459
0.060	15.470
0.070	15.482
0.080	15.495
0.090	15.510
0.100	15.527
0.110	15.546
0.120	15.567
0.130	15.589
0.140	15.612
0.150	15.634
0.160	15.653
0.170	15.667
0.180	15.676
0.190	15.678
0.200	15.672
0.210	15.659
0.220	15.639
0.230	15.615
0.240	15.588
0.250	15.562
0.260	15.538
0.270	15.519
0.280	15.509
0.290	15.508
0.300	15.517
0.310	15.537
0.320	15.568
0.330	15.607
0.340	15.654
0.350	15.705
0.360	15.758
0.370	15.811
0.380	15.861
0.390	15.908
0.400	15.948
0.410	15.982
0.420	16.009
0.430	16.029
0.440	16.042
0.450	16.049
0.460	16.048
0.470	16.040
0.480	16.026
0.490	16.004
0.500	15.975
0.510	15.939
0.520	15.896
0.530	15.846
0.540	15.791
0.550	15.733
0.560	15.673
0.570	15.615
0.580	15.561
0.590	15.515
0.600	15.478
0.610	15.453
0.620	15.441
0.630	15.442
0.640	15.456
0.650	15.481
0.660	15.514
0.670	15.552
0.680	15.593
0.690	15.631
0.700	15.664
0.710	15.690
0.720	15.708
0.730	15.716
0.740	15.715
0.750	15.707
0.760	15.693
0.770	15.676
0.780	15.658
0.790	15.643
0.800	15.631
0.810	15.623
0.820	15.621
0.830	15.623
0.840	15.627
0.850	15.632
0.860	15.637
0.870	15.637
0.880	15.633
0.890	15.622
0.900	15.604
0.910	15.581
0.920	15.552
0.930	15.520
0.940	15.487
0.950	15.456
0.960	15.429
0.970	15.409
0.980	15.395
0.990	15.390
1.000	15.391
1.010	15.399
1.020	15.412
1.030	15.426
1.040	15.441
1.050	15.455
1.060	15.465
1.070	15.472
1.080	15.476
1.090	15.476
1.100	15.476
1.110	15.476
1.120	15.479
1.130	15.488
1.140	15.502
1.150	15.524
1.160	15.553
1.170	15.587
1.180	15.626
1.190	15.666
1.200	15.705
1.210	15.738
1.220	15.763
1.230	15.779
1.240	15.782
1.250	15.772
1.260	15.751
1.270	15.719
1.280	15.678
1.290	15.633
1.300	15.585
1.310	15.539
1.320	15.497
1.330	15.460
1.340	15.431
1.350	15.410
1.360	15.395
1.370	15.386
1.380	15.380
1.390	15.375
1.400	15.368
1.410	15.358
1.420	15.344
1.430	15.323
1.440	15.297
1.450	15.266
1.460	15.232
1.470	15.195
1.480	15.159
1.490	15.125
1.500	15.094
1.510	15.069
1.520	15.049
1.530	15.034
1.540	15.024
1.550	15.017
1.560	15.013
1.570	15.010
1.580	15.006
1.590	15.000
1.600	14.993
1.610	14.983
1.620	14.970
1.630	14.957
1.640	14.943
1.650	14.930
1.660	14.920
1.670	14.912
1.680	14.909
1.690	14.910
1.700	14.916
1.710	14.925
1.720	14.937
1.730	14.951
1.740	14.967
1.750	14.982
1.760	14.996
1.770	15.009
1.780	15.020
1.790	15.029
1.800	15.036
1.810	15.042
1.820	15.047
1.830	15.052
1.840	15.057
1.850	15.062
1.860	15.067
1.870	15.071
1.880	15.074
1.890	15.075
1.900	15.074
1.910	15.069
1.920	15.061
1.930	15.050
1.940	15.035
1.950	15.019
1.960	15.000
1.970	14.981
1.980	14.963
1.990	14.946
2.000	14.931
2.010	14.919
2.020	14.909
2.030	14.902
2.040	14.897
2.050	14.893
2.060	14.889
2.070	14.884
2.080	14.876
2.090	14.866
2.100	14.853
2.110	14.837
2.120	14.818
2.130	14.797
2.140	14.775
2.150	14.753
2.160	14.732
2.170	14.712
2.180	14.696
2.190	14.683
2.200	14.673
2.210	14.667
2.220	14.664
2.230	14.663
2.240	14.664
2.250	14.666
2.260	14.668
2.270	14.670
2.280	14.671
2.290	14.672
2.300	14.672
2.310	14.671
2.320	14.670
2.330	14.668
2.340	14.665
2.350	14.661
2.360	14.656
2.370	14.650
2.380	14.642
2.390	14.633
2.400	14.622
2.410	14.611
2.420	14.599
2.430	14.588
2.440	14.578
2.450	14.572
2.460	14.571
2.470	14.576
2.480	14.589
2.490	14.609
2.500	14.638
2.510	14.674
2.520	14.716
2.530	14.764
2.540	14.813
2.550	14.862
2.560	14.908
2.570	14.949
2.580	14.981
2.590	15.004
2.600	15.016
2.610	15.018
2.620	15.010
2.630	14.993
2.640	14.971
2.650	14.944
2.660	14.917
2.670	14.891
2.680	14.870
2.690	14.853
2.700	14.843
2.710	14.839
2.720	14.842
2.730	14.849
2.740	14.860
2.750	14.873
2.760	14.885
2.770	14.895
2.780	14.902
2.790	14.905
2.800	14.904
2.810	14.899
2.820	14.891
2.830	14.882
2.840	14.871
2.850	14.862
2.860	14.855
2.870	14.851
2.880	14.852
2.890	14.857
2.900	14.866
2.910	14.880
2.920	14.896
2.930	14.916
2.940	14.937
2.950	14.959
2.960	14.981
2.970	15.003
2.980	15.025
2.990	15.045
3.000	15.065
3.010	15.084
3.020	15.101
3.030	15.117
3.040	15.131
3.050	15.142
3.060	15.150
3.070	15.154
3.080	15.154
3.090	15.150
3.100	15.140
3.110	15.127
3.120	15.109
3.130	15.089
3.140	15.068
3.150	15.047
3.160	15.028
3.170	15.012
3.180	15.002
3.190	14.997
3.200	14.998
3.210	15.006
3.220	15.018
3.230	15.035
3.240	15.054
3.250	15.072
3.260	15.089
3.270	15.103
3.280	15.111
3.290	15.112
3.300	15.107
3.310	15.095
3.320	15.078
3.330	15.056
3.340	15.032
3.350	15.007
3.360	14.983
3.370	14.963
3.380	14.948
3.390	14.939
3.400	14.937
3.410	14.942
3.420	14.952
3.430	14.968
3.440	14.987
3.450	15.007
3.460	15.028
3.470	15.047
3.480	15.062
3.490	15.073
3.500	15.078
3.510	15.077
3.520	15.070
3.530	15.058
3.540	15.041
3.550	15.020
3.560	14.996
3.570	14.971
3.580	14.946
3.590	14.923
3.600	14.902
3.610	14.885
3.620	14.873
3.630	14.867
3.640	14.868
3.650	14.876
3.660	14.890
3.670	14.912
3.680	14.939
3.690	14.971
3.700	15.007
3.710	15.046
3.720	15.085
3.730	15.122
3.740	15.157
3.750	15.187
3.760	15.212
3.770	15.230
3.780	15.240
3.790	15.243
3.800	15.239
3.810	15.229
3.820	15.213
3.830	15.193
3.840	15.170
3.850	15.146
3.860	15.121
3.870	15.096
3.880	15.073
3.890	15.050
3.900	15.030
3.910	15.011
3.920	14.994
3.930	14.977
3.940	14.963
3.950	14.949
3.960	14.937
3.970	14.927
3.980	14.918
3.990	14.913
4.000	14.911
4.010	14.912
4.020	14.917
4.030	14.925
