Time(s)	V(m/s)
0.000	9.182
0.010	9.187
0.020	9.193
0.030	9.199
0.040	9.204
0.050	9.210
0.060	9.215
0.070	9.221
0.080	9.228
0.090	9.235
0.100	9.244
0.110	9.254
0.120	9.264
0.130	9.276
0.140	9.287
0.150	9.298
0.160	9.308
0.170	9.315
0.180	9.319
0.190	9.320
0.200	9.317
0.210	9.311
0.220	9.301
0.230	9.289
0.240	9.275
0.250	9.261
0.260	9.249
0.270	9.240
0.280	9.235
0.290	9.234
0.300	9.239
0.310	9.249
0.320	9.264
0.330	9.284
0.340	9.308
0.350	9.334
0.360	9.361
0.370	9.387
0.380	9.413
0.390	9.436
0.400	9.457
0.410	9.474
0.420	9.488
0.430	9.498
0.440	9.505
0.450	9.508
0.460	9.507
0.470	9.503
0.480	9.496
0.490	9.485
0.500	9.470
0.510	9.452
0.520	9.430
0.530	9.405
0.540	9.377
0.550	9.347
0.560	9.317
0.570	9.288
0.580	9.260
0.590	9.237
0.600	9.218
0.610	9.205
0.620	9.199
0.630	9.200
0.640	9.207
0.650	9.219
0.660	9.236
0.670	9.255
0.680	9.276
0.690	9.295
0.700	9.312
0.710	9.325
0.720	9.334
0.730	9.338
0.740	9.337
0.750	9.333
0.760	9.326
0.770	9.317
0.780	9.308
0.790	9.301
0.800	9.294
0.810	9.291
0.820	9.289
0.830	9.290
0.840	9.292
0.850	9.295
0.860	9.297
0.870	9.297
0.880	9.295
0.890	9.290
0.900	9.281
0.910	9.269
0.920	9.254
0.930	9.238
0.940	9.221
0.950	9.205
0.960	9.192
0.970	9.181
0.980	9.174
0.990	9.171
1.000	9.172
1.010	9.176
1.020	9.182
1.030	9.190
1.040	9.197
1.050	9.204
1.060	9.209
1.070	9.213
1.080	9.214
1.090	9.215
1.100	9.214
1.110	9.215
1.120	9.216
1.130	9.220
1.140	9.228
1.150	9.239
1.160	9.253
1.170	9.271
1.180	9.290
1.190	9.310
1.200	9.330
1.210	9.347
1.220	9.359
1.230	9.367
1.240	9.368
1.250	9.364
1.260	9.353
1.270	9.336
1.280	9.316
1.290	9.293
1.300	9.269
1.310	9.245
1.320	9.223
1.330	9.205
1.340	9.190
1.350	9.179
1.360	9.172
1.370	9.167
1.380	9.164
1.390	9.161
1.400	9.158
1.410	9.153
1.420	9.145
1.430	9.135
1.440	9.122
1.450	9.106
1.460	9.088
1.470	9.070
1.480	9.051
1.490	9.034
1.500	9.018
1.510	9.005
1.520	8.995
1.530	8.987
1.540	8.982
1.550	8.979
1.560	8.977
1.570	8.975
1.580	8.973
1.590	8.970
1.600	8.966
1.610	8.961
1.620	8.955
1.630	8.948
1.640	8.940
1.650	8.934
1.660	8.929
1.670	8.925
1.680	8.923
1.690	8.924
1.700	8.926
1.710	8.931
1.720	8.937
1.730	8.944
1.740	8.952
1.750	8.959
1.760	8.967
1.770	8.973
1.780	8.978
1.790	8.983
1.800	8.986
1.810	8.990
1.820	8.992
1.830	8.995
1.840	8.997
1.850	9.000
1.860	9.002
1.870	9.004
1.880	9.005
1.890	9.006
1.900	9.005
1.910	9.003
1.920	8.998
1.930	8.993
1.940	8.985
1.950	8.977
1.960	8.967
1.970	8.958
1.980	8.948
1.990	8.939
2.000	8.932
2.010	8.926
2.020	8.921
2.030	8.917
2.040	8.914
2.050	8.912
2.060	8.910
2.070	8.907
2.080	8.904
2.090	8.899
2.100	8.892
2.110	8.884
2.120	8.874
2.130	8.863
2.140	8.852
2.150	8.841
2.160	8.830
2.170	8.820
2.180	8.812
2.190	8.805
2.200	8.800
2.210	8.797
2.220	8.795
2.230	8.795
2.240	8.795
2.250	8.796
2.260	8.797
2.270	8.798
2.280	8.799
2.290	8.799
2.300	8.799
2.310	8.798
2.320	8.798
2.330	8.796
2.340	8.795
2.350	8.793
2.360	8.790
2.370	8.787
2.380	8.783
2.390	8.779
2.400	8.773
2.410	8.767
2.420	8.761
2.430	8.755
2.440	8.751
2.450	8.748
2.460	8.747
2.470	8.749
2.480	8.756
2.490	8.766
2.500	8.780
2.510	8.799
2.520	8.820
2.530	8.844
2.540	8.869
2.550	8.894
2.560	8.917
2.570	8.938
2.580	8.954
2.590	8.966
2.600	8.972
2.610	8.973
2.620	8.968
2.630	8.960
2.640	8.949
2.650	8.935
2.660	8.921
2.670	8.908
2.680	8.897
2.690	8.889
2.700	8.884
2.710	8.882
2.720	8.883
2.730	8.887
2.740	8.892
2.750	8.898
2.760	8.905
2.770	8.910
2.780	8.913
2.790	8.915
2.800	8.914
2.810	8.912
2.820	8.908
2.830	8.903
2.840	8.897
2.850	8.893
2.860	8.889
2.870	8.887
2.880	8.887
2.890	8.890
2.900	8.895
2.910	8.901
2.920	8.910
2.930	8.920
2.940	8.930
2.950	8.941
2.960	8.953
2.970	8.964
2.980	8.975
2.990	8.985
3.000	8.995
3.010	9.004
3.020	9.013
3.030	9.021
3.040	9.028
3.050	9.034
3.060	9.038
3.070	9.040
3.080	9.040
3.090	9.037
3.100	9.033
3.110	9.026
3.120	9.017
3.130	9.007
3.140	8.996
3.150	8.985
3.160	8.975
3.170	8.967
3.180	8.962
3.190	8.960
3.200	8.960
3.210	8.964
3.220	8.970
3.230	8.979
3.240	8.988
3.250	8.997
3.260	9.006
3.270	9.013
3.280	9.017
3.290	9.017
3.300	9.015
3.310	9.009
3.320	9.000
3.330	8.989
3.340	8.976
3.350	8.964
3.360	8.952
3.370	8.942
3.380	8.934
3.390	8.929
3.400	8.928
3.410	8.930
3.420	8.936
3.430	8.944
3.440	8.953
3.450	8.963
3.460	8.974
3.470	8.983
3.480	8.991
3.490	8.996
3.500	8.999
3.510	8.999
3.520	8.995
3.530	8.989
3.540	8.980
3.550	8.969
3.560	8.957
3.570	8.945
3.580	8.932
3.590	8.920
3.600	8.909
3.610	8.901
3.620	8.895
3.630	8.892
3.640	8.892
3.650	8.896
3.660	8.903
3.670	8.914
3.680	8.928
3.690	8.944
3.700	8.962
3.710	8.982
3.720	9.001
3.730	9.020
3.740	9.038
3.750	9.053
3.760	9.065
3.770	9.074
3.780	9.080
3.790	9.081
3.800	9.079
3.810	9.074
3.820	9.066
3.830	9.056
3.840	9.044
3.850	9.032
3.860	9.019
3.870	9.006
3.880	8.994
3.890	8.983
3.900	8.972
3.910	8.963
3.920	8.954
3.930	8.946
3.940	8.938
3.950	8.931
3.960	8.925
3.970	8.920
3.980	8.915
3.990	8.913
4.000	8.911
4.010	8.912
4.020	8.914
4.030	8.919
4.040	8.924
4.050	8.931
4.060	8.939
4.070	8.946
4.080	8.952
4.090	8.957
4.100	8.960
4.110	8.960
4.120	8.957
4.130	8.950
4.140	8.941
4.150	8.929
4.160	8.915
4.170	8.899
4.180	8.884
4.190	8.868
4.200	8.853
4.210	8.840
4.220	8.829
4.230	8.820
4.240	8.814
4.250	8.810
4.260	8.808
4.270	8.808
4.280	8.809
4.290	8.811
4.300	8.813
4.310	8.816
4.320	8.820
4.330	8.823
4.340	8.826
4.350	8.828
4.360	8.830
4.370	8.832
4.380	8.832
4.390	8.831
4.400	8.828
4.410	8.823
4.420	8.815
4.430	8.804
4.440	8.790
4.450	8.773
4.460	8.754
4.470	8.732
4.480	8.709
4.490	8.686
4.500	8.665
4.510	8.646
4.520	8.631
4.530	8.620
4.540	8.615
4.550	8.617
4.560	8.624
4.570	8.636
4.580	8.654
4.590	8.675
4.600	8.699
4.610	8.723
4.620	8.747
4.630	8.768
4.640	8.786
4.650	8.799
4.660	8.807
4.670	8.809
4.680	8.806
4.690	8.799
4.700	8.788
4.710	8.773
4.720	8.758
4.730	8.742
4.740	8.727
4.750	8.713
4.760	8.703
4.770	8.696
4.780	8.693
4.790	8.693
4.800	8.697
4.810	8.705
4.820	8.715
4.830	8.727
4.840	8.740
4.850	8.753
4.860	8.765
4.870	8.775
4.880	8.784
4.890	8.789
4.900	8.792
4.910	8.790
4.920	8.786
4.930	8.779
4.940	8.769
4.950	8.758
4.960	8.746
4.970	8.734
4.980	8.724
4.990	8.716
5.000	8.711
5.010	8.710
5.020	8.712
5.030	8.719
5.040	8.729
5.050	8.743
5.060	8.759
5.070	8.776
5.080	8.793
5.090	8.809
5.100	8.824
5.110	8.835
5.120	8.843
5.130	8.848
5.140	8.849
5.150	8.848
5.160	8.844
5.170	8.839
5.180	8.833
5.190	8.828
5.200	8.823
5.210	8.820
5.220	8.819
5.230	8.819
5.240	8.820
5.250	8.822
5.260	8.824
5.270	8.825
5.280	8.825
5.290	8.822
5.300	8.817
5.310	8.809
5.320	8.800
5.330	8.790
5.340	8.779
5.350	8.768
5.360	8.759
5.370	8.753
5.380	8.749
5.390	8.749
5.400	8.752
5.410	8.759
5.420	8.768
5.430	8.779
5.440	8.791
5.450	8.802
5.460	8.811
5.470	8.819
5.480	8.823
5.490	8.824
5.500	8.823
5.510	8.819
5.520	8.813
5.530	8.806
5.540	8.800
5.550	8.795
5.560	8.792
5.570	8.792
5.580	8.795
5.590	8.800
5.600	8.809
5.610	8.819
5.620	8.831
5.630	8.843
5.640	8.854
5.650	8.864
5.660	8.871
5.670	8.877
5.680	8.879
5.690	8.879
5.700	8.876
5.710	8.871
5.720	8.866
5.730	8.860
5.740	8.854
5.750	8.849
5.760	8.846
5.770	8.845
5.780	8.846
5.790	8.850
5.800	8.857
5.810	8.866
5.820	8.877
5.830	8.890
5.840	8.904
5.850	8.920
5.860	8.936
