Time(s)	V(m/s)
0.000	25.826
0.010	25.847
0.020	25.868
0.030	25.890
0.040	25.912
0.050	25.934
0.060	25.956
0.070	25.979
0.080	26.005
0.090	26.033
0.100	26.067
0.110	26.104
0.120	26.146
0.130	26.190
0.140	26.235
0.150	26.278
0.160	26.315
0.170	26.344
0.180	26.361
0.190	26.364
0.200	26.353
0.210	26.327
0.220	26.289
0.230	26.241
0.240	26.188
0.250	26.136
0.260	26.088
0.270	26.052
0.280	26.031
0.290	26.029
0.300	26.047
0.310	26.087
0.320	26.148
0.330	26.225
0.340	26.317
0.350	26.418
0.360	26.523
0.370	26.627
0.380	26.727
0.390	26.818
0.400	26.899
0.410	26.966
0.420	27.020
0.430	27.059
0.440	27.085
0.450	27.097
0.460	27.096
0.470	27.081
0.480	27.053
0.490	27.010
0.500	26.953
0.510	26.882
0.520	26.797
0.530	26.699
0.540	26.590
0.550	26.475
0.560	26.358
0.570	26.243
0.580	26.138
0.590	26.046
0.600	25.974
0.610	25.924
0.620	25.901
0.630	25.904
0.640	25.932
0.650	25.981
0.660	26.046
0.670	26.122
0.680	26.201
0.690	26.277
0.700	26.344
0.710	26.395
0.720	26.430
0.730	26.446
0.740	26.444
0.750	26.428
0.760	26.401
0.770	26.367
0.780	26.333
0.790	26.303
0.800	26.279
0.810	26.265
0.820	26.260
0.830	26.264
0.840	26.273
0.850	26.284
0.860	26.293
0.870	26.294
0.880	26.286
0.890	26.265
0.900	26.230
0.910	26.183
0.920	26.127
0.930	26.064
0.940	26.000
0.950	25.939
0.960	25.886
0.970	25.846
0.980	25.819
0.990	25.809
1.000	25.812
1.010	25.828
1.020	25.853
1.030	25.883
1.040	25.913
1.050	25.939
1.060	25.960
1.070	25.974
1.080	25.981
1.090	25.983
1.100	25.982
1.110	25.983
1.120	25.990
1.130	26.006
1.140	26.035
1.150	26.078
1.160	26.135
1.170	26.204
1.180	26.281
1.190	26.360
1.200	26.436
1.210	26.503
1.220	26.553
1.230	26.583
1.240	26.590
1.250	26.572
1.260	26.529
1.270	26.466
1.280	26.387
1.290	26.298
1.300	26.204
1.310	26.113
1.320	26.030
1.330	25.959
1.340	25.902
1.350	25.860
1.360	25.831
1.370	25.813
1.380	25.802
1.390	25.792
1.400	25.780
1.410	25.761
1.420	25.733
1.430	25.693
1.440	25.642
1.450	25.582
1.460	25.514
1.470	25.443
1.480	25.371
1.490	25.304
1.500	25.245
1.510	25.194
1.520	25.155
1.530	25.126
1.540	25.106
1.550	25.094
1.560	25.087
1.570	25.080
1.580	25.073
1.590	25.063
1.600	25.048
1.610	25.028
1.620	25.005
1.630	24.978
1.640	24.951
1.650	24.926
1.660	24.906
1.670	24.892
1.680	24.886
1.690	24.888
1.700	24.899
1.710	24.918
1.720	24.943
1.730	24.971
1.740	25.002
1.750	25.032
1.760	25.061
1.770	25.086
1.780	25.108
1.790	25.126
1.800	25.141
1.810	25.153
1.820	25.164
1.830	25.174
1.840	25.184
1.850	25.195
1.860	25.204
1.870	25.213
1.880	25.219
1.890	25.221
1.900	25.218
1.910	25.210
1.920	25.194
1.930	25.172
1.940	25.144
1.950	25.112
1.960	25.076
1.970	25.038
1.980	25.002
1.990	24.969
2.000	24.940
2.010	24.916
2.020	24.898
2.030	24.885
2.040	24.875
2.050	24.867
2.060	24.859
2.070	24.850
2.080	24.836
2.090	24.816
2.100	24.791
2.110	24.759
2.120	24.722
2.130	24.681
2.140	24.638
2.150	24.594
2.160	24.553
2.170	24.515
2.180	24.483
2.190	24.458
2.200	24.439
2.210	24.427
2.220	24.421
2.230	24.420
2.240	24.422
2.250	24.426
2.260	24.430
2.270	24.435
2.280	24.438
2.290	24.440
2.300	24.440
2.310	24.439
2.320	24.436
2.330	24.432
2.340	24.426
