Time(s)	V(m/s)
0.000	13.327
0.010	13.335
0.020	13.344
0.030	13.354
0.040	13.363
0.050	13.372
0.060	13.381
0.070	13.391
0.080	13.402
0.090	13.414
0.100	13.428
0.110	13.443
0.120	13.461
0.130	13.479
0.140	13.498
0.150	13.516
0.160	13.532
0.170	13.544
0.180	13.551
0.190	13.552
0.200	13.547
0.210	13.537
0.220	13.521
0.230	13.501
0.240	13.479
0.250	13.457
0.260	13.437
0.270	13.421
0.280	13.413
0.290	13.412
0.300	13.420
0.310	13.436
0.320	13.462
0.330	13.494
0.340	13.532
0.350	13.575
0.360	13.619
0.370	13.662
0.380	13.704
0.390	13.742
0.400	13.776
0.410	13.804
0.420	13.826
0.430	13.843
0.440	13.854
0.450	13.859
0.460	13.858
0.470	13.852
0.480	13.840
0.490	13.822
0.500	13.798
0.510	13.768
0.520	13.732
0.530	13.691
0.540	13.646
0.550	13.597
0.560	13.548
0.570	13.500
0.580	13.456
0.590	13.417
0.600	13.387
0.610	13.366
0.620	13.356
0.630	13.357
0.640	13.369
0.650	13.389
0.660	13.417
0.670	13.448
0.680	13.481
0.690	13.513
0.700	13.541
0.710	13.562
0.720	13.577
0.730	13.583
0.740	13.582
0.750	13.575
0.760	13.564
0.770	13.550
0.780	13.535
0.790	13.522
0.800	13.513
0.810	13.506
0.820	13.504
0.830	13.506
0.840	13.510
0.850	13.514
0.860	13.517
0.870	13.518
0.880	13.514
0.890	13.505
0.900	13.491
0.910	13.471
0.920	13.447
0.930	13.421
0.940	13.393
0.950	13.368
0.960	13.346
0.970	13.329
0.980	13.317
0.990	13.313
1.000	13.314
1.010	13.321
1.020	13.331
1.030	13.343
1.040	13.356
1.050	13.367
1.060	13.375
1.070	13.381
1.080	13.384
1.090	13.384
1.100	13.384
1.110	13.384
1.120	13.387
1.130	13.394
1.140	13.406
1.150	13.423
1.160	13.447
1.170	13.476
1.180	13.508
1.190	13.541
1.200	13.573
1.210	13.600
1.220	13.621
1.230	13.634
1.240	13.636
1.250	13.628
1.260	13.610
1.270	13.584
1.280	13.551
1.290	13.513
1.300	13.474
1.310	13.435
1.320	13.400
1.330	13.370
1.340	13.346
1.350	13.328
1.360	13.316
1.370	13.308
1.380	13.303
1.390	13.299
1.400	13.294
1.410	13.286
1.420	13.273
1.430	13.257
1.440	13.235
1.450	13.209
1.460	13.181
1.470	13.151
1.480	13.121
1.490	13.092
1.500	13.067
1.510	13.046
1.520	13.029
1.530	13.017
1.540	13.008
1.550	13.003
1.560	13.000
1.570	12.997
1.580	12.994
1.590	12.989
1.600	12.983
1.610	12.974
