Time(s)	V(m/s)
0.000	8.149
0.010	8.154
0.020	8.158
0.030	8.163
0.040	8.168
0.050	8.173
0.060	8.178
0.070	8.183
0.080	8.188
0.090	8.195
0.100	8.202
0.110	8.210
0.120	8.219
0.130	8.229
0.140	8.239
0.150	8.248
0.160	8.256
0.170	8.263
0.180	8.266
0.190	8.267
0.200	8.265
0.210	8.259
0.220	8.250
0.230	8.240
0.240	8.228
0.250	8.217
0.260	8.206
0.270	8.198
0.280	8.194
0.290	8.193
0.300	8.197
0.310	8.206
0.320	8.219
0.330	8.236
0.340	8.257
0.350	8.279
0.360	8.302
0.370	8.325
0.380	8.346
0.390	8.366
0.400	8.384
0.410	8.399
0.420	8.410
0.430	8.419
0.440	8.425
0.450	8.427
0.460	8.427
0.470	8.424
0.480	8.417
0.490	8.408
0.500	8.395
0.510	8.380
0.520	8.361
0.530	8.339
0.540	8.315
0.550	8.290
0.560	8.264
0.570	8.239
0.580	8.216
0.590	8.196
0.600	8.180
0.610	8.169
0.620	8.164
0.630	8.164
0.640	8.170
0.650	8.181
0.660	8.195
0.670	8.212
0.680	8.229
0.690	8.245
0.700	8.260
0.710	8.271
0.720	8.279
0.730	8.282
0.740	8.282
0.750	8.278
0.760	8.272
0.770	8.264
0.780	8.257
0.790	8.250
0.800	8.245
0.810	8.242
0.820	8.240
0.830	8.241
0.840	8.243
0.850	8.245
0.860	8.247
0.870	8.247
0.880	8.245
0.890	8.241
0.900	8.233
0.910	8.222
0.920	8.210
0.930	8.196
0.940	8.182
0.950	8.168
0.960	8.157
0.970	8.148
0.980	8.142
0.990	8.139
1.000	8.140
1.010	8.143
1.020	8.149
1.030	8.155
1.040	8.162
1.050	8.167
1.060	8.172
1.070	8.175
1.080	8.176
1.090	8.176
1.100	8.176
1.110	8.176
1.120	8.178
1.130	8.181
1.140	8.187
1.150	8.197
1.160	8.209
1.170	8.224
1.180	8.241
1.190	8.258
1.200	8.274
1.210	8.289
1.220	8.300
1.230	8.306
1.240	8.308
1.250	8.303
1.260	8.294
1.270	8.280
1.280	8.263
1.290	8.243
1.300	8.222
1.310	8.202
1.320	8.184
1.330	8.168
1.340	8.155
1.350	8.146
1.360	8.139
1.370	8.135
1.380	8.132
1.390	8.130
1.400	8.127
1.410	8.123
1.420	8.117
1.430	8.108
1.440	8.096
1.450	8.083
1.460	8.068
1.470	8.052
1.480	8.036
1.490	8.021
1.500	8.008
1.510	7.997
1.520	7.988
1.530	7.981
1.540	7.977
1.550	7.974
1.560	7.972
1.570	7.971
1.580	7.969
1.590	7.967
1.600	7.963
1.610	7.959
1.620	7.953
1.630	7.947
1.640	7.941
1.650	7.936
1.660	7.931
1.670	7.928
1.680	7.926
1.690	7.927
1.700	7.929
1.710	7.933
1.720	7.938
1.730	7.944
1.740	7.951
1.750	7.957
1.760	7.963
1.770	7.969
1.780	7.973
1.790	7.977
1.800	7.980
1.810	7.983
1.820	7.985
1.830	7.987
1.840	7.989
1.850	7.992
1.860	7.994
1.870	7.995
1.880	7.996
1.890	7.997
1.900	7.996
1.910	7.994
1.920	7.990
1.930	7.986
1.940	7.979
1.950	7.972
1.960	7.964
1.970	7.956
1.980	7.947
1.990	7.940
2.000	7.933
2.010	7.928
2.020	7.924
2.030	7.921
2.040	7.919
2.050	7.917
2.060	7.915
2.070	7.913
2.080	7.909
2.090	7.905
2.100	7.899
2.110	7.892
2.120	7.884
2.130	7.875
2.140	7.865
2.150	7.855
2.160	7.846
2.170	7.838
2.180	7.831
2.190	7.825
2.200	7.821
2.210	7.818
2.220	7.816
2.230	7.816
2.240	7.816
2.250	7.817
2.260	7.818
2.270	7.819
2.280	7.819
2.290	7.820
2.300	7.820
2.310	7.819
