Time(s)	V(m/s)
0.000	19.568
0.010	19.582
0.020	19.597
0.030	19.613
0.040	19.628
0.050	19.643
0.060	19.658
0.070	19.674
0.080	19.692
0.090	19.712
0.100	19.735
0.110	19.761
0.120	19.790
0.130	19.821
0.140	19.852
0.150	19.882
0.160	19.908
0.170	19.928
0.180	19.940
0.190	19.942
0.200	19.934
0.210	19.916
0.220	19.890
0.230	19.856
0.240	19.820
0.250	19.783
0.260	19.750
0.270	19.725
0.280	19.711
0.290	19.709
0.300	19.722
0.310	19.750
0.320	19.792
0.330	19.846
0.340	19.909
0.350	19.979
0.360	20.052
0.370	20.125
0.380	20.194
0.390	20.257
0.400	20.313
0.410	20.359
0.420	20.397
0.430	20.424
0.440	20.442
0.450	20.450
0.460	20.450
0.470	20.439
0.480	20.419
0.490	20.390
0.500	20.350
0.510	20.301
0.520	20.241
0.530	20.173
0.540	20.098
0.550	20.018
0.560	19.937
0.570	19.857
0.580	19.784
0.590	19.720
0.600	19.670
0.610	19.635
0.620	19.619
0.630	19.621
0.640	19.640
0.650	19.674
0.660	19.720
0.670	19.772
0.680	19.827
0.690	19.880
0.700	19.926
0.710	19.961
0.720	19.985
0.730	19.996
0.740	19.995
0.750	19.984
0.760	19.965
0.770	19.942
0.780	19.918
0.790	19.896
0.800	19.880
0.810	19.870
0.820	19.867
0.830	19.869
0.840	19.876
0.850	19.883
0.860	19.889
0.870	19.890
0.880	19.884
0.890	19.869
0.900	19.845
0.910	19.812
0.920	19.773
0.930	19.729
0.940	19.684
0.950	19.642
0.960	19.606
0.970	19.577
0.980	19.559
0.990	19.551
1.000	19.554
1.010	19.565
1.020	19.582
1.030	19.602
1.040	19.623
1.050	19.642
1.060	19.656
1.070	19.666
1.080	19.670
1.090	19.671
1.100	19.671
1.110	19.671
1.120	19.676
1.130	19.687
1.140	19.707
1.150	19.737
1.160	19.776
1.170	19.824
1.180	19.877
1.190	19.932
1.200	19.985
1.210	20.031
1.220	20.066
1.230	20.086
1.240	20.091
1.250	20.078
1.260	20.049
1.270	20.005
1.280	19.950
1.290	19.887
1.300	19.822
1.310	19.759
1.320	19.701
1.330	19.651
1.340	19.612
1.350	19.582
1.360	19.562
1.370	19.550
1.380	19.542
1.390	19.535
1.400	19.526
1.410	19.513
1.420	19.493
1.430	19.465
1.440	19.430
1.450	19.388
1.460	19.340
1.470	19.291
1.480	19.241
1.490	19.194
1.500	19.153
1.510	19.118
1.520	19.090
1.530	19.070
1.540	19.056
1.550	19.047
1.560	19.042
1.570	19.038
1.580	19.032
1.590	19.025
1.600	19.015
1.610	19.001
1.620	18.984
1.630	18.966
1.640	18.947
1.650	18.929
1.660	18.915
1.670	18.905
1.680	18.901
1.690	18.902
1.700	18.910
1.710	18.923
1.720	18.940
1.730	18.959
1.740	18.980
1.750	19.001
1.760	19.021
1.770	19.038
1.780	19.053
1.790	19.066
1.800	19.076
1.810	19.084
1.820	19.092
1.830	19.099
1.840	19.106
1.850	19.113
1.860	19.119
1.870	19.125
1.880	19.129
1.890	19.131
1.900	19.129
1.910	19.122
1.920	19.112
1.930	19.096
1.940	19.077
1.950	19.054
1.960	19.029
1.970	19.003
1.980	18.977
1.990	18.954
2.000	18.934
2.010	18.917
2.020	18.904
2.030	18.895
2.040	18.888
2.050	18.883
2.060	18.877
2.070	18.870
2.080	18.860
2.090	18.847
2.100	18.829
2.110	18.807
2.120	18.781
2.130	18.752
2.140	18.722
2.150	18.692
2.160	18.663
2.170	18.637
2.180	18.614
2.190	18.596
2.200	18.583
2.210	18.575
2.220	18.571
2.230	18.569
2.240	18.571
2.250	18.573
2.260	18.577
2.270	18.579
2.280	18.582
2.290	18.583
2.300	18.583
2.310	18.582
2.320	18.580
2.330	18.577
2.340	18.573
2.350	18.568
2.360	18.561
2.370	18.553
2.380	18.542
2.390	18.530
2.400	18.515
2.410	18.500
2.420	18.483
2.430	18.468
2.440	18.455
2.450	18.447
2.460	18.446
2.470	18.453
2.480	18.470
2.490	18.498
2.500	18.537
2.510	18.586
2.520	18.645
2.530	18.710
2.540	18.777
2.550	18.845
2.560	18.908
2.570	18.963
2.580	19.008
2.590	19.039
2.600	19.056
2.610	19.058
2.620	19.047
2.630	19.025
2.640	18.994
2.650	18.958
2.660	18.921
2.670	18.886
2.680	18.856
2.690	18.833
2.700	18.819
2.710	18.814
2.720	18.818
2.730	18.828
2.740	18.843
2.750	18.860
2.760	18.877
2.770	18.891
2.780	18.901
2.790	18.905
2.800	18.904
2.810	18.897
2.820	18.886
2.830	18.873
2.840	18.859
2.850	18.846
2.860	18.837
2.870	18.832
2.880	18.832
2.890	18.839
2.900	18.852
2.910	18.871
2.920	18.894
2.930	18.920
2.940	18.949
2.950	18.980
2.960	19.010
2.970	19.040
2.980	19.070
2.990	19.098
3.000	19.125
3.010	19.151
3.020	19.175
3.030	19.196
3.040	19.215
3.050	19.231
3.060	19.242
3.070	19.248
3.080	19.248
3.090	19.242
3.100	19.229
3.110	19.210
3.120	19.186
3.130	19.159
3.140	19.130
3.150	19.101
3.160	19.075
3.170	19.054
3.180	19.040
3.190	19.033
3.200	19.035
3.210	19.045
3.220	19.063
3.230	19.085
3.240	19.111
3.250	19.137
3.260	19.160
3.270	19.178
3.280	19.189
3.290	19.192
3.300	19.185
3.310	19.169
3.320	19.145
3.330	19.115
3.340	19.082
3.350	19.047
3.360	19.015
3.370	18.988
3.380	18.967
3.390	18.955
3.400	18.953
3.410	18.959
3.420	18.973
3.430	18.995
3.440	19.021
3.450	19.049
3.460	19.077
3.470	19.103
3.480	19.124
3.490	19.139
3.500	19.146
3.510	19.145
3.520	19.136
3.530	19.119
3.540	19.096
3.550	19.067
3.560	19.035
3.570	19.001
3.580	18.966
3.590	18.934
3.600	18.906
3.610	18.883
3.620	18.866
3.630	18.859
3.640	18.860
3.650	18.870
3.660	18.890
3.670	18.920
3.680	18.957
3.690	19.002
3.700	19.051
3.710	19.104
3.720	19.157
3.730	19.209
3.740	19.256
3.750	19.298
3.760	19.332
3.770	19.356
3.780	19.370
3.790	19.375
3.800	19.369
3.810	19.355
3.820	19.334
3.830	19.307
3.840	19.276
3.850	19.242
3.860	19.208
3.870	19.174
3.880	19.142
3.890	19.112
3.900	19.084
3.910	19.058
3.920	19.034
3.930	19.012
3.940	18.992
3.950	18.973
3.960	18.957
3.970	18.943
3.980	18.932
3.990	18.924
4.000	18.921
4.010	18.923
4.020	18.930
4.030	18.942
4.040	18.957
4.050	18.976
4.060	18.997
4.070	19.017
4.080	19.035
4.090	19.048
4.100	19.056
4.110	19.056
4.120	19.047
4.130	19.031
4.140	19.006
4.150	18.973
4.160	18.936
4.170	18.894
4.180	18.851
4.190	18.809
4.200	18.770
4.210	18.735
4.220	18.705
4.230	18.682
4.240	18.665
4.250	18.655
4.260	18.650
4.270	18.649
4.280	18.652
4.290	18.658
4.300	18.666
4.310	18.674
4.320	18.683
4.330	18.692
4.340	18.700
4.350	18.707
4.360	18.713
4.370	18.718
4.380	18.719
4.390	18.716
4.400	18.709
4.410	18.695
4.420	18.674
4.430	18.644
4.440	18.607
4.450	18.561
4.460	18.508
4.470	18.450
4.480	18.389
4.490	18.328
4.500	18.270
4.510	18.219
4.520	18.178
4.530	18.150
4.540	18.137
4.550	18.140
4.560	18.160
4.570	18.195
4.580	18.242
4.590	18.300
4.600	18.365
